,season,week,team,opponent,score,opponent_score
5380,2022,6,DAL,PHI,17,26
5381,2022,6,DEN,LAC,16,19
5382,2022,6,GB,NYJ,10,27
5383,2022,6,GB,NYJ,10,27
5384,2022,6,IND,JAX,34,27
5385,2022,6,JAX,IND,27,34
5386,2022,6,KC,BUF,20,24
5387,2022,6,LA,CAR,24,10
5388,2022,6,LAC,DEN,19,16
5389,2022,6,MIA,MIN,16,24
5390,2022,6,MIA,MIN,16,24
5391,2022,6,MIN,MIA,24,16
5392,2022,6,NE,CLE,38,15
5393,2022,6,NO,CIN,26,30
5394,2022,6,NO,CIN,26,30
5395,2022,6,NYG,BAL,24,20
5396,2022,6,NYJ,GB,27,10
5397,2022,6,PHI,DAL,26,17
5398,2022,6,PIT,TB,20,18
5399,2022,6,PIT,TB,20,18
5400,2022,6,SEA,ARI,19,9
5401,2022,6,SF,ATL,14,28
5402,2022,6,TB,PIT,18,20
5403,2022,6,WAS,CHI,12,7
5404,2022,7,ARI,NO,42,34
5405,2022,7,ATL,CIN,17,35
5406,2022,7,BAL,CLE,23,20
5407,2022,7,CAR,TB,21,3
5408,2022,7,CHI,NE,33,14
5409,2022,7,CIN,ATL,35,17
5410,2022,7,CLE,BAL,20,23
5411,2022,7,DAL,DET,24,6
5412,2022,7,DEN,NYJ,9,16
5413,2022,7,DET,DAL,6,24
5414,2022,7,GB,WAS,21,23
5415,2022,7,HOU,LV,20,38
5416,2022,7,IND,TEN,10,19
5417,2022,7,JAX,NYG,17,23
5418,2022,7,JAX,NYG,17,23
5419,2022,7,KC,SF,44,23
5420,2022,7,KC,SF,44,23
5421,2022,7,LAC,SEA,23,37
5422,2022,7,LV,HOU,38,20
5423,2022,7,MIA,PIT,16,10
5424,2022,7,NE,CHI,14,33
5425,2022,7,NE,CHI,14,33
5426,2022,7,NO,ARI,34,42
5427,2022,7,NO,ARI,34,42
5428,2022,7,NYG,JAX,23,17
5429,2022,7,NYJ,DEN,16,9
5430,2022,7,PIT,MIA,10,16
5431,2022,7,SEA,LAC,37,23
5432,2022,7,SF,KC,23,44
5433,2022,7,SF,KC,23,44
5434,2022,7,TB,CAR,3,21
5435,2022,7,TEN,IND,19,10
5436,2022,7,WAS,GB,23,21
5437,2022,8,ARI,MIN,26,34
5438,2022,8,ATL,CAR,37,34
5439,2022,8,BAL,TB,27,22
5440,2022,8,BUF,GB,27,17
5441,2022,8,CAR,ATL,34,37
5442,2022,8,CHI,DAL,29,49
5443,2022,8,CHI,DAL,29,49
5444,2022,8,CIN,CLE,13,32
5445,2022,8,CLE,CIN,32,13
5446,2022,8,CLE,CIN,32,13
5447,2022,8,DAL,CHI,49,29
5448,2022,8,DEN,JAX,21,17
5449,2022,8,DET,MIA,27,31
5450,2022,8,GB,BUF,17,27
5451,2022,8,HOU,TEN,10,17
5452,2022,8,HOU,TEN,10,17
5453,2022,8,IND,WAS,16,17
5454,2022,8,JAX,DEN,17,21
5455,2022,8,LA,SF,14,31
5456,2022,8,LV,NO,0,24
5457,2022,8,LV,NO,0,24
5458,2022,8,MIA,DET,31,27
5459,2022,8,MIN,ARI,34,26
5460,2022,8,NE,NYJ,22,17
5461,2022,8,NO,LV,24,0
5462,2022,8,NO,LV,24,0
5463,2022,8,NYG,SEA,13,27
5464,2022,8,NYJ,NE,17,22
5465,2022,8,PHI,PIT,35,13
5466,2022,8,PHI,PIT,35,13
5467,2022,8,PIT,PHI,13,35
5468,2022,8,PIT,PHI,13,35
5469,2022,8,PIT,PHI,13,35
5470,2022,8,SEA,NYG,27,13
5471,2022,8,SF,LA,31,14
5472,2022,8,SF,LA,31,14
5473,2022,8,TB,BAL,22,27
5474,2022,8,TEN,HOU,17,10
5475,2022,8,WAS,IND,17,16
5476,2022,9,ARI,SEA,21,31
5477,2022,9,ATL,LAC,17,20
5478,2022,9,BAL,NO,27,13
5479,2022,9,BUF,NYJ,17,20
5480,2022,9,CAR,CIN,21,42
5481,2022,9,CAR,CIN,21,42
5482,2022,9,CHI,MIA,32,35
5483,2022,9,CIN,CAR,42,21
5484,2022,9,CIN,CAR,42,21
5485,2022,9,DET,GB,15,9
5486,2022,9,GB,DET,9,15
5487,2022,9,HOU,PHI,17,29
5488,2022,9,IND,NE,3,26
5489,2022,9,JAX,LV,27,20
5490,2022,9,KC,TEN,20,17
5491,2022,9,LA,TB,13,16
5492,2022,9,LAC,ATL,20,17
5493,2022,9,LV,JAX,20,27
5494,2022,9,MIA,CHI,35,32
5495,2022,9,MIN,WAS,20,17
5496,2022,9,MIN,WAS,20,17
5497,2022,9,NE,IND,26,3
5498,2022,9,NO,BAL,13,27
5499,2022,9,NO,BAL,13,27
5500,2022,9,NYJ,BUF,20,17
5501,2022,9,PHI,HOU,29,17
5502,2022,9,SEA,ARI,31,21
5503,2022,9,TB,LA,16,13
5504,2022,9,TEN,KC,17,20
5505,2022,9,WAS,MIN,17,20
5506,2022,10,ARI,LA,27,17
5507,2022,10,ATL,CAR,15,25
5508,2022,10,BUF,MIN,30,33
5509,2022,10,CAR,ATL,25,15
5510,2022,10,CHI,DET,30,31
5511,2022,10,CLE,MIA,17,39
5512,2022,10,DAL,GB,28,31
5513,2022,10,DEN,TEN,10,17
5514,2022,10,DET,CHI,31,30
5515,2022,10,GB,DAL,31,28
5516,2022,10,HOU,NYG,16,24
5517,2022,10,IND,LV,25,20
5518,2022,10,JAX,KC,17,27
5519,2022,10,KC,JAX,27,17
5520,2022,10,LA,ARI,17,27
5521,2022,10,LA,ARI,17,27
5522,2022,10,LAC,SF,16,22
5523,2022,10,LAC,SF,16,22
5524,2022,10,LV,IND,20,25
5525,2022,10,MIA,CLE,39,17
5526,2022,10,MIA,CLE,39,17
5527,2022,10,MIN,BUF,33,30
5528,2022,10,NO,PIT,10,20
5529,2022,10,NO,PIT,10,20
5530,2022,10,NYG,HOU,24,16
5531,2022,10,PHI,WAS,21,32
5532,2022,10,PIT,NO,20,10
5533,2022,10,SEA,TB,16,21
5534,2022,10,SF,LAC,22,16
5535,2022,10,TB,SEA,21,16
5536,2022,10,TB,SEA,21,16
5537,2022,10,TEN,DEN,17,10
5538,2022,10,WAS,PHI,32,21
5539,2022,11,ARI,SF,10,38
5540,2022,11,ARI,SF,10,38
5541,2022,11,ATL,CHI,27,24
5542,2022,11,BAL,CAR,13,3
5543,2022,11,BUF,CLE,31,23
5544,2022,11,CAR,BAL,3,13
5545,2022,11,CHI,ATL,24,27
5546,2022,11,CIN,PIT,37,30
5547,2022,11,CLE,BUF,23,31
5548,2022,11,DAL,MIN,40,3
5549,2022,11,DAL,MIN,40,3
5550,2022,11,DEN,LV,16,22
5551,2022,11,DET,NYG,31,18
5552,2022,11,GB,TEN,17,27
5553,2022,11,HOU,WAS,10,23
5554,2022,11,IND,PHI,16,17
5555,2022,11,KC,LAC,30,27
5556,2022,11,LA,NO,20,27
5557,2022,11,LA,NO,20,27
5558,2022,11,LAC,KC,27,30
5559,2022,11,LV,DEN,22,16
5560,2022,11,MIN,DAL,3,40
5561,2022,11,MIN,DAL,3,40
5562,2022,11,NE,NYJ,10,3
5563,2022,11,NO,LA,27,20
5564,2022,11,NO,LA,27,20
5565,2022,11,NYG,DET,18,31
5566,2022,11,NYJ,NE,3,10
5567,2022,11,PHI,IND,17,16
5568,2022,11,PIT,CIN,30,37
5569,2022,11,SF,ARI,38,10
5570,2022,11,TEN,GB,27,17
5571,2022,11,TEN,GB,27,17
5572,2022,11,WAS,HOU,23,10
5573,2022,12,ARI,LAC,24,25
5574,2022,12,ATL,WAS,13,19
5575,2022,12,BAL,JAX,27,28
5576,2022,12,BUF,DET,28,25
5577,2022,12,CAR,DEN,23,10
5578,2022,12,CHI,NYJ,10,31
5579,2022,12,CIN,TEN,20,16
5580,2022,12,CLE,TB,23,17
5581,2022,12,DAL,NYG,28,20
5582,2022,12,DEN,CAR,10,23
5583,2022,12,DET,BUF,25,28
5584,2022,12,GB,PHI,33,40
5585,2022,12,GB,PHI,33,40
5586,2022,12,HOU,MIA,15,30
5587,2022,12,IND,PIT,17,24
5588,2022,12,JAX,BAL,28,27
5589,2022,12,KC,LA,26,10
5590,2022,12,LA,KC,10,26
5591,2022,12,LA,KC,10,26
5592,2022,12,LAC,ARI,25,24
5593,2022,12,LV,SEA,40,34
5594,2022,12,MIA,HOU,30,15
5595,2022,12,MIA,HOU,30,15
5596,2022,12,MIN,NE,33,26
5597,2022,12,MIN,NE,33,26
5598,2022,12,NE,MIN,26,33
5599,2022,12,NO,SF,0,13
5600,2022,12,NO,SF,0,13
5601,2022,12,NYG,DAL,20,28
5602,2022,12,NYJ,CHI,31,10
5603,2022,12,NYJ,CHI,31,10
5604,2022,12,PHI,GB,40,33
5605,2022,12,PIT,IND,24,17
5606,2022,12,SEA,LV,34,40
5607,2022,12,SF,NO,13,0
5608,2022,12,TB,CLE,17,23
5609,2022,12,TEN,CIN,16,20
5610,2022,12,WAS,ATL,19,13
5611,2022,13,ATL,PIT,16,19
5612,2022,13,BAL,DEN,10,9
5613,2022,13,BAL,DEN,10,9
5614,2022,13,BAL,DEN,10,9
5615,2022,13,BUF,NE,24,10
5616,2022,13,CHI,GB,19,28
5617,2022,13,CIN,KC,27,24
5618,2022,13,CLE,HOU,27,14
5619,2022,13,DAL,IND,54,19
5620,2022,13,DAL,IND,54,19
5621,2022,13,DEN,BAL,9,10
5622,2022,13,DET,JAX,40,14
5623,2022,13,GB,CHI,28,19
5624,2022,13,HOU,CLE,14,27
5625,2022,13,IND,DAL,19,54
5626,2022,13,JAX,DET,14,40
5627,2022,13,JAX,DET,14,40
5628,2022,13,KC,CIN,24,27
5629,2022,13,LA,SEA,23,27
5630,2022,13,LAC,LV,20,27
5631,2022,13,LV,LAC,27,20
5632,2022,13,MIA,SF,17,33
5633,2022,13,MIA,SF,17,33
5634,2022,13,MIN,NYJ,27,22
5635,2022,13,NE,BUF,10,24
5636,2022,13,NYG,WAS,20,20
5637,2022,13,NYJ,MIN,22,27
5638,2022,13,NYJ,MIN,22,27
5639,2022,13,PHI,TEN,35,10
5640,2022,13,PHI,TEN,35,10
5641,2022,13,PIT,ATL,19,16
5642,2022,13,SEA,LA,27,23
5643,2022,13,SF,MIA,33,17
5644,2022,13,SF,MIA,33,17
5645,2022,13,TEN,PHI,10,35
5646,2022,13,TEN,PHI,10,35
5647,2022,13,WAS,NYG,20,20
