,season,week,team,opponent,score,opponent_score
4661,2021,5,TEN,JAX,37,19
4662,2021,5,WAS,NO,22,33
4663,2021,6,ARI,CLE,37,14
4664,2021,6,BAL,LAC,34,6
4665,2021,6,BUF,TEN,31,34
4666,2021,6,BUF,TEN,31,34
4667,2021,6,CAR,MIN,28,34
4668,2021,6,CHI,GB,14,24
4669,2021,6,CIN,DET,34,11
4670,2021,6,CIN,DET,34,11
4671,2021,6,CLE,ARI,14,37
4672,2021,6,CLE,ARI,14,37
4673,2021,6,DAL,NE,35,29
4674,2021,6,DEN,LV,24,34
4675,2021,6,DET,CIN,11,34
4676,2021,6,GB,CHI,24,14
4677,2021,6,HOU,IND,3,31
4678,2021,6,IND,HOU,31,3
4679,2021,6,JAX,MIA,23,20
4680,2021,6,KC,WAS,31,13
4681,2021,6,LA,NYG,38,11
4682,2021,6,LA,NYG,38,11
4683,2021,6,LAC,BAL,6,34
4684,2021,6,LV,DEN,34,24
4685,2021,6,MIA,JAX,20,23
4686,2021,6,MIA,JAX,20,23
4687,2021,6,MIN,CAR,34,28
4688,2021,6,NE,DAL,29,35
4689,2021,6,NYG,LA,11,38
4690,2021,6,PHI,TB,22,28
4691,2021,6,PIT,SEA,23,20
4692,2021,6,SEA,PIT,20,23
4693,2021,6,TB,PHI,28,22
4694,2021,6,TEN,BUF,34,31
4695,2021,6,WAS,KC,13,31
4696,2021,7,ARI,HOU,31,5
4697,2021,7,ATL,MIA,30,28
4698,2021,7,BAL,CIN,17,41
4699,2021,7,BAL,CIN,17,41
4700,2021,7,CAR,NYG,3,25
4701,2021,7,CAR,NYG,3,25
4702,2021,7,CHI,TB,3,38
4703,2021,7,CIN,BAL,41,17
4704,2021,7,CLE,DEN,17,14
4705,2021,7,DEN,CLE,14,17
4706,2021,7,DET,LA,19,28
4707,2021,7,DET,LA,19,28
4708,2021,7,GB,WAS,24,10
4709,2021,7,HOU,ARI,5,31
4710,2021,7,IND,SF,30,18
4711,2021,7,KC,TEN,3,27
4712,2021,7,KC,TEN,3,27
4713,2021,7,LA,DET,28,19
4714,2021,7,LV,PHI,33,22
4715,2021,7,MIA,ATL,28,30
4716,2021,7,NE,NYJ,54,13
4717,2021,7,NE,NYJ,54,13
4718,2021,7,NE,NYJ,54,13
4719,2021,7,NO,SEA,13,10
4720,2021,7,NYG,CAR,25,3
4721,2021,7,NYG,CAR,25,3
4722,2021,7,NYJ,NE,13,54
4723,2021,7,NYJ,NE,13,54
4724,2021,7,PHI,LV,22,33
4725,2021,7,SEA,NO,10,13
4726,2021,7,SF,IND,18,30
4727,2021,7,TB,CHI,38,3
4728,2021,7,TB,CHI,38,3
4729,2021,7,TEN,KC,27,3
4730,2021,7,TEN,KC,27,3
4731,2021,7,WAS,GB,10,24
4732,2021,8,ARI,GB,21,24
4733,2021,8,ATL,CAR,13,19
4734,2021,8,BUF,MIA,26,11
4735,2021,8,BUF,MIA,26,11
4736,2021,8,CAR,ATL,19,13
4737,2021,8,CAR,ATL,19,13
4738,2021,8,CHI,SF,22,33
4739,2021,8,CIN,NYJ,31,34
4740,2021,8,CIN,NYJ,31,34
4741,2021,8,CLE,PIT,10,15
4742,2021,8,DAL,MIN,20,16
4743,2021,8,DAL,MIN,20,16
4744,2021,8,DEN,WAS,17,10
4745,2021,8,DET,PHI,6,44
4746,2021,8,GB,ARI,24,21
4747,2021,8,HOU,LA,22,38
4748,2021,8,HOU,LA,22,38
4749,2021,8,IND,TEN,31,34
4750,2021,8,JAX,SEA,7,31
4751,2021,8,KC,NYG,20,17
4752,2021,8,LA,HOU,38,22
4753,2021,8,LA,HOU,38,22
4754,2021,8,LAC,NE,24,27
4755,2021,8,MIA,BUF,11,26
4756,2021,8,MIN,DAL,16,20
4757,2021,8,MIN,DAL,16,20
4758,2021,8,NE,LAC,27,24
4759,2021,8,NO,TB,36,27
4760,2021,8,NO,TB,36,27
4761,2021,8,NYG,KC,17,20
4762,2021,8,NYG,KC,17,20
4763,2021,8,NYJ,CIN,34,31
4764,2021,8,NYJ,CIN,34,31
4765,2021,8,NYJ,CIN,34,31
4766,2021,8,PHI,DET,44,6
4767,2021,8,PHI,DET,44,6
4768,2021,8,PIT,CLE,15,10
4769,2021,8,PIT,CLE,15,10
4770,2021,8,SEA,JAX,31,7
4771,2021,8,SF,CHI,33,22
4772,2021,8,TB,NO,27,36
4773,2021,8,TB,NO,27,36
4774,2021,8,TEN,IND,34,31
4775,2021,8,TEN,IND,34,31
4776,2021,8,WAS,DEN,10,17
4777,2021,9,ARI,SF,31,17
4778,2021,9,ARI,SF,31,17
4779,2021,9,ATL,NO,27,25
4780,2021,9,BAL,MIN,34,31
4781,2021,9,BUF,JAX,6,9
4782,2021,9,CAR,NE,6,24
4783,2021,9,CHI,PIT,27,29
4784,2021,9,CIN,CLE,16,41
4785,2021,9,CIN,CLE,16,41
4786,2021,9,CLE,CIN,41,16
4787,2021,9,DAL,DEN,16,30
4788,2021,9,DEN,DAL,30,16
4789,2021,9,GB,KC,7,13
4790,2021,9,HOU,MIA,9,17
4791,2021,9,HOU,MIA,9,17
4792,2021,9,IND,NYJ,45,30
4793,2021,9,JAX,BUF,9,6
4794,2021,9,JAX,BUF,9,6
4795,2021,9,KC,GB,13,7
4796,2021,9,LA,TEN,16,28
4797,2021,9,LAC,PHI,27,24
4798,2021,9,LV,NYG,16,23
4799,2021,9,MIA,HOU,17,9
4800,2021,9,MIN,BAL,31,34
4801,2021,9,NE,CAR,24,6
4802,2021,9,NO,ATL,25,27
4803,2021,9,NO,ATL,25,27
4804,2021,9,NYG,LV,23,16
4805,2021,9,NYJ,IND,30,45
4806,2021,9,NYJ,IND,30,45
4807,2021,9,PHI,LAC,24,27
4808,2021,9,PIT,CHI,29,27
4809,2021,9,SF,ARI,17,31
4810,2021,9,TEN,LA,28,16
4811,2021,10,ARI,CAR,10,34
4812,2021,10,ARI,CAR,10,34
4813,2021,10,ATL,DAL,3,43
4814,2021,10,ATL,DAL,3,43
4815,2021,10,BAL,MIA,10,22
4816,2021,10,BUF,NYJ,45,17
4817,2021,10,CAR,ARI,34,10
4818,2021,10,CAR,ARI,34,10
4819,2021,10,CLE,NE,7,45
4820,2021,10,CLE,NE,7,45
4821,2021,10,DAL,ATL,43,3
4822,2021,10,DAL,ATL,43,3
4823,2021,10,DAL,ATL,43,3
4824,2021,10,DEN,PHI,13,30
4825,2021,10,DET,PIT,16,16
4826,2021,10,GB,SEA,17,0
4827,2021,10,IND,JAX,23,17
4828,2021,10,JAX,IND,17,23
4829,2021,10,KC,LV,41,14
4830,2021,10,KC,LV,41,14
4831,2021,10,LA,SF,10,31
4832,2021,10,LA,SF,10,31
4833,2021,10,LAC,MIN,20,27
4834,2021,10,LV,KC,14,41
4835,2021,10,MIA,BAL,22,10
4836,2021,10,MIA,BAL,22,10
4837,2021,10,MIN,LAC,27,20
4838,2021,10,NE,CLE,45,7
4839,2021,10,NE,CLE,45,7
4840,2021,10,NO,TEN,21,23
4841,2021,10,NO,TEN,21,23
4842,2021,10,NYJ,BUF,17,45
4843,2021,10,NYJ,BUF,17,45
4844,2021,10,PHI,DEN,30,13
4845,2021,10,PIT,DET,16,16
4846,2021,10,SEA,GB,0,17
4847,2021,10,SF,LA,31,10
4848,2021,10,TB,WAS,19,29
4849,2021,10,TEN,NO,23,21
4850,2021,10,WAS,TB,29,19
4851,2021,11,ARI,SEA,23,13
4852,2021,11,ATL,NE,0,25
4853,2021,11,ATL,NE,0,25
4854,2021,11,ATL,NE,0,25
4855,2021,11,BAL,CHI,16,13
4856,2021,11,BUF,IND,15,41
4857,2021,11,BUF,IND,15,41
4858,2021,11,CAR,WAS,21,27
4859,2021,11,CHI,BAL,13,16
4860,2021,11,CHI,BAL,13,16
4861,2021,11,CIN,LV,32,13
4862,2021,11,CLE,DET,13,10
4863,2021,11,DAL,KC,9,19
4864,2021,11,DET,CLE,10,13
4865,2021,11,GB,MIN,31,34
4866,2021,11,HOU,TEN,22,13
4867,2021,11,IND,BUF,41,15
4868,2021,11,JAX,SF,10,30
4869,2021,11,KC,DAL,19,9
4870,2021,11,LAC,PIT,41,37
4871,2021,11,LV,CIN,13,32
4872,2021,11,MIA,NYJ,24,17
4873,2021,11,MIA,NYJ,24,17
4874,2021,11,MIN,GB,34,31
4875,2021,11,NE,ATL,25,0
4876,2021,11,NO,PHI,29,40
4877,2021,11,NYG,TB,10,30
4878,2021,11,NYG,TB,10,30
4879,2021,11,NYJ,MIA,17,24
4880,2021,11,PHI,NO,40,29
4881,2021,11,PIT,LAC,37,41
4882,2021,11,SEA,ARI,13,23
4883,2021,11,SF,JAX,30,10
4884,2021,11,TB,NYG,30,10
4885,2021,11,TB,NYG,30,10
4886,2021,11,TEN,HOU,13,22
4887,2021,11,WAS,CAR,27,21
4888,2021,12,ATL,JAX,21,14
4889,2021,12,BAL,CLE,16,10
4890,2021,12,BUF,NO,31,6
4891,2021,12,CAR,MIA,10,33
4892,2021,12,CAR,MIA,10,33
4893,2021,12,CHI,DET,16,14
4894,2021,12,CIN,PIT,41,10
4895,2021,12,CIN,PIT,41,10
4896,2021,12,CLE,BAL,10,16
4897,2021,12,DAL,LV,33,36
4898,2021,12,DEN,LAC,28,13
4899,2021,12,DEN,LAC,28,13
4900,2021,12,DET,CHI,14,16
4901,2021,12,GB,LA,36,28
4902,2021,12,HOU,NYJ,14,21
4903,2021,12,IND,TB,31,38
4904,2021,12,JAX,ATL,14,21
4905,2021,12,LA,GB,28,36
4906,2021,12,LA,GB,28,36
4907,2021,12,LAC,DEN,13,28
4908,2021,12,LV,DAL,36,33
4909,2021,12,MIA,CAR,33,10
4910,2021,12,MIN,SF,26,34
4911,2021,12,MIN,SF,26,34
4912,2021,12,NE,TEN,36,13
4913,2021,12,NO,BUF,6,31
4914,2021,12,NO,BUF,6,31
4915,2021,12,NYG,PHI,13,7
4916,2021,12,NYJ,HOU,21,14
4917,2021,12,PHI,NYG,7,13
4918,2021,12,PIT,CIN,10,41
4919,2021,12,SEA,WAS,15,17
4920,2021,12,SF,MIN,34,26
4921,2021,12,TB,IND,38,31
4922,2021,12,TEN,NE,13,36
4923,2021,12,WAS,SEA,17,15
4924,2021,13,ARI,CHI,33,22
4925,2021,13,ARI,CHI,33,22
4926,2021,13,ATL,TB,17,30
4927,2021,13,BAL,PIT,19,20
4928,2021,13,BUF,NE,10,14
4929,2021,13,CHI,ARI,22,33
4930,2021,13,CIN,LAC,22,41
4931,2021,13,DAL,NO,27,17
4932,2021,13,DEN,KC,9,22
4933,2021,13,DET,MIN,29,27
4934,2021,13,HOU,IND,0,31
4935,2021,13,HOU,IND,0,31
4936,2021,13,IND,HOU,31,0
4937,2021,13,JAX,LA,7,37
4938,2021,13,KC,DEN,22,9
4939,2021,13,LA,JAX,37,7
4940,2021,13,LAC,CIN,41,22
4941,2021,13,LAC,CIN,41,22
4942,2021,13,LV,WAS,15,17
4943,2021,13,MIA,NYG,20,9
4944,2021,13,MIN,DET,27,29
4945,2021,13,MIN,DET,27,29
4946,2021,13,NE,BUF,14,10
4947,2021,13,NO,DAL,17,27
4948,2021,13,NYG,MIA,9,20
4949,2021,13,NYJ,PHI,18,33
4950,2021,13,PHI,NYJ,33,18
4951,2021,13,PIT,BAL,20,19
4952,2021,13,SEA,SF,30,23
4953,2021,13,SF,SEA,23,30
4954,2021,13,TB,ATL,30,17
4955,2021,13,WAS,LV,17,15
4956,2021,14,ARI,LA,23,30
4957,2021,14,ATL,CAR,29,21
4958,2021,14,BAL,CLE,22,24
4959,2021,14,BAL,CLE,22,24
4960,2021,14,BUF,TB,27,33
4961,2021,14,CAR,ATL,21,29
4962,2021,14,CAR,ATL,21,29
4963,2021,14,CHI,GB,30,45
4964,2021,14,CIN,SF,23,26
4965,2021,14,CLE,BAL,24,22
4966,2021,14,DAL,WAS,27,20
4967,2021,14,DEN,DET,38,10
4968,2021,14,DET,DEN,10,38
4969,2021,14,GB,CHI,45,30
4970,2021,14,HOU,SEA,13,33
4971,2021,14,JAX,TEN,0,20
4972,2021,14,KC,LV,48,9
4973,2021,14,LA,ARI,30,23
4974,2021,14,LAC,NYG,37,21
4975,2021,14,LV,KC,9,48
4976,2021,14,MIN,PIT,36,28
4977,2021,14,NO,NYJ,30,9
4978,2021,14,NYG,LAC,21,37
4979,2021,14,NYG,LAC,21,37
4980,2021,14,NYJ,NO,9,30
4981,2021,14,PIT,MIN,28,36
4982,2021,14,SEA,HOU,33,13
4983,2021,14,SF,CIN,26,23
4984,2021,14,TB,BUF,33,27
4985,2021,14,TEN,JAX,20,0
4986,2021,14,WAS,DAL,20,27
4987,2021,14,WAS,DAL,20,27
4988,2021,15,ARI,DET,12,30
4989,2021,15,ARI,DET,12,30
4990,2021,15,ATL,SF,13,31
4991,2021,15,BAL,GB,30,31
4992,2021,15,BUF,CAR,31,14
4993,2021,15,CAR,BUF,14,31
4994,2021,15,CHI,MIN,9,17
4995,2021,15,CIN,DEN,15,10
4996,2021,15,CLE,LV,14,16
4997,2021,15,DAL,NYG,21,6
4998,2021,15,DEN,CIN,10,15
4999,2021,15,DEN,CIN,10,15
5000,2021,15,DET,ARI,30,12
5001,2021,15,GB,BAL,31,30
5002,2021,15,HOU,JAX,30,16
5003,2021,15,IND,NE,27,17
5004,2021,15,JAX,HOU,16,30
5005,2021,15,KC,LAC,34,28
5006,2021,15,LA,SEA,20,10
5007,2021,15,LAC,KC,28,34
5008,2021,15,LAC,KC,28,34
5009,2021,15,LV,CLE,16,14
5010,2021,15,MIA,NYJ,31,24
5011,2021,15,MIN,CHI,17,9
5012,2021,15,NE,IND,17,27
5013,2021,15,NO,TB,9,0
5014,2021,15,NYG,DAL,6,21
5015,2021,15,NYG,DAL,6,21
5016,2021,15,NYJ,MIA,24,31
5017,2021,15,NYJ,MIA,24,31
5018,2021,15,PHI,WAS,27,17
5019,2021,15,PIT,TEN,19,13
5020,2021,15,SEA,LA,10,20
5021,2021,15,SF,ATL,31,13
5022,2021,15,SF,ATL,31,13
5023,2021,15,TB,NO,0,9
5024,2021,15,TEN,PIT,13,19
5025,2021,15,WAS,PHI,17,27
5026,2021,16,ARI,IND,16,22
5027,2021,16,ATL,DET,20,16
5028,2021,16,BAL,CIN,21,41
5029,2021,16,BUF,NE,33,21
5030,2021,16,CAR,TB,6,32
5031,2021,16,CAR,TB,6,32
5032,2021,16,CHI,SEA,25,24
5033,2021,16,CIN,BAL,41,21
5034,2021,16,CLE,GB,22,24
5035,2021,16,DAL,WAS,56,14
5036,2021,16,DAL,WAS,56,14
5037,2021,16,DEN,LV,13,17
5038,2021,16,DET,ATL,16,20
5039,2021,16,DET,ATL,16,20
5040,2021,16,GB,CLE,24,22
5041,2021,16,HOU,LAC,41,29
5042,2021,16,IND,ARI,22,16
5043,2021,16,JAX,NYJ,21,26
5044,2021,16,KC,PIT,36,10
5045,2021,16,LA,MIN,30,23
5046,2021,16,LAC,HOU,29,41
5047,2021,16,LV,DEN,17,13
5048,2021,16,MIA,NO,20,3
5049,2021,16,MIN,LA,23,30
5050,2021,16,NE,BUF,21,33
5051,2021,16,NO,MIA,3,20
5052,2021,16,NYG,PHI,10,34
5053,2021,16,NYG,PHI,10,34
5054,2021,16,NYJ,JAX,26,21
5055,2021,16,PHI,NYG,34,10
5056,2021,16,PIT,KC,10,36
5057,2021,16,PIT,KC,10,36
5058,2021,16,SEA,CHI,24,25
5059,2021,16,SF,TEN,17,20
5060,2021,16,TB,CAR,32,6
5061,2021,16,TB,CAR,32,6
5062,2021,16,TEN,SF,20,17
5063,2021,16,TEN,SF,20,17
5064,2021,16,WAS,DAL,14,56
5065,2021,16,WAS,DAL,14,56
5066,2021,17,ARI,DAL,25,22
5067,2021,17,ARI,DAL,25,22
5068,2021,17,ATL,BUF,15,29
5069,2021,17,BAL,LA,19,20
5070,2021,17,BUF,ATL,29,15
5071,2021,17,CAR,NO,10,18
5072,2021,17,CHI,NYG,29,3
5073,2021,17,CHI,NYG,29,3
5074,2021,17,CIN,KC,34,31
5075,2021,17,CLE,PIT,14,26
5076,2021,17,DAL,ARI,22,25
5077,2021,17,DAL,ARI,22,25
5078,2021,17,DEN,LAC,13,34
5079,2021,17,DEN,LAC,13,34
5080,2021,17,DEN,LAC,13,34
5081,2021,17,DET,SEA,29,51
5082,2021,17,GB,MIN,37,10
5083,2021,17,GB,MIN,37,10
5084,2021,17,HOU,SF,7,23
5085,2021,17,IND,LV,20,23
5086,2021,17,JAX,NE,10,50
5087,2021,17,KC,CIN,31,34
5088,2021,17,LA,BAL,20,19
5089,2021,17,LAC,DEN,34,13
5090,2021,17,LV,IND,23,20
5091,2021,17,LV,IND,23,20
5092,2021,17,MIA,TEN,3,34
5093,2021,17,MIA,TEN,3,34
5094,2021,17,MIN,GB,10,37
5095,2021,17,MIN,GB,10,37
5096,2021,17,NE,JAX,50,10
5097,2021,17,NE,JAX,50,10
5098,2021,17,NO,CAR,18,10
5099,2021,17,NYG,CHI,3,29
5100,2021,17,NYJ,TB,24,28
5101,2021,17,PHI,WAS,20,16
5102,2021,17,PIT,CLE,26,14
5103,2021,17,SEA,DET,51,29
5104,2021,17,SF,HOU,23,7
5105,2021,17,TB,NYJ,28,24
5106,2021,17,TEN,MIA,34,3
5107,2021,17,WAS,PHI,16,20
5108,2021,18,ARI,SEA,30,38
5109,2021,18,ATL,NO,20,30
5110,2021,18,BAL,PIT,13,16
5111,2021,18,BAL,PIT,13,16
5112,2021,18,BUF,NYJ,27,10
5113,2021,18,BUF,NYJ,27,10
5114,2021,18,CAR,TB,17,41
5115,2021,18,CAR,TB,17,41
5116,2021,18,CHI,MIN,17,31
5117,2021,18,CIN,CLE,16,21
5118,2021,18,CLE,CIN,21,16
5119,2021,18,DAL,PHI,51,26
5120,2021,18,DAL,PHI,51,26
5121,2021,18,DEN,KC,24,28
5122,2021,18,DEN,KC,24,28
5123,2021,18,DET,GB,37,30
5124,2021,18,DET,GB,37,30
5125,2021,18,DET,GB,37,30
5126,2021,18,GB,DET,30,37
5127,2021,18,GB,DET,30,37
5128,2021,18,HOU,TEN,25,28
5129,2021,18,IND,JAX,11,26
5130,2021,18,JAX,IND,26,11
5131,2021,18,KC,DEN,28,24
5132,2021,18,LA,SF,24,27
5133,2021,18,LAC,LV,32,35
5134,2021,18,LV,LAC,35,32
5135,2021,18,LV,LAC,35,32
5136,2021,18,MIA,NE,33,24
5137,2021,18,MIN,CHI,31,17
5138,2021,18,NE,MIA,24,33
5139,2021,18,NO,ATL,30,20
5140,2021,18,NO,ATL,30,20
5141,2021,18,NYG,WAS,7,22
5142,2021,18,NYJ,BUF,10,27
5143,2021,18,PHI,DAL,26,51
5144,2021,18,PHI,DAL,26,51
5145,2021,18,PIT,BAL,16,13
5146,2021,18,SEA,ARI,38,30
5147,2021,18,SF,LA,27,24
5148,2021,18,SF,LA,27,24
5149,2021,18,TB,CAR,41,17
5150,2021,18,TB,CAR,41,17
5151,2021,18,TEN,HOU,28,25
5152,2021,18,WAS,NYG,22,7
5153,2021,19,ARI,LA,11,34
5154,2021,19,BUF,NE,47,17
5155,2021,19,CIN,LV,26,19
5156,2021,19,DAL,SF,17,23
5157,2021,19,DAL,SF,17,23
5158,2021,19,KC,PIT,42,21
5159,2021,19,KC,PIT,42,21
5160,2021,19,LA,ARI,34,11
5161,2021,19,LA,ARI,34,11
5162,2021,19,LV,CIN,19,26
5163,2021,19,NE,BUF,17,47
5164,2021,19,PHI,TB,15,31
5165,2021,19,PIT,KC,21,42
5166,2021,19,SF,DAL,23,17
5167,2021,19,TB,PHI,31,15
5168,2021,20,BUF,KC,36,42
5169,2021,20,CIN,TEN,19,16
5170,2021,20,GB,SF,10,13
5171,2021,20,KC,BUF,42,36
5172,2021,20,LA,TB,30,27
5173,2021,20,SF,GB,13,10
5174,2021,20,TB,LA,27,30
5175,2021,20,TEN,CIN,16,19
5176,2021,21,CIN,KC,27,24
5177,2021,21,KC,CIN,24,27
5178,2021,21,LA,SF,20,17
5179,2021,21,SF,LA,17,20
5180,2021,22,CIN,LA,20,23
5181,2021,22,CIN,LA,20,23
5182,2021,22,LA,CIN,23,20
5183,2021,22,LA,CIN,23,20
5184,2021,22,LA,CIN,23,20
5185,2022,1,ARI,KC,21,44
5186,2022,1,ARI,KC,21,44
5187,2022,1,ATL,NO,26,27
5188,2022,1,BAL,NYJ,24,9
5189,2022,1,BUF,LA,31,10
5190,2022,1,CAR,CLE,24,26
5191,2022,1,CHI,SF,19,10
5192,2022,1,CIN,PIT,20,23
5193,2022,1,CLE,CAR,26,24
5194,2022,1,DAL,TB,3,19
5195,2022,1,DAL,TB,3,19
5196,2022,1,DEN,SEA,16,17
5197,2022,1,DET,PHI,35,38
5198,2022,1,GB,MIN,7,23
5199,2022,1,GB,MIN,7,23
5200,2022,1,HOU,IND,20,20
5201,2022,1,IND,HOU,20,20
5202,2022,1,JAX,WAS,22,28
5203,2022,1,KC,ARI,44,21
5204,2022,1,LA,BUF,10,31
5205,2022,1,LAC,LV,24,19
5206,2022,1,LV,LAC,19,24
5207,2022,1,MIA,NE,20,7
5208,2022,1,MIN,GB,23,7
5209,2022,1,NE,MIA,7,20
5210,2022,1,NO,ATL,27,26
5211,2022,1,NYG,TEN,21,20
5212,2022,1,NYJ,BAL,9,24
5213,2022,1,PHI,DET,38,35
5214,2022,1,PIT,CIN,23,20
5215,2022,1,SEA,DEN,17,16
5216,2022,1,SF,CHI,10,19
5217,2022,1,TB,DAL,19,3
5218,2022,1,TEN,NYG,20,21
5219,2022,1,WAS,JAX,28,22
5220,2022,2,ARI,LV,29,23
5221,2022,2,ATL,LA,27,31
5222,2022,2,BAL,MIA,38,42
5223,2022,2,BUF,TEN,41,7
5224,2022,2,BUF,TEN,41,7
5225,2022,2,CAR,NYG,16,19
5226,2022,2,CHI,GB,10,27
5227,2022,2,CIN,DAL,17,20
5228,2022,2,CLE,NYJ,30,31
5229,2022,2,DAL,CIN,20,17
5230,2022,2,DEN,HOU,16,9
5231,2022,2,DET,WAS,36,27
5232,2022,2,GB,CHI,27,10
5233,2022,2,HOU,DEN,9,16
5234,2022,2,IND,JAX,0,24
5235,2022,2,JAX,IND,24,0
5236,2022,2,KC,LAC,27,24
5237,2022,2,LA,ATL,31,27
5238,2022,2,LAC,KC,24,27
5239,2022,2,LV,ARI,23,29
5240,2022,2,MIA,BAL,42,38
5241,2022,2,MIN,PHI,7,24
5242,2022,2,NE,PIT,17,14
5243,2022,2,NO,TB,10,20
5244,2022,2,NYG,CAR,19,16
5245,2022,2,NYJ,CLE,31,30
5246,2022,2,NYJ,CLE,31,30
5247,2022,2,PHI,MIN,24,7
5248,2022,2,PIT,NE,14,17
5249,2022,2,SEA,SF,7,27
5250,2022,2,SEA,SF,7,27
5251,2022,2,SF,SEA,27,7
5252,2022,2,SF,SEA,27,7
5253,2022,2,TB,NO,20,10
5254,2022,2,TEN,BUF,7,41
5255,2022,2,TEN,BUF,7,41
5256,2022,2,WAS,DET,27,36
5257,2022,3,ARI,LA,12,20
5258,2022,3,ATL,SEA,27,23
5259,2022,3,BAL,NE,37,26
5260,2022,3,BUF,MIA,19,21
5261,2022,3,CAR,NO,22,14
5262,2022,3,CHI,HOU,23,20
5263,2022,3,CIN,NYJ,27,12
5264,2022,3,CLE,PIT,29,17
5265,2022,3,DAL,NYG,23,16
5266,2022,3,DEN,SF,11,10
5267,2022,3,DET,MIN,24,28
5268,2022,3,GB,TB,14,12
5269,2022,3,HOU,CHI,20,23
5270,2022,3,IND,KC,20,17
5271,2022,3,JAX,LAC,38,10
5272,2022,3,KC,IND,17,20
5273,2022,3,KC,IND,17,20
5274,2022,3,LA,ARI,20,12
5275,2022,3,LAC,JAX,10,38
5276,2022,3,LV,TEN,22,24
5277,2022,3,LV,TEN,22,24
5278,2022,3,MIA,BUF,21,19
5279,2022,3,MIA,BUF,21,19
5280,2022,3,MIN,DET,28,24
5281,2022,3,NE,BAL,26,37
5282,2022,3,NO,CAR,14,22
5283,2022,3,NYG,DAL,16,23
5284,2022,3,NYJ,CIN,12,27
5285,2022,3,PHI,WAS,24,8
5286,2022,3,PIT,CLE,17,29
5287,2022,3,SEA,ATL,23,27
5288,2022,3,SF,DEN,10,11
5289,2022,3,TB,GB,12,14
5290,2022,3,TEN,LV,24,22
5291,2022,3,WAS,PHI,8,24
5292,2022,4,ARI,CAR,26,16
5293,2022,4,ATL,CLE,23,20
5294,2022,4,BAL,BUF,20,23
5295,2022,4,BUF,BAL,23,20
5296,2022,4,CAR,ARI,16,26
5297,2022,4,CHI,NYG,12,20
5298,2022,4,CIN,MIA,27,15
5299,2022,4,CIN,MIA,27,15
5300,2022,4,CLE,ATL,20,23
5301,2022,4,DAL,WAS,25,10
5302,2022,4,DEN,LV,23,32
5303,2022,4,DET,SEA,45,48
5304,2022,4,DET,SEA,45,48
5305,2022,4,GB,NE,27,24
5306,2022,4,HOU,LAC,24,34
5307,2022,4,IND,TEN,17,24
5308,2022,4,JAX,PHI,21,29
5309,2022,4,KC,TB,41,31
5310,2022,4,LA,SF,9,24
5311,2022,4,LAC,HOU,34,24
5312,2022,4,LV,DEN,32,23
5313,2022,4,MIA,CIN,15,27
5314,2022,4,MIA,CIN,15,27
5315,2022,4,MIN,NO,28,25
5316,2022,4,MIN,NO,28,25
5317,2022,4,NE,GB,24,27
5318,2022,4,NE,GB,24,27
5319,2022,4,NO,MIN,25,28
5320,2022,4,NYG,CHI,20,12
5321,2022,4,NYG,CHI,20,12
5322,2022,4,NYJ,PIT,24,20
5323,2022,4,NYJ,PIT,24,20
5324,2022,4,PHI,JAX,29,21
5325,2022,4,PIT,NYJ,20,24
5326,2022,4,PIT,NYJ,20,24
5327,2022,4,SEA,DET,48,45
5328,2022,4,SF,LA,24,9
5329,2022,4,TB,KC,31,41
5330,2022,4,TEN,IND,24,17
5331,2022,4,WAS,DAL,10,25
5332,2022,5,ARI,PHI,17,20
5333,2022,5,ATL,TB,15,21
5334,2022,5,BAL,CIN,19,17
5335,2022,5,BUF,PIT,38,3
5336,2022,5,BUF,PIT,38,3
5337,2022,5,CAR,SF,15,37
5338,2022,5,CAR,SF,15,37
5339,2022,5,CHI,MIN,22,29
5340,2022,5,CIN,BAL,17,19
5341,2022,5,CLE,LAC,28,30
5342,2022,5,DAL,LA,22,10
5343,2022,5,DEN,IND,9,12
5344,2022,5,DET,NE,0,29
5345,2022,5,GB,NYG,22,27
5346,2022,5,HOU,JAX,13,6
5347,2022,5,IND,DEN,12,9
5348,2022,5,JAX,HOU,6,13
5349,2022,5,KC,LV,30,29
5350,2022,5,LA,DAL,10,22
5351,2022,5,LA,DAL,10,22
5352,2022,5,LA,DAL,10,22
5353,2022,5,LAC,CLE,30,28
5354,2022,5,LV,KC,29,30
5355,2022,5,MIA,NYJ,17,40
5356,2022,5,MIA,NYJ,17,40
5357,2022,5,MIN,CHI,29,22
5358,2022,5,MIN,CHI,29,22
5359,2022,5,NE,DET,29,0
5360,2022,5,NO,SEA,39,32
5361,2022,5,NO,SEA,39,32
5362,2022,5,NYG,GB,27,22
5363,2022,5,NYJ,MIA,40,17
5364,2022,5,PHI,ARI,20,17
5365,2022,5,PIT,BUF,3,38
5366,2022,5,SEA,NO,32,39
5367,2022,5,SF,CAR,37,15
5368,2022,5,TB,ATL,21,15
5369,2022,5,TEN,WAS,21,17
5370,2022,5,WAS,TEN,17,21
5371,2022,6,ARI,SEA,9,19
5372,2022,6,ATL,SF,28,14
5373,2022,6,BAL,NYG,20,24
5374,2022,6,BUF,KC,24,20
5375,2022,6,CAR,LA,10,24
5376,2022,6,CAR,LA,10,24
5377,2022,6,CHI,WAS,7,12
5378,2022,6,CIN,NO,30,26
5379,2022,6,CLE,NE,15,38
