,season,week,team,opponent,score,opponent_score,total_rushes_allowed,total_rush_yards_allowed,rushing_epa_allowed,rush_tds_allowed,rushing_epa_standardized,rushing_epa_per_attempt,rushing_epa_per_attempt_allowed,rushing_epa_per_attempt_allowed_standardized,rushing_epa_allowed_standardized,rush_def_value
36,2014,2,ATL,CIN,10,24,44,171.0,0.9738471,2.0,0.3824059923579717,0.022132888636363635,0.022132888636363635,0.37115307417471416,0.3824059923579717,0.3824059923579717
37,2014,2,BAL,PIT,26,6,18,99.0,0.68987745,0.0,0.3286606996581255,0.038326525,0.038326525,0.4470408094362954,0.3286606996581255,0.3286606996581255
38,2014,2,BUF,MIA,29,10,21,80.0,-5.6493406,0.0,-0.8711264240200495,-0.2690162190476191,-0.2690162190476191,-0.993249948680756,-0.8711264240200495,-0.8711264240200495
39,2014,2,CAR,DET,24,7,18,70.0,-4.38752,0.0,-0.6323089395399456,-0.24375111111111114,-0.24375111111111114,-0.8748508578658966,-0.6323089395399456,-0.6323089395399456
40,2014,2,CHI,SF,28,20,27,127.0,-4.894932,1.0,-0.7283438730598282,-0.18129377777777778,-0.18129377777777778,-0.5821589960313501,-0.7283438730598282,-0.7283438730598282
41,2014,2,CIN,ATL,24,10,19,97.0,3.8573043,0.0,0.9281412538603149,0.20301601578947367,0.20301601578947367,1.218820056342254,0.9281412538603149,0.9281412538603149
43,2014,2,CLE,NO,26,24,27,174.0,7.643983,1.0,1.6448240229230402,0.2831104814814815,0.2831104814814815,1.59416426389787,1.6448240229230402,1.6448240229230402
45,2014,2,DAL,TEN,26,10,13,82.0,2.49238,0.0,0.6698099286055468,0.19172153846153844,0.19172153846153844,1.1658910979456723,0.6698099286055468,0.6698099286055468
46,2014,2,DEN,KC,24,17,31,133.0,-3.9450881,2.0,-0.548572413593426,-0.1272609064516129,-0.1272609064516129,-0.32894642891265036,-0.548572413593426,-0.548572413593426
47,2014,2,DET,CAR,7,24,23,63.0,-6.7290645,1.0,-1.0754795196431888,-0.29256802173913043,-0.29256802173913043,-1.1036200303259058,-1.0754795196431888,-1.0754795196431888
48,2014,2,GB,NYJ,31,24,36,148.0,1.9394511,2.0,0.5651602747685823,0.053873641666666666,0.053873641666666666,0.5198987795170797,0.5651602747685823,0.5651602747685823
49,2014,2,HOU,LV,30,14,17,101.0,3.4024422,1.0,0.842052135876873,0.2001436588235294,0.2001436588235294,1.2053594190824342,0.842052135876873,0.842052135876873
50,2014,2,IND,PHI,27,30,27,127.0,2.1192136,2.0,0.5991828830964656,0.07848939259259259,0.07848939259259259,0.6352548087364623,0.5991828830964656,0.5991828830964656
51,2014,2,JAX,WAS,10,41,41,192.0,1.7079042,3.0,0.5213367326603252,0.0416562,0.0416562,0.46264456199890797,0.5213367326603252,0.5213367326603252
52,2014,2,KC,DEN,17,24,18,89.0,1.6142023,0.0,0.5036023161759168,0.08967790555555556,0.08967790555555556,0.6876871896197788,0.5036023161759168,0.5036023161759168
53,2014,2,LA,TB,19,17,30,157.0,1.272596,2.0,0.4389484681974041,0.04241986666666667,0.04241986666666667,0.4662233093862601,0.4389484681974041,0.4389484681974041
54,2014,2,LAC,SEA,30,21,13,108.0,5.0651526,1.0,1.1567437133855198,0.3896271230769231,0.3896271230769231,2.0933298939535807,1.1567437133855198,1.1567437133855198
55,2014,2,LV,HOU,14,30,45,189.0,1.7701228,1.0,0.5331124871058256,0.039336062222222225,0.039336062222222225,0.45177177237361,0.5331124871058256,0.5331124871058256
56,2014,2,MIA,BUF,10,29,32,115.0,-11.031355,0.0,-1.889749150930432,-0.34472984375,-0.34472984375,-1.348064357136373,-1.889749150930432,-1.889749150930432
57,2014,2,MIN,NE,7,30,37,150.0,-3.830207,1.0,-0.5268295324609519,-0.10351910810810812,-0.10351910810810812,-0.2176859765431272,-0.5268295324609519,-0.5268295324609519
58,2014,2,NE,MIN,30,7,18,55.0,-2.5241969,0.0,-0.27964855698186336,-0.14023316111111112,-0.14023316111111112,-0.3897379031213966,-0.27964855698186336,-0.27964855698186336
59,2014,2,NO,CLE,24,26,31,122.0,0.6954638,1.0,0.3297179958018288,0.022434316129032256,0.022434316129032256,0.37256564447396856,0.3297179958018288,0.3297179958018288
60,2014,2,NYG,ARI,14,25,27,126.0,0.06527841,1.0,0.21044645308338442,0.002417718888888889,0.002417718888888889,0.27876248636374173,0.21044645308338442,0.21044645308338442
61,2014,2,NYJ,GB,24,31,20,82.0,-7.9958215,0.0,-1.3152312879908943,-0.399791075,-0.399791075,-1.6060960954344914,-1.3152312879908943,-1.3152312879908943
62,2014,2,PHI,IND,30,27,37,170.0,-6.972015,0.0,-1.1214613551459405,-0.18843283783783785,-0.18843283783783785,-0.615614551515536,-1.1214613551459405,-1.1214613551459405
63,2014,2,PIT,BAL,6,26,34,159.0,0.9418376,0.0,0.37634773948948474,0.027701105882352944,0.027701105882352944,0.3972472377556308,0.37634773948948474,0.37634773948948474
64,2014,2,SEA,LAC,21,30,37,101.0,-4.4835353,0.0,-0.6504811998577772,-0.12117662972972973,-0.12117662972972973,-0.30043387183403814,-0.6504811998577772,-0.6504811998577772
65,2014,2,SF,CHI,20,28,15,48.0,-4.763488,0.0,-0.7034662276718842,-0.31756586666666664,-0.31756586666666664,-1.2207666548006166,-0.7034662276718842,-0.7034662276718842
66,2014,2,TB,LA,17,19,29,119.0,-6.0229993,1.0,-0.9418466443018436,-0.20768963103448276,-0.20768963103448276,-0.7058570635294255,-0.9418466443018436,-0.9418466443018436
67,2014,2,TEN,DAL,10,26,43,220.0,-0.31219563,1.0,0.1390041254741014,-0.007260363488372093,-0.007260363488372093,0.23340838943375283,0.1390041254741014,0.1390041254741014
68,2014,2,WAS,JAX,41,10,10,25.0,-3.1424475,0.0,-0.39666127104780485,-0.31424474999999996,-0.31424474999999996,-1.205203008889759,-0.39666127104780485,-0.39666127104780485
70,2014,3,ARI,SF,23,14,23,82.0,-1.6960676,1.0,-0.12291331565653606,-0.07374206956521738,-0.07374206956521738,-0.07814276542773532,-0.12291331565653606,-0.12291331565653606
72,2014,3,ATL,TB,56,14,18,64.0,-12.065042,0.0,-2.08538910884504,-0.6702801111111111,-0.6702801111111111,-2.8736804663948203,-2.08538910884504,-2.08538910884504
74,2014,3,BAL,CLE,23,21,30,85.0,-4.7492023,2.0,-0.7007624558852789,-0.15830674333333333,-0.15830674333333333,-0.4744355702857858,-0.7007624558852789,-0.7007624558852789
75,2014,3,BUF,LAC,10,22,36,83.0,-5.0094876,0.0,-0.750025148690539,-0.13915243333333333,-0.13915243333333333,-0.3846733220941232,-0.750025148690539,-0.750025148690539
77,2014,3,CAR,PIT,19,37,32,266.0,13.761656,1.0,2.80268059677502,0.43005175,0.43005175,2.2827705678762955,2.80268059677502,2.80268059677502
79,2014,3,CHI,NYJ,27,19,26,114.0,-0.26659518,0.0,0.1476346588162903,-0.010253660769230769,-0.010253660769230769,0.2193809933314727,0.1476346588162903,0.1476346588162903
80,2014,3,CIN,TEN,33,7,27,150.0,5.7031426,1.0,1.2774923894837396,0.2112275037037037,0.2112275037037037,1.257301297179431,1.2774923894837396,1.2774923894837396
83,2014,3,CLE,BAL,21,23,32,161.0,1.1699749,1.0,0.4195259663325738,0.036561715625,0.036561715625,0.43877043806140786,0.4195259663325738,0.4195259663325738
84,2014,3,DAL,LA,34,31,29,122.0,-6.3243012,0.0,-0.9988723116804518,-0.21807935172413792,-0.21807935172413792,-0.7545460889856741,-0.9988723116804518,-0.9988723116804518
85,2014,3,DEN,SEA,20,26,36,130.0,1.2739044,1.0,0.439196101495429,0.03538623333333333,0.03538623333333333,0.4332618118979236,0.439196101495429,0.439196101495429
86,2014,3,DET,GB,19,7,22,76.0,-11.741176,0.0,-2.024092864807945,-0.5336898181818182,-0.5336898181818182,-2.233581617911576,-2.024092864807945,-2.024092864807945
87,2014,3,GB,DET,7,19,35,118.0,-2.5669446,1.0,-0.287739166836632,-0.07334127428571428,-0.07334127428571428,-0.07626453095451213,-0.287739166836632,-0.287739166836632
88,2014,3,HOU,NYG,17,30,41,194.0,-1.825929,1.0,-0.14749143149888683,-0.044534853658536586,-0.044534853658536586,0.05873010356117409,-0.14749143149888683,-0.14749143149888683
90,2014,3,IND,JAX,44,17,20,105.0,-0.8658555,0.0,0.034216125174390585,-0.043292775,-0.043292775,0.06455081821083407,0.034216125174390585,0.034216125174390585
92,2014,3,JAX,IND,17,44,28,145.0,-2.7727408,0.0,-0.3266890229410293,-0.09902645714285714,-0.09902645714285714,-0.19663220582617782,-0.3266890229410293,-0.3266890229410293
94,2014,3,KC,MIA,34,15,20,141.0,-1.320002,0.0,-0.05173755533727916,-0.06600009999999999,-0.06600009999999999,-0.041861813850500675,-0.05173755533727916,-0.05173755533727916
95,2014,3,LA,DAL,31,34,27,125.0,-3.2102904,1.0,-0.40950150421394216,-0.11889964444444444,-0.11889964444444444,-0.2897633063943777,-0.40950150421394216,-0.40950150421394216
96,2014,3,LAC,BUF,22,10,22,87.0,-3.3553154,0.0,-0.43694954689665555,-0.15251433636363634,-0.15251433636363634,-0.447290793363983,-0.43694954689665555,-0.43694954689665555
97,2014,3,LV,NE,9,16,29,83.0,-4.682076,0.0,-0.688057849455128,-0.16145089655172415,-0.16145089655172415,-0.48916991788388836,-0.688057849455128,-0.688057849455128
98,2014,3,MIA,KC,15,34,41,174.0,-0.58159745,2.0,0.08801600167364855,-0.014185303658536584,-0.014185303658536584,0.20095625734093825,0.08801600167364855,0.08801600167364855
99,2014,3,MIN,NO,9,20,30,110.0,-7.4160786,1.0,-1.2055067035109766,-0.24720261999999998,-0.24720261999999998,-0.8910255567989394,-1.2055067035109766,-1.2055067035109766
101,2014,3,NE,LV,16,9,22,67.0,-5.671562,0.0,-0.8753321398322862,-0.25779827272727274,-0.25779827272727274,-0.9406796351686704,-0.8753321398322862,-0.8753321398322862
102,2014,3,NO,MIN,20,9,20,62.0,-1.6793597,0.0,-0.11975110808998887,-0.083967985,-0.083967985,-0.12606415540439908,-0.11975110808998887,-0.11975110808998887
103,2014,3,NYG,HOU,30,17,25,119.0,-3.3719087,1.0,-0.44009006478424095,-0.134876348,-0.134876348,-0.3646344361734404,-0.44009006478424095,-0.44009006478424095
104,2014,3,NYJ,CHI,19,27,18,63.0,-1.5932924,0.0,-0.10346164817627812,-0.08851624444444445,-0.08851624444444445,-0.1473785224106915,-0.10346164817627812,-0.10346164817627812
105,2014,3,PHI,WAS,37,34,27,85.0,-1.6041733,1.0,-0.10552101316594431,-0.05941382592592593,-0.05941382592592593,-0.010996762167858552,-0.10552101316594431,-0.10552101316594431
106,2014,3,PIT,CAR,37,19,10,42.0,-1.184868,0.0,-0.02616152499847005,-0.1184868,-0.1184868,-0.28782860629362905,-0.02616152499847005,-0.02616152499847005
107,2014,3,SEA,DEN,26,20,19,37.0,-13.378544,0.0,-2.3339880328914417,-0.7041338947368421,-0.7041338947368421,-3.0323284014047323,-2.3339880328914417,-2.3339880328914417
109,2014,3,SF,ARI,14,23,24,90.0,-0.15191317,0.0,0.16933985933633416,-0.006329715416666666,-0.006329715416666666,0.237769656594591,0.16933985933633416,0.16933985933633416
110,2014,3,TB,ATL,14,56,36,144.0,-12.540653,3.0,-2.175405251085123,-0.34835147222222224,-0.34835147222222224,-1.3650362821904005,-2.175405251085123,-2.175405251085123
112,2014,3,TEN,CIN,7,33,30,117.0,3.592825,3.0,0.8780847869401689,0.11976083333333333,0.11976083333333333,0.8286638799584415,0.8780847869401689,0.8780847869401689
113,2014,3,WAS,PHI,34,37,23,56.0,-11.139548,0.0,-1.9102262140710686,-0.48432817391304345,-0.48432817391304345,-2.0022596771054437,-1.9102262140710686,-1.9102262140710686
114,2014,4,ATL,MIN,28,41,44,241.0,7.271222,4.0,1.5742737051264468,0.16525504545454545,0.16525504545454545,1.0418619935792603,1.5742737051264468,1.5742737051264468
115,2014,4,BAL,CAR,38,10,26,67.0,-13.087623,0.0,-2.2789270983953362,-0.5033701153846154,-0.5033701153846154,-2.0914953361514943,-2.2789270983953362,-2.2789270983953362
116,2014,4,BUF,HOU,17,23,21,39.0,-6.6071725,0.0,-1.0524097260304923,-0.3146272619047619,-0.3146272619047619,-1.2069955625516506,-1.0524097260304923,-1.0524097260304923
117,2014,4,CAR,BAL,10,38,30,127.0,-2.1508691,2.0,-0.20899096422858976,-0.07169563666666666,-0.07169563666666666,-0.06855263047913664,-0.20899096422858976,-0.20899096422858976
119,2014,4,CHI,GB,17,38,18,56.0,1.7229321,1.0,0.5241809763468038,0.09571845,0.09571845,0.7159948054845627,0.5241809763468038,0.5241809763468038
121,2014,4,DAL,NO,38,17,13,104.0,2.8869352,0.0,0.7444851085420165,0.22207193846153844,0.22207193846153844,1.308121235054043,0.7444851085420165,0.7444851085420165
122,2014,4,DET,NYJ,24,17,27,132.0,-1.1796992,1.0,-0.02518325612745877,-0.043692562962962964,-0.043692562962962964,0.06267730429383465,-0.02518325612745877,-0.02518325612745877
123,2014,4,GB,CHI,38,17,41,235.0,6.352316,0.0,1.4003576829964595,0.15493453658536585,0.15493453658536585,0.9934973133282069,1.4003576829964595,1.4003576829964595
124,2014,4,HOU,BUF,23,17,23,96.0,-1.8169904,0.0,-0.1457996743927072,-0.07899958260869565,-0.07899958260869565,-0.10278088555211463,-0.1457996743927072,-0.1457996743927072
125,2014,4,IND,TEN,41,17,16,85.0,2.5856962,1.0,0.6874713458824896,0.1616060125,0.1616060125,1.0247616437506597,0.6874713458824896,0.6874713458824896
126,2014,4,JAX,LAC,14,33,20,42.0,-6.621519,0.0,-1.0551250050813288,-0.33107595,-0.33107595,-1.2840785388234144,-1.0551250050813288,-1.0551250050813288
127,2014,4,KC,NE,41,14,16,75.0,-2.1308522,0.0,-0.2052024813768359,-0.1331782625,-0.1331782625,-0.35667675082211925,-0.2052024813768359,-0.2052024813768359
128,2014,4,LAC,JAX,33,14,25,85.0,-8.540484,1.0,-1.4183164081265494,-0.34161936,-0.34161936,-1.3334877937225182,-1.4183164081265494,-1.4183164081265494
129,2014,4,LV,MIA,14,38,35,157.0,-8.065669,2.0,-1.3284509202010706,-0.2304476857142857,-0.2304476857142857,-0.8125074285140111,-1.3284509202010706,-1.3284509202010706
131,2014,4,MIA,LV,38,14,18,53.0,-13.40277,0.0,-2.3385731477477174,-0.7445983333333334,-0.7445983333333334,-3.221955643536375,-2.3385731477477174,-2.3385731477477174
132,2014,4,MIN,ATL,41,28,22,123.0,4.5525775,1.0,1.0597315898006474,0.2069353409090909,0.2069353409090909,1.2371870679511765,1.0597315898006474,1.0597315898006474
133,2014,4,NE,KC,14,41,36,209.0,-0.297066,1.0,0.14186762300910338,-0.008251833333333333,-0.008251833333333333,0.2287620950854855,0.14186762300910338,0.14186762300910338
135,2014,4,NO,DAL,17,38,32,193.0,5.679905,2.0,1.273094343376904,0.17749703125,0.17749703125,1.09923123148605,1.273094343376904,1.273094343376904
136,2014,4,NYG,WAS,45,14,17,86.0,0.09499589,1.0,0.21607090858735054,0.005587993529411765,0.005587993529411765,0.2936192459712843,0.21607090858735054,0.21607090858735054
137,2014,4,NYJ,DET,17,24,24,91.0,-1.8682306,1.0,-0.1554976105876444,-0.07784294166666667,-0.07784294166666667,-0.09736055502039388,-0.1554976105876444,-0.1554976105876444
138,2014,4,PHI,SF,21,26,40,220.0,3.6431165,0.0,0.8876031681749745,0.0910779125,0.0910779125,0.6942479986918504,0.8876031681749745,0.8876031681749745
139,2014,4,PIT,TB,24,27,19,63.0,1.7649052,1.0,0.5321249821411551,0.09288974736842105,0.09288974736842105,0.7027387441763664,0.5321249821411551,0.5321249821411551
141,2014,4,SF,PHI,26,21,12,22.0,-3.4959946,0.0,-0.4635750851567485,-0.29133288333333335,-0.29133288333333335,-1.097831839567157,-0.4635750851567485,-0.4635750851567485
142,2014,4,TB,PIT,27,24,27,85.0,-3.6494663,0.0,-0.49262178587861427,-0.13516541851851852,-0.13516541851851852,-0.3659890983684321,-0.49262178587861427,-0.49262178587861427
144,2014,4,TEN,IND,17,41,37,108.0,-6.1816354,1.0,-0.9718707811321776,-0.16707122702702704,-0.16707122702702704,-0.515508298073167,-0.9718707811321776,-0.9718707811321776
146,2014,4,WAS,NYG,14,45,38,154.0,1.455212,2.0,0.47351114196086824,0.038295052631578945,0.038295052631578945,0.4468933214534138,0.47351114196086824,0.47351114196086824
147,2014,5,ARI,DEN,20,41,26,94.0,-1.2680042,1.0,-0.04189623257356813,-0.04876939230769231,-0.04876939230769231,0.038885916576484804,-0.04189623257356813,-0.04189623257356813
149,2014,5,ATL,NYG,20,30,32,127.0,0.68614,1.0,0.3279533341202906,0.021441875,0.021441875,0.36791479842731856,0.3279533341202906,0.3279533341202906
150,2014,5,BAL,IND,13,20,29,128.0,-9.580059,1.0,-1.6150707537351123,-0.3303468620689655,-0.3303468620689655,-1.2806618366911495,-1.6150707537351123,-1.6150707537351123
151,2014,5,BUF,DET,17,14,19,70.0,-1.8757483,0.0,-0.1569204421716874,-0.0987235947368421,-0.0987235947368421,-0.19521291113706365,-0.1569204421716874,-0.1569204421716874
152,2014,5,CAR,CHI,31,24,21,86.0,-6.499354,1.0,-1.032003542338121,-0.3094930476190476,-0.3094930476190476,-1.1829352535672253,-1.032003542338121,-1.032003542338121
153,2014,5,CHI,CAR,24,31,24,93.0,-0.54283535,1.0,0.09535228007579716,-0.022618139583333335,-0.022618139583333335,0.16143772019492908,0.09535228007579716,0.09535228007579716
154,2014,5,CIN,NE,17,43,43,224.0,4.9884706,1.0,1.1422305549025284,0.11601094418604652,0.11601094418604652,0.811090890885487,1.1422305549025284,1.1422305549025284
156,2014,5,CLE,TEN,29,28,29,150.0,-0.505542,1.0,0.10241057666315362,-0.01743248275862069,-0.01743248275862069,0.18573910275251773,0.10241057666315362,0.10241057666315362
157,2014,5,DAL,HOU,20,17,30,177.0,5.5933228,2.0,1.2567074313192366,0.18644409333333334,0.18644409333333334,1.1411595707115496,1.2567074313192366,1.2567074313192366
158,2014,5,DEN,ARI,41,20,19,37.0,-7.2153125,1.0,-1.1675088653310635,-0.3797532894736842,-0.3797532894736842,-1.5121936433166931,-1.1675088653310635,-1.1675088653310635
159,2014,5,DET,BUF,14,17,23,51.0,-9.611584,0.0,-1.6210373080917577,-0.41789495652173914,-0.41789495652173914,-1.690935753265382,-1.6210373080917577,-1.6210373080917577
160,2014,5,GB,MIN,42,10,25,111.0,-1.3242906,1.0,-0.0525492338468402,-0.052971624,-0.052971624,0.01919312868050769,-0.0525492338468402,-0.0525492338468402
162,2014,5,HOU,DAL,17,20,33,140.0,-4.2913013,0.0,-0.6140981828809199,-0.13003943333333332,-0.13003943333333332,-0.34196735316229415,-0.6140981828809199,-0.6140981828809199
163,2014,5,IND,BAL,20,13,15,90.0,0.5681601,1.0,0.3056239610404612,0.037877339999999995,0.037877339999999995,0.44493580771845903,0.3056239610404612,0.3056239610404612
164,2014,5,JAX,PIT,9,17,25,113.0,-0.7065279,0.0,0.06437113820893146,-0.028261116,-0.028261116,0.13499321503381745,0.06437113820893146,0.06437113820893146
165,2014,5,KC,SF,17,22,37,174.0,1.5860767,0.0,0.4982791465894529,0.042866937837837835,0.042866937837837835,0.46831840513369266,0.4982791465894529,0.4982791465894529
166,2014,5,LA,PHI,28,34,32,146.0,-6.7247624,0.0,-1.0746652860667345,-0.210148825,-0.210148825,-0.717381507849487,-1.0746652860667345,-1.0746652860667345
167,2014,5,LAC,NYJ,31,0,21,91.0,-5.7056723,0.0,-0.8817879989622304,-0.2716986809523809,-0.2716986809523809,-1.0058206866117967,-0.8817879989622304,-0.8817879989622304
168,2014,5,MIN,GB,10,42,27,157.0,2.0808043,2.0,0.5919133771091314,0.07706682592592592,0.07706682592592592,0.6285882787386435,0.5919133771091314,0.5919133771091314
169,2014,5,NE,CIN,43,17,18,79.0,-2.3088884,0.0,-0.23889836289152713,-0.12827157777777776,-0.12827157777777776,-0.33368270656605614,-0.23889836289152713,-0.23889836289152713
170,2014,5,NO,TB,37,31,21,66.0,-5.1573787,1.0,-0.7780156415379339,-0.24558946190476189,-0.24558946190476189,-0.8834658641074692,-0.7780156415379339,-0.7780156415379339
171,2014,5,NYG,ATL,30,20,21,90.0,-2.9716089,1.0,-0.3643276376421507,-0.14150518571428572,-0.14150518571428572,-0.39569895252156084,-0.3643276376421507,-0.3643276376421507
172,2014,5,NYJ,LAC,0,31,40,162.0,-3.5542426,1.0,-0.4745993471128436,-0.088856065,-0.088856065,-0.14897101292840817,-0.4745993471128436,-0.4745993471128436
174,2014,5,PHI,LA,34,28,23,125.0,-3.0246968,1.0,-0.37437527732589915,-0.13150855652173912,-0.13150855652173912,-0.34885205954231036,-0.37437527732589915,-0.37437527732589915
175,2014,5,PIT,JAX,17,9,15,56.0,0.01456967,0.0,0.2008491032477932,0.0009713113333333334,0.0009713113333333334,0.2719842315486075,0.2008491032477932,0.2008491032477932
176,2014,5,SEA,WAS,27,17,17,32.0,-8.866489,0.0,-1.4800174883180888,-0.5215581764705882,-0.5215581764705882,-2.1767294820603893,-1.4800174883180888,-1.4800174883180888
177,2014,5,SF,KC,22,17,20,107.0,3.0536633,1.0,0.7760407713946814,0.152683165,0.152683165,0.9829467805751468,0.7760407713946814,0.7760407713946814
