,season,week,team,opponent,score,opponent_score,total_rushes,total_rush_yards,rushing_epa,rush_tds,rushing_epa_standardized,rushing_epa_per_attempt,rushing_epa_per_attempt_standardized,rush_discrepancy,rush_discrepancy_abs,rushing_value
3424,2019,8,IND,DEN,15,13,31,127.0,-0.802396,1.0,0.04622673758344861,-0.02588374193548387,0.1461342292924108,-0.09990749170896218,0.09990749170896218,0.04622673758344861
3425,2019,8,JAX,NYJ,29,15,30,115.0,-4.411463,0.0,-0.6368404926235672,-0.1470487666666667,-0.42167766380472343,-0.2151628288188438,0.2151628288188438,-0.6368404926235672
3426,2019,8,KC,GB,24,31,20,88.0,-2.2641232,1.0,-0.23042591248435462,-0.11320615999999999,-0.2630821070310181,0.032656194546663464,0.032656194546663464,-0.23042591248435462
3427,2019,8,LA,CIN,24,10,26,98.0,-1.7984897,1.0,-0.14229815394271536,-0.06917268076923076,-0.05672938059739938,-0.08556877334531598,0.08556877334531598,-0.14229815394271536
3428,2019,8,LAC,CHI,17,16,12,36.0,-2.696679,1.0,-0.31229324612376336,-0.22472325,-0.7856811831758637,0.4733879370521003,0.4733879370521003,-0.31229324612376336
3429,2019,8,LV,HOU,24,27,23,93.0,-2.6534383,0.0,-0.30410932901133164,-0.11536688260869565,-0.2732078342994541,-0.03090149471187753,0.03090149471187753,-0.30410932901133164
3430,2019,8,MIA,PIT,14,27,18,61.0,-5.7578983,0.0,-0.8916725118196508,-0.31988323888888887,-1.2316264842887878,0.33995397246913706,0.33995397246913706,-0.8916725118196508
3431,2019,8,MIN,WAS,19,9,38,161.0,-3.99145,1.0,-0.557347062171614,-0.10503815789473685,-0.2248046523901225,-0.3325424097814915,0.3325424097814915,-0.557347062171614
3432,2019,8,NE,CLE,27,13,27,79.0,-7.20928,0.0,-1.1663671289581385,-0.26701037037037034,-0.9838500023082623,-0.1825171266498763,0.1825171266498763,-1.1663671289581385
3433,2019,8,NO,ARI,31,9,27,139.0,2.2206495,1.0,0.6183810690144758,0.08224627777777778,0.6528605831245854,-0.03447951411010963,0.03447951411010963,0.6183810690144758
3434,2019,8,NYG,DET,26,31,23,81.0,-2.36918,0.0,-0.2503094051960202,-0.10300782608695652,-0.21528997148324544,-0.035019433712774745,0.035019433712774745,-0.2503094051960202
3435,2019,8,NYJ,JAX,15,29,13,47.0,-1.0898979,0.0,-0.008187083637452637,-0.0838383,-0.12545641661575394,0.1172693329783013,0.1172693329783013,-0.008187083637452637
3436,2019,8,PHI,BUF,31,13,38,222.0,6.118745,3.0,1.3561510511919839,0.1610196052631579,1.0220135817252036,0.33413746946678025,0.33413746946678025,1.3561510511919839
3437,2019,8,PIT,MIA,27,14,29,158.0,0.021517113,1.0,0.20216400558876688,0.0007419694137931035,0.2709094736323723,-0.0687454680436054,0.0687454680436054,0.20216400558876688
3438,2019,8,SEA,ATL,27,20,31,153.0,2.5868337,1.0,0.6876866339262859,0.08344624838709677,0.658483968130696,0.029202665795589944,0.029202665795589944,0.6876866339262859
3439,2019,8,SF,CAR,51,13,35,235.0,7.126991,5.0,1.5469759382299086,0.2036283142857143,1.221689451772678,0.3252864864572307,0.3252864864572307,1.5469759382299086
3441,2019,8,TB,TEN,23,27,30,106.0,-8.83461,0.0,-1.4739839344295715,-0.294487,-1.1126128785635387,-0.3613710558660328,0.3613710558660328,-1.4739839344295715
3442,2019,8,TEN,TB,27,23,19,74.0,-13.355721,0.0,-2.329668455727866,-0.7029326842105263,-3.026699205814101,0.6970307500862352,0.6970307500862352,-2.329668455727866
3443,2019,8,WAS,MIN,9,19,16,85.0,-2.2560704,0.0,-0.22890180561922552,-0.1410044,-0.3933521359786233,0.16445033035939777,0.16445033035939777,-0.22890180561922552
3445,2019,9,ARI,SF,25,28,23,153.0,5.305943,1.0,1.2023167192589046,0.23069317391304348,1.3485226630520626,-0.146205943793158,0.146205943793158,1.2023167192589046
3446,2019,9,BAL,NE,37,20,38,213.0,-0.9841433,3.0,0.011828477642969926,-0.025898507894736845,0.14606503203606203,-0.1342365543930921,0.1342365543930921,0.011828477642969926
3447,2019,9,BUF,WAS,24,9,36,125.0,-2.4283228,2.0,-0.2615030207710947,-0.06745341111111111,-0.04867242058367239,-0.21283060018742234,0.21283060018742234,-0.2615030207710947
3448,2019,9,CAR,TEN,30,20,31,158.0,1.4781145,2.0,0.4778457656294828,0.047681112903225804,0.4908789242574546,-0.01303315862797183,0.01303315862797183,0.4778457656294828
3449,2019,9,CHI,PHI,14,22,18,62.0,1.7527486,2.0,0.5298241727932724,0.09737492222222223,0.7237574798243694,-0.193933307031097,0.193933307031097,0.5298241727932724
3450,2019,9,CLE,DEN,19,24,29,90.0,-9.312329,0.0,-1.5643990456334549,-0.32111479310344826,-1.2373978785634325,-0.32700116707002236,0.32700116707002236,-1.5643990456334549
3451,2019,9,DAL,NYG,37,18,30,172.0,2.3646233,0.0,0.6456301571550891,0.07882077666666666,0.6368077636329738,0.008822393522115335,0.008822393522115335,0.6456301571550891
3452,2019,9,DEN,CLE,24,19,17,130.0,3.0765872,1.0,0.7803794453174826,0.18097571764705883,1.1155332915317395,-0.3351538462142569,0.3351538462142569,0.7803794453174826
3453,2019,9,DET,LV,24,31,19,90.0,-4.3482385,0.0,-0.6248743573048757,-0.22885465789473683,-0.8050420717084373,0.1801677144035616,0.1801677144035616,-0.6248743573048757
3454,2019,9,GB,LAC,11,26,12,47.0,0.10211194,0.0,0.21741772219970915,0.008509328333333333,0.3073094065524041,-0.08989168435269493,0.08989168435269493,0.21741772219970915
3455,2019,9,HOU,JAX,26,3,34,216.0,-1.1314172,1.0,-0.016045201331342546,-0.033276976470588235,0.11148754385820776,-0.12753274518955032,0.12753274518955032,-0.016045201331342546
3456,2019,9,IND,PIT,24,26,29,139.0,2.237552,0.0,0.621580107397131,0.07715696551724138,0.6290106971064966,-0.007430589709365609,0.007430589709365609,0.621580107397131
3458,2019,9,JAX,HOU,3,26,15,74.0,-2.2626987,0.0,-0.23015630561104644,-0.15084658,-0.43947523850265147,0.20931893289160503,0.20931893289160503,-0.23015630561104644
3459,2019,9,KC,MIN,26,23,18,147.0,5.429378,1.0,1.2256785475543068,0.3016321111111111,1.680961601715252,-0.45528305416094517,0.45528305416094517,1.2256785475543068
3460,2019,9,LAC,GB,26,11,36,160.0,6.9577985,2.0,1.5149538526474575,0.19327218055555556,1.1731578238418074,0.3417960288056501,0.3417960288056501,1.5149538526474575
3461,2019,9,LV,DET,31,24,36,171.0,3.3528707,2.0,0.8326700248763824,0.09313529722222222,0.7038894568316552,0.12878056804472726,0.12878056804472726,0.8326700248763824
3462,2019,9,MIA,NYJ,26,18,22,57.0,-6.3385406,0.0,-1.001567320533934,-0.2881154818181818,-1.0827542307503806,0.08118691021644664,0.08118691021644664,-1.001567320533934
3463,2019,9,MIN,KC,23,26,27,96.0,-6.686593,0.0,-1.0674411845644174,-0.2476515925925926,-0.8931295631185379,-0.17431162144587953,0.17431162144587953,-1.0674411845644174
3464,2019,9,NE,BAL,20,37,17,74.0,1.3043957,1.0,0.4449670134337252,0.0767291588235294,0.627005879881599,-0.18203886644787376,0.18203886644787376,0.4449670134337252
3465,2019,9,NYG,DAL,18,37,22,100.0,-3.5400949,0.0,-0.47192169378781545,-0.16091340454545455,-0.4866510857845954,0.014729391996779972,0.014729391996779972,-0.47192169378781545
3466,2019,9,NYJ,MIA,18,26,21,83.0,-3.0973656,0.0,-0.3881288806639551,-0.1474936,-0.42376227244218356,0.03563339177822844,0.03563339177822844,-0.3881288806639551
3467,2019,9,PHI,CHI,22,14,34,147.0,-1.6002774,1.0,-0.10478365871334942,-0.04706698235294118,0.04686386748582724,-0.15164752619917665,0.15164752619917665,-0.10478365871334942
3468,2019,9,PIT,IND,26,24,23,92.0,-6.5077367,0.0,-1.0335900874675565,-0.28294507391304347,-1.058524308731098,0.0249342212635415,0.0249342212635415,-1.0335900874675565
3469,2019,9,SEA,TB,40,34,22,145.0,-2.042848,0.0,-0.18854643560639608,-0.09285672727272729,-0.16771919231234675,-0.020827243294049336,0.020827243294049336,-0.18854643560639608
3470,2019,9,SF,ARI,28,25,29,103.0,-7.058937,0.0,-1.1379125791836364,-0.2434116206896552,-0.8732599144453597,-0.26465266473827675,0.26465266473827675,-1.1379125791836364
3471,2019,9,TB,SEA,34,40,26,99.0,1.806911,2.0,0.5400751768753148,0.06949657692307692,0.5931120559007329,-0.05303687902541809,0.05303687902541809,0.5400751768753148
3472,2019,9,TEN,CAR,20,30,21,121.0,-0.4794974,2.0,0.10733988741960379,-0.022833209523809524,0.16042984461102178,-0.053089957191417986,0.053089957191417986,0.10733988741960379
3473,2019,9,WAS,BUF,9,24,23,127.0,-0.27956128,0.0,0.1451806400869102,-0.012154838260869567,0.2104715642859531,-0.0652909241990429,0.0652909241990429,0.1451806400869102
3474,2019,10,ARI,TB,27,30,17,76.0,-1.4748368,0.0,-0.08104224210969366,-0.08675510588235294,-0.13912535345235444,0.05808311134266078,0.05808311134266078,-0.08104224210969366
3476,2019,10,ATL,NO,26,9,34,143.0,0.92610645,0.0,0.373370395744281,0.027238425,0.3950789907033849,-0.021708594959103933,0.021708594959103933,0.373370395744281
3477,2019,10,BAL,CIN,49,13,22,137.0,4.084953,2.0,0.9712270062082838,0.1856796818181818,1.137577332763871,-0.16635032655558712,0.16635032655558712,0.9712270062082838
3479,2019,10,BUF,CLE,16,19,20,84.0,4.625811,2.0,1.0735920706405335,0.23129054999999998,1.3513221280592156,-0.27773005741868206,0.27773005741868206,1.0735920706405335
3480,2019,10,CAR,GB,16,24,23,120.0,-3.3383315,1.0,-0.4337351024069543,-0.14514484782608694,-0.4127553880607837,-0.020979714346170575,0.020979714346170575,-0.4337351024069543
3481,2019,10,CHI,DET,20,13,24,81.0,-2.436982,0.0,-0.2631418974557915,-0.10154091666666666,-0.20841563941601116,-0.05472625803978032,0.05472625803978032,-0.2631418974557915
3482,2019,10,CIN,BAL,13,49,40,157.0,-2.253862,0.0,-0.22848383452830665,-0.056346549999999995,0.0033773177616859846,-0.23186115228999263,0.23186115228999263,-0.22848383452830665
3483,2019,10,CLE,BUF,19,16,25,148.0,-2.014146,0.0,-0.18311417412679437,-0.08056584000000001,-0.11012078893105594,-0.07299338519573843,0.07299338519573843,-0.18311417412679437
3484,2019,10,DAL,MIN,24,28,22,50.0,-8.395194,0.0,-1.3908182104270397,-0.3815997272727273,-1.520846547440526,0.13002833701348626,0.13002833701348626,-1.3908182104270397
3486,2019,10,DET,CHI,13,20,27,98.0,-0.7659018,0.0,0.05313378367392598,-0.02836673333333333,0.13449826380414592,-0.08136448013021993,0.08136448013021993,0.05313378367392598
3487,2019,10,GB,CAR,24,16,27,163.0,6.598666,3.0,1.4469829221958141,0.24439503703703702,1.4127332787528684,0.03424964344294579,0.03424964344294579,1.4469829221958141
3488,2019,10,IND,MIA,12,16,28,110.0,-5.964836,0.0,-0.9308384130247022,-0.21302985714285713,-0.7308827993215001,-0.19995561370320203,0.19995561370320203,-0.9308384130247022
3489,2019,10,KC,TEN,32,35,25,97.0,-10.989836,0.0,-1.8818910900158066,-0.43959344,-1.7926206826289737,-0.0892704073868329,0.0892704073868329,-1.8818910900158066
3491,2019,10,LA,PIT,12,17,23,88.0,-7.2183733,0.0,-1.1680881652382744,-0.31384231739130436,-1.2033171014515816,0.03522893621330714,0.03522893621330714,-1.1680881652382744
3493,2019,10,LAC,LV,24,26,30,146.0,3.2992406,1.0,0.8225197661356262,0.10997468666666667,0.7828033647045195,0.03971640143110666,0.03971640143110666,0.8225197661356262
3494,2019,10,LV,LAC,26,24,21,78.0,-1.8754802,1.0,-0.15686970043582654,-0.08930858095238095,-0.151091624384958,-0.0057780760508685525,0.0057780760508685525,-0.15686970043582654
3495,2019,10,MIA,IND,16,12,25,71.0,-7.156193,1.0,-1.156319659612183,-0.28624772,-1.074001396537791,-0.08231826307439194,0.08231826307439194,-1.156319659612183
3496,2019,10,MIN,DAL,28,24,36,153.0,4.8110437,1.0,1.1086499920736261,0.13364010277777777,0.8937058693901243,0.21494412268350183,0.21494412268350183,1.1086499920736261
3497,2019,10,NO,ATL,9,26,11,52.0,0.4435889,0.0,0.2820470907447408,0.040326263636363636,0.45641212251391233,-0.1743650317691715,0.1743650317691715,0.2820470907447408
3499,2019,10,NYG,NYJ,27,34,17,23.0,-8.646174,0.0,-1.4383197429387269,-0.5085984705882353,-2.115996814796326,0.6776770718575991,0.6776770718575991,-1.4383197429387269
3501,2019,10,NYJ,NYG,34,27,28,77.0,-4.129775,2.0,-0.5835270346183393,-0.1474919642857143,-0.423754607045117,-0.1597724275732223,0.1597724275732223,-0.5835270346183393
3502,2019,10,PIT,LA,17,12,26,43.0,-20.34705,0.0,-3.6528768460115555,-0.7825788461538461,-3.39994254143254,-0.25293430457901556,0.25293430457901556,-3.6528768460115555
3503,2019,10,SEA,SF,27,24,34,147.0,-2.2022052,1.0,-0.21870705086168096,-0.06477074117647058,-0.03610070776867073,-0.18260634309301024,0.18260634309301024,-0.21870705086168096
3504,2019,10,SF,SEA,24,27,26,88.0,-6.691724,0.0,-1.0684122992481269,-0.257374,-0.9386913790609634,-0.1297209201871634,0.1297209201871634,-1.0684122992481269
3505,2019,10,TB,ARI,30,27,26,118.0,4.165623,2.0,0.9864949503780096,0.16021626923076923,1.0182489330210438,-0.031753982643034195,0.031753982643034195,0.9864949503780096
3506,2019,10,TEN,KC,35,32,27,227.0,10.948599,2.0,2.2702695738141117,0.40550366666666665,2.16773164719493,0.10253792661918171,0.10253792661918171,2.2702695738141117
3507,2019,11,ARI,SF,26,36,25,135.0,2.5135574,1.0,0.6738180525780265,0.10054229599999999,0.7386006452089043,-0.06478259263087782,0.06478259263087782,0.6738180525780265
3508,2019,11,ATL,CAR,29,3,24,56.0,-2.878426,1.0,-0.3466914492849778,-0.11993441666666667,-0.2946125273286192,-0.052078921956358604,0.052078921956358604,-0.3466914492849778
3510,2019,11,BAL,HOU,41,7,35,258.0,7.2994013,1.0,1.5796070382012202,0.20855432285714287,1.2447740527832512,0.334832985417969,0.334832985417969,1.5796070382012202
3513,2019,11,BUF,MIA,37,20,33,169.0,6.033644,1.0,1.340044477288577,0.18283769696969696,1.1242590274150153,0.21578544987356163,0.21578544987356163,1.340044477288577
3514,2019,11,CAR,ATL,3,29,15,77.0,-2.512421,0.0,-0.2774198005203749,-0.1674947333333333,-0.5174929625260968,0.24007316200572187,0.24007316200572187,-0.2774198005203749
3515,2019,11,CHI,LA,7,17,24,74.0,-4.5277696,0.0,-0.6588531698935639,-0.18865706666666668,-0.6166653481135371,-0.04218782178002678,0.04218782178002678,-0.6588531698935639
3517,2019,11,CIN,LV,10,17,22,173.0,7.602247,1.0,1.6369248916739056,0.34555668181818183,1.886803953515986,-0.2498790618420803,0.2498790618420803,1.6369248916739056
3518,2019,11,CLE,PIT,21,7,34,105.0,-8.296271,1.0,-1.372095626553211,-0.2440079705882353,-0.8760545704577883,-0.4960410560954226,0.4960410560954226,-1.372095626553211
3519,2019,11,DAL,DET,35,27,22,80.0,-2.4085069,1.0,-0.25775258002642043,-0.10947758636363636,-0.24560900817503414,-0.012143571851386287,0.012143571851386287,-0.25775258002642043
3520,2019,11,DEN,MIN,23,27,33,124.0,-0.713744,1.0,0.06300538871192927,-0.021628606060606063,0.16607494041643608,-0.10306955170450681,0.10306955170450681,0.06300538871192927
3522,2019,11,DET,DAL,27,35,27,122.0,-0.5068403,2.0,0.10216485493369333,-0.018771862962962963,0.1794624068900631,-0.07729755195636977,0.07729755195636977,0.10216485493369333
3523,2019,11,HOU,BAL,7,41,20,122.0,-0.980878,1.0,0.012446482082010537,-0.0490439,0.03759949970177385,-0.02515301761976331,0.02515301761976331,0.012446482082010537
3525,2019,11,IND,JAX,33,13,34,266.0,13.52278,3.0,2.757469918313542,0.39772882352941175,2.1312966412178147,0.6261732770957273,0.6261732770957273,2.757469918313542
3526,2019,11,JAX,IND,13,33,9,29.0,-2.159581,0.0,-0.21063981513738167,-0.23995344444444447,-0.8570539704874142,0.6464141553500324,0.6464141553500324,-0.21063981513738167
3527,2019,11,KC,LAC,24,17,26,131.0,4.857149,2.0,1.1173760754544175,0.18681342307692306,1.1428903492208595,-0.025514273766441997,0.025514273766441997,1.1173760754544175
3528,2019,11,LA,CHI,17,7,32,112.0,-10.930438,2.0,-1.8706491742132358,-0.3415761875,-1.3332854757763195,-0.5373636984369163,0.5373636984369163,-1.8706491742132358
3529,2019,11,LAC,KC,17,24,19,93.0,-0.2937746,0.0,0.14249056724413783,-0.015461821052631579,0.1949741535141895,-0.052483586270051674,0.052483586270051674,0.14249056724413783
3530,2019,11,LV,CIN,17,10,31,116.0,-4.7814856,1.0,-0.7068725292956485,-0.15424147096774193,-0.455384610629869,-0.25148791866577946,0.25148791866577946,-0.7068725292956485
3531,2019,11,MIA,BUF,20,37,13,23.0,-3.7823875,2.0,-0.5177790123639616,-0.2909528846153846,-1.0960510633745908,0.5782720510106292,0.5782720510106292,-0.5177790123639616
3532,2019,11,MIN,DEN,27,23,18,37.0,-3.4012415,1.0,-0.44564171413023995,-0.1889578611111111,-0.6180749517785552,0.17243323764831525,0.17243323764831525,-0.44564171413023995
3533,2019,11,NE,PHI,17,10,22,77.0,-3.329929,0.0,-0.4321448098460752,-0.1513604090909091,-0.4418831798164486,0.009738369970373417,0.009738369970373417,-0.4321448098460752
3535,2019,11,NO,TB,34,17,26,111.0,2.4884295,0.0,0.6690622403268496,0.09570882692307693,0.7159497091579846,-0.04688746883113504,0.04688746883113504,0.6690622403268496
3536,2019,11,NYJ,WAS,34,17,31,118.0,0.9186756,1.0,0.37196400175725225,0.029634696774193548,0.406308564712046,-0.03434456295479377,0.03434456295479377,0.37196400175725225
3538,2019,11,PHI,NE,10,17,21,81.0,-0.05611287,0.0,0.18747142784808551,-0.0026720414285714288,0.2549105006304029,-0.06743907278231737,0.06743907278231737,0.18747142784808551
3539,2019,11,PIT,CLE,7,21,16,58.0,-4.340822,0.0,-0.6234706792593226,-0.271301375,-1.003958804063919,0.38048812480459626,0.38048812480459626,-0.6234706792593226
3540,2019,11,SF,ARI,36,26,19,34.0,-8.509101,0.0,-1.4123767292883382,-0.44784742105263153,-1.8313010577411855,0.4189243284528472,0.4189243284528472,-1.4123767292883382
3541,2019,11,TB,NO,17,34,8,36.0,-1.4625013,0.0,-0.07870757339386802,-0.1828126625,-0.5892768983421425,0.5105693249482745,0.5105693249482745,-0.07870757339386802
3542,2019,11,WAS,NYJ,17,34,20,54.0,-4.3305607,0.0,-0.6215285823768533,-0.216528035,-0.7472762015913516,0.12574761921449829,0.12574761921449829,-0.6215285823768533
3543,2019,12,ATL,TB,22,35,19,57.0,-1.5423491,1.0,-0.09381990452657456,-0.08117626842105263,-0.1129814206861946,0.019161516159620043,0.019161516159620043,-0.09381990452657456
3545,2019,12,BAL,LA,45,6,45,288.0,10.907867,1.0,2.262560463836161,0.24239704444444443,1.4033701481059593,0.8591903157302019,0.8591903157302019,2.262560463836161
3547,2019,12,BUF,DEN,20,3,46,245.0,2.9468367,0.0,0.7558223188765006,0.06406166739130435,0.5676426081216063,0.18817971075489437,0.18817971075489437,0.7558223188765006
3548,2019,12,CAR,NO,31,34,29,121.0,-3.6719193,1.0,-0.4968713352828893,-0.12661790689655172,-0.3259331600635751,-0.1709381752193142,0.1709381752193142,-0.4968713352828893
3549,2019,12,CHI,NYG,19,14,23,68.0,-3.9754498,1.0,-0.5543187968895457,-0.17284564347826087,-0.5425687665869203,-0.011750030302625336,0.011750030302625336,-0.5543187968895457
3550,2019,12,CIN,PIT,10,16,21,86.0,-4.0542836,0.0,-0.569239214108925,-0.1930611238095238,-0.6373039443515329,0.06806473024260795,0.06806473024260795,-0.569239214108925
3551,2019,12,CLE,MIA,41,24,31,148.0,2.508093,2.0,0.6727838372052605,0.08090622580645161,0.6465807391813734,0.026203098023887095,0.026203098023887095,0.6727838372052605
3552,2019,12,DAL,NE,9,13,26,109.0,-1.304822,0.0,-0.048864524563801644,-0.05018546153846153,0.03224983531076001,-0.08111435987456166,0.08111435987456166,-0.048864524563801644
3553,2019,12,DEN,BUF,3,20,17,85.0,2.0899053,0.0,0.5936358707237175,0.12293560588235293,0.8435417179749072,-0.2499058472511897,0.2499058472511897,0.5936358707237175
3554,2019,12,DET,WAS,16,19,32,175.0,-3.3039598,0.0,-0.42722976961138515,-0.10324874375,-0.21641897644682095,-0.2108107931645642,0.2108107931645642,-0.42722976961138515
3555,2019,12,GB,SF,8,37,28,117.0,-4.9411755,0.0,-0.7370961127550398,-0.17647055357142857,-0.5595560701992865,-0.17754004255575329,0.17754004255575329,-0.7370961127550398
3557,2019,12,HOU,IND,20,17,24,99.0,-3.7688107,0.0,-0.5152094099788924,-0.15703377916666666,-0.4684701178384031,-0.04673929214048933,0.04673929214048933,-0.5152094099788924
3558,2019,12,IND,HOU,17,20,39,175.0,2.6524048,2.0,0.700096896650316,0.06801037948717949,0.5861473350048698,0.11394956164544623,0.11394956164544623,0.700096896650316
3559,2019,12,JAX,TEN,20,42,27,117.0,2.9140244,2.0,0.7496121246967523,0.10792682962962964,0.7732065558599535,-0.023594431163201146,0.023594431163201146,0.7496121246967523
3560,2019,12,LA,BAL,6,45,8,23.0,-0.97711146,0.0,0.013159353315840202,-0.1221389325,-0.30494348142584937,0.3181028347416896,0.3181028347416896,0.013159353315840202
3561,2019,12,LV,NYJ,3,34,22,68.0,-6.819483,0.0,-1.0925925060062776,-0.3099765,-1.1852008414483808,0.09260833544210323,0.09260833544210323,-1.0925925060062776
3563,2019,12,MIA,CLE,24,41,20,92.0,1.418527,1.0,0.4665679842582973,0.07092635,0.5998123570751697,-0.13324437281687235,0.13324437281687235,0.4665679842582973
3564,2019,12,NE,DAL,13,9,25,104.0,-2.546652,0.0,-0.28389850384098836,-0.10186608,-0.20993944224834996,-0.0739590615926384,0.0739590615926384,-0.28389850384098836
3565,2019,12,NO,CAR,34,31,18,118.0,-1.8771635,1.0,-0.15718828888780248,-0.10428686111111111,-0.22128387360156732,0.06409558471376484,0.06409558471376484,-0.15718828888780248
3566,2019,12,NYG,CHI,14,19,21,109.0,-0.72653264,0.0,0.06058495681002372,-0.03459679238095238,0.10530253153913119,-0.04471757472910747,0.04471757472910747,0.06058495681002372
3567,2019,12,NYJ,LV,34,3,29,89.0,-3.6854339,1.0,-0.4994291654338274,-0.1270839275862069,-0.32811705835107685,-0.17131210708275058,0.17131210708275058,-0.4994291654338274
3568,2019,12,PHI,SEA,9,17,24,106.0,-7.298188,0.0,-1.1831942317254867,-0.30409116666666663,-1.1576205865941296,-0.02557364513135707,0.02557364513135707,-1.1831942317254867
3569,2019,12,PIT,CIN,16,10,35,164.0,1.0720294,0.0,0.40098838822824895,0.030629411428571427,0.4109700651099278,-0.009981676881678836,0.009981676881678836,0.40098838822824895
3571,2019,12,SEA,PHI,17,9,25,175.0,-1.6754473,1.0,-0.11901063077785763,-0.06701789200000001,-0.04663146089659585,-0.07237916988126178,0.07237916988126178,-0.11901063077785763
3572,2019,12,SF,GB,37,8,22,112.0,-0.55412376,2.0,0.0932157880261507,-0.025187443636363636,0.14939727039078826,-0.05618148236463756,0.05618148236463756,0.0932157880261507
3573,2019,12,TB,ATL,35,22,30,137.0,-2.396026,1.0,-0.2553903922938317,-0.07986753333333334,-0.10684833608220748,-0.14854205621162422,0.14854205621162422,-0.2553903922938317
3574,2019,12,TEN,JAX,42,20,29,223.0,5.133576,4.0,1.1696938144280733,0.1770198620689655,1.0969950883695694,0.07269872605850392,0.07269872605850392,1.1696938144280733
3575,2019,12,WAS,DET,19,16,22,88.0,-0.31758827,0.0,0.13798349170135518,-0.014435830454545455,0.19978222139592053,-0.061798729694565346,0.061798729694565346,0.13798349170135518
3577,2019,13,ARI,LA,7,34,21,74.0,-4.7755055,1.0,-0.7057407103675541,-0.22740502380952382,-0.7982486965075565,0.09250798614000233,0.09250798614000233,-0.7057407103675541
3578,2019,13,ATL,NO,18,26,26,89.0,-6.238963,0.0,-0.9827208443054067,-0.2399601153846154,-0.8570852323071975,-0.12563561199820927,0.12563561199820927,-0.9827208443054067
3579,2019,13,BAL,SF,20,17,38,178.0,1.3546568,1.0,0.4544796410364153,0.03564886315789474,0.4344925658898352,0.019987075146580102,0.019987075146580102,0.4544796410364153
3580,2019,13,BUF,DAL,26,15,33,125.0,-3.2465374,1.0,-0.41636176419063803,-0.0983799212121212,-0.19360236456958618,-0.22275939962105185,0.22275939962105185,-0.41636176419063803
3582,2019,13,CAR,WAS,21,29,20,65.0,-2.6626914,1.0,-0.305860609712917,-0.13313457,-0.356471996016067,0.050611386303149986,0.050611386303149986,-0.305860609712917
3583,2019,13,CHI,DET,24,20,22,89.0,-4.276149,0.0,-0.6112303947261792,-0.1943704090909091,-0.643439607311013,0.03220921258483378,0.03220921258483378,-0.6112303947261792
3584,2019,13,CIN,NYJ,22,6,21,50.0,-3.4188135,1.0,-0.4489674649043868,-0.16280064285714285,-0.495495192083939,0.04652772717955217,0.04652772717955217,-0.4489674649043868
3585,2019,13,CLE,PIT,13,20,24,106.0,0.6201823,0.0,0.3154699018510017,0.025840929166666665,0.3885299493733406,-0.07306004752233891,0.07306004752233891,0.3154699018510017
3587,2019,13,DAL,BUF,15,26,19,103.0,2.2951748,0.0,0.632486041366429,0.12079867368421052,0.8335274789687298,-0.20104143760230075,0.20104143760230075,0.632486041366429
3588,2019,13,DEN,LAC,23,20,25,84.0,-8.195978,0.0,-1.3531137507057542,-0.32783912,-1.2689098829013674,-0.08420386780438682,0.08420386780438682,-1.3531137507057542
3589,2019,13,DET,CHI,20,24,27,105.0,-5.543386,0.0,-0.8510730098967616,-0.2053105925925926,-0.6947082495508247,-0.15636476034593694,0.15636476034593694,-0.8510730098967616
3590,2019,13,GB,NYG,31,13,24,83.0,-3.5315552,0.0,-0.4703054341767307,-0.14714813333333335,-0.42214332272928456,-0.04816211144744614,0.04816211144744614,-0.4703054341767307
3591,2019,13,HOU,NE,28,22,20,55.0,-4.895509,0.0,-0.7284530785114947,-0.24477544999999998,-0.8796511853941035,0.15119810688260882,0.15119810688260882,-0.7284530785114947
3593,2019,13,IND,TEN,17,31,23,83.0,-2.0703888,1.0,-0.19375892348032173,-0.09001690434782608,-0.15441101831885104,-0.039347905161470687,0.039347905161470687,-0.19375892348032173
3594,2019,13,JAX,TB,11,28,17,49.0,-3.4159935,0.0,-0.4484337398199858,-0.20094079411764706,-0.6742301986444954,0.2257964588245096,0.2257964588245096,-0.4484337398199858
3596,2019,13,KC,LV,40,9,28,97.0,-2.70792,3.0,-0.31442076515700856,-0.09671142857142857,-0.185783359315948,-0.12863740584106056,0.12863740584106056,-0.31442076515700856
3597,2019,13,LA,ARI,34,7,30,132.0,-5.67095,1.0,-0.8752163101331184,-0.18903166666666668,-0.6184208244618158,-0.2567954856713026,0.2567954856713026,-0.8752163101331184
3599,2019,13,LAC,DEN,20,23,29,115.0,-3.3671112,0.0,-0.43918206971600926,-0.11610728275862069,-0.2766775485318496,-0.16250452118415964,0.16250452118415964,-0.43918206971600926
3600,2019,13,LV,KC,9,40,25,122.0,-0.18902656,0.0,0.16231562273698782,-0.0075610624000000005,0.23199923346120624,-0.06968361072421841,0.06968361072421841,0.16231562273698782
3601,2019,13,MIA,PHI,37,31,19,59.0,-3.6402087,1.0,-0.4908696534880646,-0.19158993157894738,-0.6304095418834385,0.13953988839537385,0.13953988839537385,-0.4908696534880646
3603,2019,13,MIN,SEA,30,37,14,78.0,-2.0265102,1.0,-0.18545427472557116,-0.1447507285714286,-0.4109084392354929,0.22545416450992176,0.22545416450992176,-0.18545427472557116
