,season,week,team,opponent,score,opponent_score,special_teams_epa,special_teams_epa_standardized,special_teams_value
868,2015,7,TB,WAS,30,31,-2.8909369,-0.6064097343319064,-0.6064097343319064
869,2015,7,TEN,ATL,7,10,2.199968,0.4614704701505922,0.4614704701505922
870,2015,7,WAS,TB,31,30,2.8909369,0.6064097343319064,0.6064097343319064
871,2015,8,ARI,CLE,34,20,1.1215564,0.23526031251745738,0.23526031251745738
872,2015,8,ATL,TB,20,23,1.6280949,0.3415130215315775,0.3415130215315775
873,2015,8,BAL,LAC,29,26,6.7457867,1.4150121092600492,1.4150121092600492
874,2015,8,CAR,IND,29,26,-5.2117605,-1.0932311598383637,-1.0932311598383637
875,2015,8,CHI,MIN,20,23,-6.6449018,-1.3938502549812164,-1.3938502549812164
876,2015,8,CIN,PIT,16,10,5.0709,1.0636839295329015,1.0636839295329015
877,2015,8,CLE,ARI,20,34,-1.1215564,-0.23526031251745738,-0.23526031251745738
879,2015,8,DAL,SEA,12,13,4.1045175,0.8609732598230216,0.8609732598230216
881,2015,8,DEN,GB,29,10,-0.55411506,-0.1162324803159517,-0.1162324803159517
882,2015,8,DET,KC,10,45,-7.083071,-1.4857616585695907,-1.4857616585695907
884,2015,8,GB,DEN,10,29,0.55411506,0.1162324803159517,0.1162324803159517
885,2015,8,HOU,TEN,20,6,1.7730604,0.37192132630719954,0.37192132630719954
886,2015,8,IND,CAR,26,29,5.2117605,1.0932311598383637,1.0932311598383637
887,2015,8,KC,DET,45,10,7.083071,1.4857616585695907,1.4857616585695907
889,2015,8,LA,SF,27,6,1.973633,0.41399390737261804,0.41399390737261804
890,2015,8,LAC,BAL,26,29,-6.7457867,-1.4150121092600492,-1.4150121092600492
891,2015,8,LV,NYJ,34,20,-2.0207696,-0.42388139162843463,-0.42388139162843463
892,2015,8,MIA,NE,7,36,-2.3351247,-0.4898212579315975,-0.4898212579315975
893,2015,8,MIN,CHI,23,20,6.6449018,1.3938502549812164,1.3938502549812164
894,2015,8,NE,MIA,36,7,2.3351247,0.4898212579315975,0.4898212579315975
895,2015,8,NO,NYG,52,49,-0.78728396,-0.16514253805656265,-0.16514253805656265
896,2015,8,NYG,NO,49,52,0.78728396,0.16514253805656265,0.16514253805656265
897,2015,8,NYJ,LV,20,34,2.0207696,0.42388139162843463,0.42388139162843463
899,2015,8,PIT,CIN,10,16,-5.0709,-1.0636839295329015,-1.0636839295329015
900,2015,8,SEA,DAL,13,12,-4.1045175,-0.8609732598230216,-0.8609732598230216
901,2015,8,SF,LA,6,27,-1.973633,-0.41399390737261804,-0.41399390737261804
902,2015,8,TB,ATL,23,20,-1.6280949,-0.3415130215315775,-0.3415130215315775
903,2015,8,TEN,HOU,6,20,-1.7730604,-0.37192132630719954,-0.37192132630719954
904,2015,9,ATL,SF,16,17,5.4207435,1.1370679262201846,1.1370679262201846
905,2015,9,BUF,MIA,33,17,8.981963,1.8840777177146322,1.8840777177146322
906,2015,9,CAR,GB,37,29,-0.30924436,-0.06486782544137869,-0.06486782544137869
907,2015,9,CHI,LAC,22,19,-6.126742,-1.2851598347027682,-1.2851598347027682
908,2015,9,CIN,CLE,31,10,-3.2141404,-0.6742056618632691,-0.6742056618632691
909,2015,9,CLE,CIN,10,31,3.2141404,0.6742056618632691,0.6742056618632691
910,2015,9,DAL,PHI,27,33,2.7257109,0.5717515393485696,0.5717515393485696
911,2015,9,DEN,IND,24,27,3.8978584,0.8176239601796186,0.8176239601796186
912,2015,9,GB,CAR,29,37,0.30924436,0.06486782544137869,0.06486782544137869
913,2015,9,IND,DEN,27,24,-3.8978584,-0.8176239601796186,-0.8176239601796186
914,2015,9,JAX,NYJ,23,28,-5.859239,-1.2290477752652245,-1.2290477752652245
915,2015,9,LA,MIN,18,21,3.9070876,0.8195598989128701,0.8195598989128701
916,2015,9,LAC,CHI,19,22,6.126742,1.2851598347027682,1.2851598347027682
917,2015,9,LV,PIT,35,38,3.7301822,0.7824518054723388,0.7824518054723388
918,2015,9,MIA,BUF,17,33,-8.981963,-1.8840777177146322,-1.8840777177146322
920,2015,9,MIN,LA,21,18,-3.9070876,-0.8195598989128701,-0.8195598989128701
922,2015,9,NE,WAS,27,10,0.9672469,0.20289198829014915,0.20289198829014915
923,2015,9,NO,TEN,28,34,-8.760725,-1.8376703136636747,-1.8376703136636747
924,2015,9,NYG,TB,32,18,8.042342,1.6869806032868906,1.6869806032868906
925,2015,9,NYJ,JAX,28,23,5.859239,1.2290477752652245,1.2290477752652245
926,2015,9,PHI,DAL,33,27,-2.7257109,-0.5717515393485696,-0.5717515393485696
927,2015,9,PIT,LV,38,35,-3.7301822,-0.7824518054723388,-0.7824518054723388
929,2015,9,SF,ATL,17,16,-5.4207435,-1.1370679262201846,-1.1370679262201846
931,2015,9,TB,NYG,18,32,-8.042342,-1.6869806032868906,-1.6869806032868906
932,2015,9,TEN,NO,34,28,8.760725,1.8376703136636747,1.8376703136636747
933,2015,9,WAS,NE,10,27,-0.9672469,-0.20289198829014915,-0.20289198829014915
934,2015,10,ARI,SEA,39,32,4.2214055,0.8854919620564008,0.8854919620564008
935,2015,10,BAL,JAX,20,22,-5.602202,-1.1751310886424657,-1.1751310886424657
936,2015,10,BUF,NYJ,22,17,6.2123513,1.3031174431408288,1.3031174431408288
937,2015,10,CAR,TEN,27,10,4.1571565,0.872014940464857,0.872014940464857
938,2015,10,CHI,LA,37,13,-8.535917,-1.7905140580028585,-1.7905140580028585
939,2015,10,CIN,HOU,6,10,1.106898,0.23218553200262468,0.23218553200262468
940,2015,10,CLE,PIT,9,30,-0.29152587,-0.06115115323948368,-0.06115115323948368
941,2015,10,DAL,TB,6,10,2.5064054,0.5257495010500075,0.5257495010500075
942,2015,10,DEN,KC,13,29,-10.758611,-2.2567515874491506,-2.2567515874491506
944,2015,10,DET,GB,18,16,7.7079105,1.6168294640256977,1.6168294640256977
945,2015,10,GB,DET,16,18,-7.7079105,-1.6168294640256977,-1.6168294640256977
946,2015,10,HOU,CIN,10,6,-1.106898,-0.23218553200262468,-0.23218553200262468
948,2015,10,JAX,BAL,22,20,5.602202,1.1751310886424657,1.1751310886424657
949,2015,10,KC,DEN,29,13,10.758611,2.2567515874491506,2.2567515874491506
950,2015,10,LA,CHI,13,37,8.535917,1.7905140580028585,1.7905140580028585
952,2015,10,LV,MIN,14,30,-2.33239,-0.48924762081745726,-0.48924762081745726
953,2015,10,MIA,PHI,20,19,2.928877,0.6143681390835031,0.6143681390835031
954,2015,10,MIN,LV,30,14,2.33239,0.48924762081745726,0.48924762081745726
955,2015,10,NE,NYG,27,26,2.9171538,0.611909053035129,0.611909053035129
956,2015,10,NO,WAS,14,47,-0.96340454,-0.20208600580509126,-0.20208600580509126
957,2015,10,NYG,NE,26,27,-2.9171538,-0.611909053035129,-0.611909053035129
958,2015,10,NYJ,BUF,17,22,-6.2123513,-1.3031174431408288,-1.3031174431408288
959,2015,10,PHI,MIA,19,20,-2.928877,-0.6143681390835031,-0.6143681390835031
961,2015,10,PIT,CLE,30,9,0.29152587,0.06115115323948368,0.06115115323948368
963,2015,10,SEA,ARI,32,39,-4.2214055,-0.8854919620564008,-0.8854919620564008
964,2015,10,TB,DAL,10,6,-2.5064054,-0.5257495010500075,-0.5257495010500075
965,2015,10,TEN,CAR,10,27,-4.1571565,-0.872014940464857,-0.872014940464857
966,2015,10,WAS,NO,47,14,0.96340454,0.20208600580509126,0.20208600580509126
967,2015,11,ARI,CIN,34,31,-2.87758,-0.6036079595230208,-0.6036079595230208
968,2015,11,ATL,IND,21,24,-4.2621174,-0.8940317861055341,-0.8940317861055341
969,2015,11,BAL,LA,16,13,4.3751545,0.9177427144833376,0.9177427144833376
970,2015,11,BUF,NE,13,20,-3.542519,-0.743087130561629,-0.743087130561629
971,2015,11,CAR,WAS,44,16,-7.7986517,-1.635863551896989,-1.635863551896989
972,2015,11,CHI,DEN,15,17,0.55816865,0.11708277090340467,0.11708277090340467
973,2015,11,CIN,ARI,31,34,2.87758,0.6036079595230208,0.6036079595230208
974,2015,11,DAL,MIA,24,14,-0.65262073,-0.13689526170522603,-0.13689526170522603
975,2015,11,DEN,CHI,17,15,-0.55816865,-0.11708277090340467,-0.11708277090340467
976,2015,11,DET,LV,18,13,-0.15556854,-0.032632423423632165,-0.032632423423632165
977,2015,11,GB,MIN,30,13,6.3445654,1.330850984213943,1.330850984213943
978,2015,11,HOU,NYJ,24,17,-1.4313756,-0.3002487177513882,-0.3002487177513882
980,2015,11,IND,ATL,24,21,4.2621174,0.8940317861055341,0.8940317861055341
981,2015,11,JAX,TEN,19,13,10.1795845,2.135293624794852,2.135293624794852
983,2015,11,KC,LAC,33,3,2.0049262,0.42055804272209424,0.42055804272209424
984,2015,11,LA,BAL,13,16,-4.3751545,-0.9177427144833376,-0.9177427144833376
985,2015,11,LAC,KC,3,33,-2.0049262,-0.42055804272209424,-0.42055804272209424
986,2015,11,LV,DET,13,18,0.15556854,0.03263242342363217,0.03263242342363217
987,2015,11,MIA,DAL,14,24,0.65262073,0.13689526170522603,0.13689526170522603
988,2015,11,MIN,GB,13,30,-6.3445654,-1.330850984213943,-1.330850984213943
990,2015,11,NE,BUF,20,13,3.542519,0.743087130561629,0.743087130561629
991,2015,11,NYJ,HOU,17,24,1.4313756,0.3002487177513882,0.3002487177513882
992,2015,11,PHI,TB,17,45,0.68726647,0.14416263374268984,0.14416263374268984
993,2015,11,SEA,SF,29,13,-1.9943566,-0.41834093852725884,-0.41834093852725884
994,2015,11,SF,SEA,13,29,1.9943566,0.41834093852725884,0.41834093852725884
995,2015,11,TB,PHI,45,17,-0.68726647,-0.14416263374268984,-0.14416263374268984
996,2015,11,TEN,JAX,13,19,-10.1795845,-2.135293624794852,-2.135293624794852
997,2015,11,WAS,CAR,16,44,7.7986517,1.635863551896989,1.635863551896989
998,2015,12,ARI,SF,19,13,3.1655493,0.6640130782610829,0.6640130782610829
999,2015,12,ATL,MIN,10,20,3.3668,0.7062278991799035,0.7062278991799035
1000,2015,12,BAL,CLE,33,27,14.617275,3.0661540379544143,3.0661540379544143
1001,2015,12,BUF,KC,22,30,-0.5428844,-0.11387671061825544,-0.11387671061825544
1002,2015,12,CAR,DAL,33,14,-0.78188705,-0.16401046950144713,-0.16401046950144713
1003,2015,12,CHI,GB,17,13,-3.8632102,-0.8103560721267598,-0.8103560721267598
1004,2015,12,CIN,LA,31,7,-0.02439475,-0.005117100226778822,-0.005117100226778822
1006,2015,12,CLE,BAL,27,33,-14.617275,-3.0661540379544143,-3.0661540379544143
1008,2015,12,DAL,CAR,14,33,0.78188705,0.16401046950144713,0.16401046950144713
1010,2015,12,DEN,NE,30,24,0.16962108,0.03558011731763881,0.03558011731763881
1011,2015,12,DET,PHI,45,14,4.2663374,0.8949169832465996,0.8949169832465996
1012,2015,12,GB,CHI,13,17,3.8632102,0.8103560721267598,0.8103560721267598
1013,2015,12,HOU,NO,24,6,-1.893965,-0.39728256001849405,-0.39728256001849405
1014,2015,12,IND,TB,25,12,6.7711744,1.420337493017923,1.420337493017923
1015,2015,12,JAX,LAC,25,31,2.439561,0.511728062240473,0.511728062240473
1016,2015,12,KC,BUF,30,22,0.5428844,0.11387671061825544,0.11387671061825544
1017,2015,12,LA,CIN,7,31,0.02439475,0.0051171002267788295,0.0051171002267788295
1019,2015,12,LAC,JAX,31,25,-2.439561,-0.511728062240473,-0.511728062240473
1020,2015,12,LV,TEN,24,21,-3.6997724,-0.7760729741878905,-0.7760729741878905
1022,2015,12,MIA,NYJ,20,38,-1.2873712,-0.270042015575832,-0.270042015575832
1023,2015,12,MIN,ATL,20,10,-3.3668,-0.7062278991799035,-0.7062278991799035
1024,2015,12,NE,DEN,24,30,-0.16962108,-0.035580117317638806,-0.035580117317638806
1025,2015,12,NO,HOU,6,24,1.893965,0.39728256001849405,0.39728256001849405
1026,2015,12,NYG,WAS,14,20,2.0870817,0.43779117393602873,0.43779117393602873
1027,2015,12,NYJ,MIA,38,20,1.2873712,0.270042015575832,0.270042015575832
1028,2015,12,PHI,DET,14,45,-4.2663374,-0.8949169832465996,-0.8949169832465996
1029,2015,12,PIT,SEA,30,39,-0.25239968,-0.05294395145541164,-0.05294395145541164
1031,2015,12,SEA,PIT,39,30,0.25239968,0.05294395145541164,0.05294395145541164
1032,2015,12,SF,ARI,13,19,-3.1655493,-0.6640130782610829,-0.6640130782610829
1033,2015,12,TB,IND,12,25,-6.7711744,-1.420337493017923,-1.420337493017923
1034,2015,12,TEN,LV,21,24,3.6997724,0.7760729741878905,0.7760729741878905
1035,2015,12,WAS,NYG,20,14,-2.0870817,-0.43779117393602873,-0.43779117393602873
1036,2015,13,ARI,LA,27,3,-6.4233813,-1.3473835930647728,-1.3473835930647728
1038,2015,13,ATL,TB,19,23,3.642175,0.7639912078815388,0.7639912078815388
1039,2015,13,BAL,MIA,13,15,2.1851168,0.45835524745358003,0.45835524745358003
1040,2015,13,BUF,HOU,30,21,1.3942775,0.2924669329032933,0.2924669329032933
1041,2015,13,CAR,NO,41,38,-0.9337232,-0.19585997800627802,-0.19585997800627802
1042,2015,13,CHI,SF,20,26,1.1693268,0.24528074415431841,0.24528074415431841
1043,2015,13,CIN,CLE,37,3,4.001157,0.8392921178564111,0.8392921178564111
1045,2015,13,CLE,CIN,3,37,-4.001157,-0.8392921178564111,-0.8392921178564111
1046,2015,13,DAL,WAS,19,16,8.8398,1.854257271940867,1.854257271940867
1047,2015,13,DEN,LAC,17,3,-4.807635,-1.008460842958826,-1.008460842958826
1048,2015,13,DET,GB,23,27,6.6322207,1.3911902375723146,1.3911902375723146
1049,2015,13,GB,DET,27,23,-6.6322207,-1.3911902375723146,-1.3911902375723146
1050,2015,13,HOU,BUF,21,30,-1.3942775,-0.2924669329032933,-0.2924669329032933
1051,2015,13,IND,PIT,10,45,4.920323,1.0320985432982535,1.0320985432982535
1053,2015,13,JAX,TEN,39,42,-0.08616519,-0.018074213233972087,-0.018074213233972087
1054,2015,13,KC,LV,34,20,6.9168305,1.4508906596763933,1.4508906596763933
1056,2015,13,LA,ARI,3,27,6.4233813,1.3473835930647728,1.3473835930647728
1057,2015,13,LAC,DEN,3,17,4.807635,1.008460842958826,1.008460842958826
1058,2015,13,LV,KC,20,34,-6.9168305,-1.4508906596763933,-1.4508906596763933
1059,2015,13,MIA,BAL,15,13,-2.1851168,-0.45835524745358003,-0.45835524745358003
1060,2015,13,MIN,SEA,7,38,8.349613,1.7514344920860196,1.7514344920860196
1061,2015,13,NE,PHI,28,35,-12.894702,-2.7048230676045204,-2.7048230676045204
1063,2015,13,NO,CAR,38,41,0.9337232,0.19585997800627802,0.19585997800627802
1064,2015,13,NYG,NYJ,20,23,5.2849464,1.1085828066265873,1.1085828066265873
1065,2015,13,NYJ,NYG,23,20,-5.2849464,-1.1085828066265873,-1.1085828066265873
1066,2015,13,PHI,NE,35,28,12.894702,2.7048230676045204,2.7048230676045204
1067,2015,13,PIT,IND,45,10,-4.920323,-1.0320985432982535,-1.0320985432982535
1068,2015,13,SEA,MIN,38,7,-8.349613,-1.7514344920860196,-1.7514344920860196
1070,2015,13,SF,CHI,26,20,-1.1693268,-0.24528074415431841,-0.24528074415431841
1071,2015,13,TB,ATL,23,19,-3.642175,-0.7639912078815388,-0.7639912078815388
1072,2015,13,TEN,JAX,42,39,0.08616519,0.01807421323397209,0.01807421323397209
1073,2015,13,WAS,DAL,16,19,-8.8398,-1.854257271940867,-1.854257271940867
1074,2015,14,ARI,MIN,23,20,-3.9001927,-0.8181136084465354,-0.8181136084465354
1075,2015,14,ATL,CAR,0,38,-1.8819807,-0.394768705019046,-0.394768705019046
1077,2015,14,BAL,SEA,6,35,2.334825,0.48975839215359335,0.48975839215359335
1078,2015,14,BUF,PHI,20,23,-7.284698,-1.528055413062862,-1.528055413062862
1079,2015,14,CAR,ATL,38,0,1.8819807,0.394768705019046,0.394768705019046
1081,2015,14,CHI,WAS,21,24,0.24645019,0.05169597241778189,0.05169597241778189
1082,2015,14,CIN,PIT,20,33,-5.9697213,-1.2522228027766789,-1.2522228027766789
1084,2015,14,CLE,SF,24,10,-6.4369392,-1.3502275301071547,-1.3502275301071547
1085,2015,14,DAL,GB,7,28,-0.41555172,-0.08716710770351535,-0.08716710770351535
1086,2015,14,DEN,LV,12,15,-9.67649,-2.029763337333772,-2.029763337333772
1087,2015,14,DET,LA,14,21,0.050563335,0.010606284261785583,0.010606284261785583
1088,2015,14,GB,DAL,28,7,0.41555172,0.08716710770351535,0.08716710770351535
1089,2015,14,HOU,NE,6,27,3.6306827,0.7615805559610965,0.7615805559610965
1091,2015,14,IND,JAX,16,51,-6.940618,-1.4558803817126718,-1.4558803817126718
1093,2015,14,JAX,IND,51,16,6.940618,1.4558803817126718,1.4558803817126718
1094,2015,14,KC,LAC,10,3,-5.627805,-1.1805016342355223,-1.1805016342355223
1095,2015,14,LA,DET,21,14,-0.050563335,-0.010606284261785573,-0.010606284261785573
1096,2015,14,LAC,KC,3,10,5.627805,1.1805016342355223,1.1805016342355223
1097,2015,14,LV,DEN,15,12,9.67649,2.029763337333772,2.029763337333772
1098,2015,14,MIA,NYG,24,31,7.5610266,1.5860187511468957,1.5860187511468957
1099,2015,14,MIN,ARI,20,23,3.9001927,0.8181136084465354,0.8181136084465354
1100,2015,14,NE,HOU,27,6,-3.6306827,-0.7615805559610965,-0.7615805559610965
1101,2015,14,NO,TB,24,17,0.51268053,0.10754107569571685,0.10754107569571685
1102,2015,14,NYG,MIA,31,24,-7.5610266,-1.5860187511468957,-1.5860187511468957
1103,2015,14,NYJ,TEN,30,8,1.4627964,0.3068396187774521,0.3068396187774521
1104,2015,14,PHI,BUF,23,20,7.284698,1.528055413062862,1.528055413062862
1105,2015,14,PIT,CIN,33,20,5.9697213,1.2522228027766789,1.2522228027766789
1106,2015,14,SEA,BAL,35,6,-2.334825,-0.48975839215359335,-0.48975839215359335
1108,2015,14,SF,CLE,10,24,6.4369392,1.3502275301071547,1.3502275301071547
1109,2015,14,TB,NO,17,24,-0.51268053,-0.10754107569571685,-0.10754107569571685
1110,2015,14,TEN,NYJ,8,30,-1.4627964,-0.3068396187774521,-0.3068396187774521
1112,2015,14,WAS,CHI,24,21,-0.24645019,-0.051695972417781885,-0.051695972417781885
1113,2015,15,ARI,PHI,40,17,-3.9580493,-0.8302497451554851,-0.8302497451554851
1115,2015,15,ATL,JAX,23,17,1.697142,0.3559965038820184,0.3559965038820184
1116,2015,15,BAL,KC,14,34,0.8630587,0.18103722602172345,0.18103722602172345
1117,2015,15,BUF,WAS,25,35,2.0594428,0.4319935731629969,0.4319935731629969
1118,2015,15,CAR,NYG,38,35,-2.8310494,-0.59384759125476,-0.59384759125476
1119,2015,15,CHI,MIN,17,38,6.0693974,1.2731310963199383,1.2731310963199383
1120,2015,15,CIN,SF,24,14,1.3018271,0.2730743192136349,0.2730743192136349
1121,2015,15,CLE,SEA,13,30,0.18573666,0.03896055934195439,0.03896055934195439
1122,2015,15,DAL,NYJ,16,19,9.195703,1.9289123236225305,1.9289123236225305
1124,2015,15,DEN,PIT,27,34,-1.3705571,-0.2874912859210826,-0.2874912859210826
1125,2015,15,DET,NO,35,27,0.64572906,0.13544964877130028,0.13544964877130028
1126,2015,15,GB,LV,30,20,1.7236364,0.36155403163894845,0.36155403163894845
1127,2015,15,HOU,IND,16,10,-2.3861742,-0.5005295213090433,-0.5005295213090433
1129,2015,15,IND,HOU,10,16,2.3861742,0.5005295213090433,0.5005295213090433
