,season,week,team,opponent,score,opponent_score,total_rushes,total_rush_yards,rushing_epa,rush_tds,rushing_epa_standardized,rushing_epa_per_attempt,rushing_epa_per_attempt_standardized,rushing_value
5315,2022,4,MIN,NO,28,25,25,81.0,-2.9482336,1.0,-0.3599035306831707,-0.117929344,-0.2852162183958109,-0.2852162183958109
5317,2022,4,NE,GB,24,27,33,167.0,8.192264,1.0,1.7485939950829952,0.24825042424242424,1.4308006593382228,1.4308006593382228
5319,2022,4,NO,MIN,25,28,27,111.0,2.6292093,2.0,0.6957068178843897,0.09737812222222221,0.7237724750889705,0.7237724750889705
5320,2022,4,NYG,CHI,20,12,44,262.0,7.00954,2.0,1.5247466664264853,0.15930772727272727,1.0139912602724093,1.0139912602724093
5322,2022,4,NYJ,PIT,24,20,29,98.0,0.16369009,1.0,0.22907226163135908,0.005644485862068966,0.293883983418606,0.293883983418606
5324,2022,4,PHI,JAX,29,21,47,213.0,9.495123,4.0,1.9951785801308104,0.20202389361702128,1.2141707042398724,1.2141707042398724
5325,2022,4,PIT,NYJ,20,24,31,119.0,0.38392007,2.0,0.2707539157730495,0.012384518387096774,0.32546958855713715,0.32546958855713715
5327,2022,4,SEA,DET,48,45,31,237.0,15.528335,3.0,3.137049709336273,0.5009140322580645,2.614850280170831,2.614850280170831
5328,2022,4,SF,LA,24,9,22,88.0,-1.1082067,1.0,-0.01165228506617164,-0.05037303181818182,0.03137082970325539,0.03137082970325539
5329,2022,4,TB,KC,31,41,6,3.0,-1.2294635,1.0,-0.034601858053137945,-0.20491058333333334,-0.6928336994451927,-0.6928336994451927
5330,2022,4,TEN,IND,24,17,25,130.0,2.3308136,1.0,0.6392311901575578,0.093232544,0.7043451805897553,0.7043451805897553
5331,2022,4,WAS,DAL,10,25,27,142.0,-1.4499341,0.0,-0.07632905295008598,-0.05370126296296296,0.01577384343375889,0.01577384343375889
5332,2022,5,ARI,PHI,17,20,26,124.0,-0.123812616,1.0,0.17465828785588988,-0.004762023692307693,0.24511628082453926,0.24511628082453926
5333,2022,5,ATL,TB,15,21,31,151.0,6.576294,1.0,1.4427487026148786,0.21213851612903226,1.2615705456506316,1.2615705456506316
5334,2022,5,BAL,CIN,19,17,27,156.0,3.0093763,0.0,0.76765882646235,0.11145838148148147,0.7897563568521041,0.7897563568521041
5335,2022,5,BUF,PIT,38,3,15,123.0,6.7049026,1.0,1.4670897082529257,0.44699350666666665,2.362164195368157,2.362164195368157
5337,2022,5,CAR,SF,15,37,18,64.0,0.33903944,1.0,0.2622596185964291,0.018835524444444446,0.35570073793468643,0.35570073793468643
5339,2022,5,CHI,MIN,22,29,24,78.0,-1.6036105,1.0,-0.10541449606069281,-0.06681710416666667,-0.0456905159415919,-0.0456905159415919
5340,2022,5,CIN,BAL,17,19,21,101.0,3.0946512,1.0,0.7837983134148858,0.14736434285714287,0.9580213487374826,0.9580213487374826
5341,2022,5,CLE,LAC,28,30,31,213.0,4.4164,3.0,1.0339580616189876,0.14246451612903227,0.9350594428851539,0.9350594428851539
5342,2022,5,DAL,LA,22,10,32,166.0,0.5983588,1.0,0.31133949353336776,0.0186987125,0.35505960036755885,0.35505960036755885
5343,2022,5,DEN,IND,9,12,26,127.0,-1.5424322,0.0,-0.09383563317573689,-0.059324315384615384,-0.010577292529467337,-0.010577292529467337
5344,2022,5,DET,NE,0,29,26,102.0,-6.797284,0.0,-1.0883910306445075,-0.261434,-0.9577176318720079,-0.9577176318720079
5345,2022,5,GB,NYG,22,27,20,94.0,1.1515106,0.0,0.41603133437834944,0.05757553,0.5372468230609198,0.5372468230609198
5346,2022,5,HOU,JAX,13,6,30,117.0,-0.9380225,1.0,0.020557493842132634,-0.031267416666666666,0.12090488074286895,0.12090488074286895
5347,2022,5,IND,DEN,12,9,26,106.0,-3.6415324,0.0,-0.491120183377091,-0.14005893846153847,-0.3889214497789629,-0.3889214497789629
5348,2022,5,JAX,HOU,6,13,26,136.0,-0.17779931,0.0,0.16444053863046076,-0.0068384349999999995,0.23538565898756533,0.23538565898756533
5349,2022,5,KC,LV,30,29,22,104.0,0.20295894,0.0,0.2365044496751573,0.009225406363636364,0.3106651399745994,0.3106651399745994
5350,2022,5,LA,DAL,10,22,15,38.0,-5.192356,0.0,-0.7846355936312773,-0.3461570666666667,-1.3547527084716928,-1.3547527084716928
5353,2022,5,LAC,CLE,30,28,32,240.0,15.174729,2.0,3.0701247475557443,0.47421028125,2.489709320994985,2.489709320994985
5354,2022,5,LV,KC,29,30,25,155.0,2.75828,1.0,0.7201352825158893,0.1103312,0.7844740812753418,0.7844740812753418
5355,2022,5,MIA,NYJ,17,40,26,137.0,4.4629,2.0,1.042758847586405,0.17165000000000002,1.071830469716594,1.071830469716594
5357,2022,5,MIN,CHI,29,22,29,119.0,2.7718916,3.0,0.7227114712959775,0.09558246896551724,0.7153575609885721,0.7153575609885721
5359,2022,5,NE,DET,29,0,33,181.0,-2.3153138,0.0,-0.240114461987674,-0.07016102424242425,-0.0613610247611692,-0.0613610247611692
5360,2022,5,NO,SEA,39,32,44,241.0,7.137216,3.0,1.5489111642582267,0.16220945454545455,1.027589534689593,1.027589534689593
5362,2022,5,NYG,GB,27,22,28,129.0,2.4839735,3.0,0.6682188783014513,0.08871333928571427,0.68316697186219,0.68316697186219
5363,2022,5,NYJ,MIA,40,17,30,138.0,6.3518114,5.0,1.4002621796899462,0.21172704666666667,1.2596422890856103,1.2596422890856103
5364,2022,5,PHI,ARI,20,17,32,140.0,6.2270284,2.0,1.3766452232303281,0.1945946375,1.179355211983137,1.179355211983137
5365,2022,5,PIT,BUF,3,38,17,54.0,-6.5496807,0.0,-1.041528586598782,-0.3852753352941176,-1.5380714360863728,-1.5380714360863728
5366,2022,5,SEA,NO,32,39,21,151.0,-2.1974561,1.0,-0.21780821699171518,-0.10464076666666668,-0.22294237105977452,-0.22294237105977452
5367,2022,5,SF,CAR,37,15,27,155.0,2.182223,2.0,0.6111083069883079,0.08082307407407407,0.6461910670000502,0.6461910670000502
5368,2022,5,TB,ATL,21,15,20,72.0,-3.3325455,1.0,-0.4326400205032031,-0.16662727500000002,-0.5134278203306382,-0.5134278203306382
5369,2022,5,TEN,WAS,21,17,32,105.0,-0.47350025,2.0,0.10847493253789899,-0.0147968828125,0.1980902321201416,0.1980902321201416
5370,2022,5,WAS,TEN,17,21,16,44.0,-3.2681546,0.0,-0.4204531274032165,-0.2042596625,-0.6897833093555653,-0.6897833093555653
5371,2022,6,ARI,SEA,9,19,28,144.0,-2.7607403,0.0,-0.3244177585622079,-0.09859786785714286,-0.19462372200563935,-0.19462372200563935
5372,2022,6,ATL,SF,28,14,40,168.0,1.6415875,1.0,0.5087853538294332,0.0410396875,0.4597554178045651,0.4597554178045651
5373,2022,6,BAL,NYG,20,24,24,211.0,8.733394,1.0,1.8510105393958676,0.3638914166666667,1.972725451388825,1.972725451388825
5374,2022,6,BUF,KC,24,20,29,133.0,-2.763291,0.0,-0.32490051479375825,-0.09528589655172415,-0.1791029337164657,-0.1791029337164657
5375,2022,6,CAR,LA,10,24,20,94.0,-2.174939,0.0,-0.21354653575070587,-0.10874695000000001,-0.24218505051443323,-0.24218505051443323
5377,2022,6,CHI,WAS,7,12,37,237.0,6.6714683,0.0,1.4607617917309812,0.18030995405405406,1.1124133435014714,1.1124133435014714
5378,2022,6,CIN,NO,30,26,13,76.0,5.4920025,1.0,1.2375311237376763,0.42246173076923077,2.247201695711652,2.247201695711652
5379,2022,6,CLE,NE,15,38,18,70.0,-7.5919757,0.0,-1.2387977308979061,-0.4217764277777778,-1.7091253724038595,-1.7091253724038595
5380,2022,6,DAL,PHI,17,26,26,134.0,4.2583423,1.0,1.0040433952060355,0.16378239615384615,1.0349607621078787,1.0349607621078787
5381,2022,6,DEN,LAC,16,19,23,98.0,-1.5991793,0.0,-0.10457582847405153,-0.0695295347826087,-0.058401695313898334,-0.058401695313898334
5382,2022,6,GB,NYJ,10,27,20,60.0,-7.236143,0.0,-1.1714513344912776,-0.36180715,-1.428093208048842,-1.428093208048842
5384,2022,6,IND,JAX,34,27,17,47.0,-1.0051734,1.0,0.00784823151053162,-0.059127847058823534,-0.009656589114810734,-0.009656589114810734
5385,2022,6,JAX,IND,27,34,32,244.0,11.344586,3.0,2.3452157418008666,0.3545183125,1.9288005643751036,1.9288005643751036
5386,2022,6,KC,BUF,20,24,18,68.0,-1.5015254,0.0,-0.0860934398120391,-0.08341807777777778,-0.12348714310157248,-0.12348714310157248
5387,2022,6,LA,CAR,24,10,27,114.0,-2.5581446,2.0,-0.2860736425703993,-0.0947460962962963,-0.17657328454069232,-0.17657328454069232
5388,2022,6,LAC,DEN,19,16,24,73.0,2.4057703,1.0,0.653417811093556,0.10024042916666666,0.7371860152457556,0.7371860152457556
5389,2022,6,MIA,MIN,16,24,20,73.0,-4.6741085,0.0,-0.6865498877033391,-0.233705425,-0.8277740718443755,-0.8277740718443755
5391,2022,6,MIN,MIA,24,16,15,83.0,-0.8551122,1.0,0.03624944663340926,-0.05700748,0.00028002119382756905,0.00028002119382756905
5392,2022,6,NE,CLE,38,15,26,102.0,1.9019986,3.0,0.5580718560797499,0.07315379230769231,0.6102507499957088,0.6102507499957088
5393,2022,6,NO,CIN,26,30,34,228.0,3.9977956,1.0,0.9547312287282528,0.11758222352941176,0.81845432769103,0.81845432769103
5395,2022,6,NYG,BAL,24,20,28,87.0,-2.6887941,1.0,-0.31080091754351963,-0.09602836071428571,-0.18258232046736017,-0.18258232046736017
5396,2022,6,NYJ,GB,27,10,30,182.0,5.2960906,2.0,1.2004520119017608,0.17653635333333334,1.0947292356173377,1.0947292356173377
5397,2022,6,PHI,DAL,26,17,38,138.0,-2.1836114,1.0,-0.21518791072326138,-0.05746345789473685,-0.001856813855792232,-0.001856813855792232
5398,2022,6,PIT,TB,20,18,27,80.0,-5.805113,0.0,-0.9006085658256162,-0.2150041851851852,-0.7401350323889567,-0.7401350323889567
5400,2022,6,SEA,ARI,19,9,30,136.0,-6.273741,1.0,-0.9893030760694627,-0.2091247,-0.7125821835284334,-0.7125821835284334
5401,2022,6,SF,ATL,14,28,16,50.0,-10.443172,0.0,-1.7784271585837619,-0.65269825,-2.7912871375729527,-2.7912871375729527
5402,2022,6,TB,PIT,18,20,26,75.0,-3.007275,0.0,-0.37107795486847556,-0.11566442307692307,-0.27460218980163725,-0.27460218980163725
5403,2022,6,WAS,CHI,12,7,28,128.0,3.0658197,1.0,0.7783415422187656,0.10949356071428572,0.7805486783000819,0.7805486783000819
5404,2022,7,ARI,NO,42,34,29,140.0,5.885994,2.0,1.3120996154469604,0.2029653103448276,1.218582436219634,1.218582436219634
5405,2022,7,ATL,CIN,17,35,29,107.0,-0.4409374,1.0,0.11463791476024561,-0.015204737931034482,0.19617891334238752,0.19617891334238752
5406,2022,7,BAL,CLE,23,20,43,161.0,-0.20492831,2.0,0.15930598975927654,-0.004765774651162791,0.24509870282252696,0.24509870282252696
5407,2022,7,CAR,TB,21,3,27,173.0,1.5153043,1.0,0.48488446319544287,0.05612238148148148,0.530436978280033,0.530436978280033
5408,2022,7,CHI,NE,33,14,44,244.0,7.1021347,2.0,1.5422715295752427,0.16141215227272726,1.0238531618057969,1.0238531618057969
5409,2022,7,CIN,ATL,35,17,20,79.0,0.3593393,2.0,0.2661016556508062,0.017966964999999998,0.35163043477966544,0.35163043477966544
5410,2022,7,CLE,BAL,20,23,24,113.0,3.8896232,2.0,0.9342580644275678,0.16206763333333332,1.0269249223468935,1.0269249223468935
5411,2022,7,DAL,DET,24,6,30,141.0,-2.896838,2.0,-0.3501761828279665,-0.09656126666666666,-0.18507966108483861,-0.18507966108483861
5412,2022,7,DEN,NYJ,9,16,28,105.0,0.48080492,1.0,0.2890907507910137,0.017171604285714286,0.34790316056090714,0.34790316056090714
5413,2022,7,DET,DAL,6,24,25,117.0,-9.4967375,0.0,-1.5993009765046293,-0.3798695,-1.512738238003144,-1.512738238003144
5414,2022,7,GB,WAS,21,23,12,38.0,-1.6172285,0.0,-0.10799189613175278,-0.13476904166666667,-0.3641315706847648,-0.3641315706847648
5415,2022,7,HOU,LV,20,38,23,108.0,0.66706663,0.0,0.3243434269982215,0.02900289695652174,0.4033477800328258,0.4033477800328258
5416,2022,7,IND,TEN,10,19,17,65.0,-1.002614,0.0,0.008332634340746884,-0.05897729411764705,-0.008951057541366991,-0.008951057541366991
5417,2022,7,JAX,NYG,17,23,22,144.0,-1.8046632,2.0,-0.14346657736975454,-0.08203014545454546,-0.1169829189516394,-0.1169829189516394
5419,2022,7,KC,SF,44,23,18,115.0,5.276578,3.0,1.1967589749927752,0.2931432222222222,1.6411803845529607,1.6411803845529607
5421,2022,7,LAC,SEA,23,37,15,53.0,-6.4289765,1.0,-1.0186836010166673,-0.42859843333333336,-1.7410951252100235,-1.7410951252100235
5422,2022,7,LV,HOU,38,20,25,165.0,4.9944644,3.0,1.1433649661304612,0.199778576,1.203648542010169,1.203648542010169
5423,2022,7,MIA,PIT,16,10,26,112.0,-7.5532975,0.0,-1.2314773317623158,-0.2905114423076923,-1.093982346880249,-1.093982346880249
5424,2022,7,NE,CHI,14,33,18,71.0,-3.5043297,1.0,-0.4651526221544721,-0.19468498333333334,-0.6449137876784121,-0.6449137876784121
5426,2022,7,NO,ARI,34,42,21,86.0,-0.5735017,0.0,0.08954823666948206,-0.027309604761904763,0.13945225177886725,0.13945225177886725
5428,2022,7,NYG,JAX,23,17,39,236.0,10.024285,1.0,2.0953300103263053,0.25703294871794874,1.4719579310833257,1.4719579310833257
5429,2022,7,NYJ,DEN,16,9,23,156.0,3.4423583,1.0,0.8496068245213673,0.14966775217391304,0.9688157442959249,0.9688157442959249
5430,2022,7,PIT,MIA,10,16,23,95.0,-1.011361,0.0,0.006677140257800645,-0.043972217391304344,0.061366767601423206,0.061366767601423206
5431,2022,7,SEA,LAC,37,23,32,215.0,3.2433324,2.0,0.8119383439219562,0.1013541375,0.7424051520267035,0.7424051520267035
5432,2022,7,SF,KC,23,44,20,102.0,1.3372799,0.0,0.45119081499376773,0.066863995,0.5807750681760063,0.5807750681760063
5434,2022,7,TB,CAR,3,21,16,46.0,-7.841968,0.0,-1.286112327151721,-0.490123,-2.029415791592052,-2.029415791592052
5435,2022,7,TEN,IND,19,10,33,140.0,-9.992868,0.0,-1.6932007258037207,-0.3028141818181818,-1.1516362930381605,-1.1516362930381605
5436,2022,7,WAS,GB,23,21,38,166.0,-3.096497,0.0,-0.3879644866014843,-0.08148676315789473,-0.11443648336730855,-0.11443648336730855
5437,2022,8,ARI,MIN,26,34,22,78.0,-2.9609835,0.0,-0.3623166304897508,-0.1345901590909091,-0.36329327882444196,-0.36329327882444196
5438,2022,8,ATL,CAR,37,34,36,168.0,-3.9211679,0.0,-0.5440451765898164,-0.10892133055555556,-0.24300224469727474,-0.24300224469727474
5439,2022,8,BAL,TB,27,22,31,233.0,9.167554,1.0,1.9331814906993927,0.2957275483870968,1.6532912320139774,1.6532912320139774
5440,2022,8,BUF,GB,27,17,26,154.0,5.967154,1.0,1.3274602990838549,0.22950592307692308,1.3429588855583827,1.3429588855583827
5441,2022,8,CAR,ATL,34,37,37,171.0,5.461679,3.0,1.2317919703337412,0.14761294594594596,0.9591863696732119,0.9591863696732119
5442,2022,8,CHI,DAL,29,49,43,240.0,11.495527,2.0,2.373783471579532,0.2673378372093023,1.5202494100451642,1.5202494100451642
5444,2022,8,CIN,CLE,13,32,10,36.0,0.5049313,0.0,0.29365701114689713,0.05049313,0.5040567918552158,0.5040567918552158
5445,2022,8,CLE,CIN,32,13,43,175.0,5.094416,3.0,1.1622822271777926,0.11847479069767441,0.8226371374967208,0.8226371374967208
5447,2022,8,DAL,CHI,49,29,27,202.0,9.843255,4.0,2.0610675096019704,0.364565,1.975882044048513,1.975882044048513
5448,2022,8,DEN,JAX,21,17,28,101.0,-1.5747397,2.0,-0.09995028678094844,-0.056240703571428574,0.0038733417620083928,0.0038733417620083928
5449,2022,8,DET,MIA,27,31,19,82.0,2.2301962,2.0,0.6201879169963102,0.11737874736842105,0.81750078367588,0.81750078367588
5450,2022,8,GB,BUF,17,27,31,208.0,5.258156,0.0,1.193272349635963,0.16961793548387097,1.0623076688719186,1.0623076688719186
5451,2022,8,HOU,TEN,10,17,17,44.0,-4.7615266,0.0,-0.7030950057200764,-0.2800898,-1.0451437281342033,-1.0451437281342033
5453,2022,8,IND,WAS,16,17,28,136.0,-8.945582,1.0,-1.4949869638107605,-0.3194850714285714,-1.2297605653746113,-1.2297605653746113
5454,2022,8,JAX,DEN,17,21,32,191.0,7.584393,1.0,1.6335457678399856,0.23701228125,1.37813569878633,1.37813569878633
5455,2022,8,LA,SF,14,31,20,58.0,-4.976015,1.0,-0.7436899842339217,-0.24880075000000001,-0.8985148246697234,-0.8985148246697234
5456,2022,8,LV,NO,0,24,12,39.0,-7.0204897,0.0,-1.1306358820941325,-0.5850408083333333,-2.4742261695091936,-2.4742261695091936
5458,2022,8,MIA,DET,31,27,23,109.0,2.0534854,1.0,0.5867428862666092,0.08928197391304347,0.685831746659674,0.685831746659674
5459,2022,8,MIN,ARI,34,26,29,173.0,3.8940625,3.0,0.9350982650543453,0.1342780172413793,0.8966953073454127,0.8966953073454127
5460,2022,8,NE,NYJ,22,17,31,133.0,-1.6307845,0.0,-0.1105575618215229,-0.052605951612903226,0.020906767003233125,0.020906767003233125
5461,2022,8,NO,LV,24,0,32,136.0,-0.2047075,1.0,0.15934778119044785,-0.006397109375,0.23745382956048225,0.23745382956048225
5463,2022,8,NYG,SEA,13,27,28,78.0,-6.619709,1.0,-1.0547824377807626,-0.23641817857142858,-0.8404867646729505,-0.8404867646729505
5464,2022,8,NYJ,NE,17,22,15,51.0,-4.4699116,0.0,-0.6479027218515084,-0.29799410666666665,-1.1290481245228794,-1.1290481245228794
5465,2022,8,PHI,PIT,35,13,19,112.0,4.0687065,1.0,0.9681521245058213,0.21414244736842106,1.2709615063940802,1.2709615063940802
5467,2022,8,PIT,PHI,13,35,24,144.0,9.333127,0.0,1.9645185344624718,0.38888029166666666,2.0898300403763765,2.0898300403763765
5470,2022,8,SEA,NYG,27,13,24,88.0,-3.2040493,1.0,-0.4083202881628491,-0.13350205416666666,-0.35819412650450994,-0.35819412650450994
5471,2022,8,SF,LA,31,14,23,111.0,-0.5685312,1.0,0.09048897444692394,-0.02471874782608696,0.15159370418896945,0.15159370418896945
5473,2022,8,TB,BAL,22,27,16,44.0,-1.221616,1.0,-0.03311660713100229,-0.076351,-0.09036891595010098,-0.09036891595010098
5474,2022,8,TEN,HOU,17,10,44,315.0,13.145149,2.0,2.685997883389058,0.29875338636363635,1.6674711225686978,1.6674711225686978
5475,2022,8,WAS,IND,17,16,28,96.0,-5.7067847,1.0,-0.881998537377444,-0.20381373928571428,-0.6876935932427377,-0.6876935932427377
5476,2022,9,ARI,SEA,21,31,21,122.0,-1.6794745,0.0,-0.11977283641837344,-0.0799749761904762,-0.10735184304411334,-0.10735184304411334
5477,2022,9,ATL,LAC,17,20,35,201.0,8.990943,2.0,1.8997553485382839,0.2568840857142857,1.4712603190115774,1.4712603190115774
5478,2022,9,BAL,NO,27,13,40,188.0,5.812781,2.0,1.2982430145215298,0.145319525,0.9484387823068161,0.9484387823068161
5479,2022,9,BUF,NYJ,17,20,22,134.0,11.2441845,2.0,2.3262133307834976,0.5110992954545455,2.662581162827771,2.662581162827771
5480,2022,9,CAR,CIN,21,42,18,64.0,0.25489402,1.0,0.2463339017887207,0.014160778888888888,0.3337936229923483,0.3337936229923483
5482,2022,9,CHI,MIA,32,35,39,253.0,12.249899,1.0,2.5165590954894794,0.31409997435897435,1.7393893613671771,1.7393893613671771
5483,2022,9,CIN,CAR,42,21,37,244.0,16.982279,5.0,3.41222927820962,0.4589805135135135,2.418338533348197,2.418338533348197
5485,2022,9,DET,GB,15,9,31,120.0,-5.661377,0.0,-0.8734044847113646,-0.18262506451612903,-0.5883977645956622,-0.5883977645956622
5486,2022,9,GB,DET,9,15,24,107.0,5.2000265,0.0,1.1822705154877267,0.21666777083333333,1.2827958513343454,1.2827958513343454
5487,2022,9,HOU,PHI,17,29,32,168.0,0.5365876,0.0,0.29964841589572194,0.0167683625,0.3460134611015006,0.3460134611015006
5488,2022,9,IND,NE,3,26,22,78.0,-8.481633,0.0,-1.4071780208258722,-0.38552877272727276,-1.5392591120599286,-1.5392591120599286
5489,2022,9,JAX,LV,27,20,36,169.0,-1.0684571,2.0,-0.004129108251323202,-0.02967936388888889,0.12834692316503507,0.12834692316503507
5490,2022,9,KC,TEN,20,17,20,79.0,4.4756064,1.0,1.0451637143996606,0.22378032,1.3161271696436432,1.3161271696436432
5491,2022,9,LA,TB,13,16,23,69.0,-5.5038395,0.0,-0.8435882735427191,-0.23929736956521738,-0.8539794280259144,-0.8539794280259144
5492,2022,9,LAC,ATL,20,17,24,91.0,-2.9084918,1.0,-0.3523818301291943,-0.12118715833333334,-0.300483212548319,-0.300483212548319
5493,2022,9,LV,JAX,20,27,19,73.0,-4.5457344,0.0,-0.6622532645235578,-0.2392491789473684,-0.8537535938298468,-0.8537535938298468
5494,2022,9,MIA,CHI,35,32,20,81.0,-3.8537433,1.0,-0.531284112642747,-0.192687165,-0.6355514736568005,-0.6355514736568005
5495,2022,9,MIN,WAS,20,17,22,56.0,-5.885934,0.0,-0.9159050888938449,-0.26754245454545456,-0.9863434927358763,-0.9863434927358763
5497,2022,9,NE,IND,26,3,27,72.0,-6.819195,0.0,-1.0925379988451973,-0.25256277777777775,-0.9161446986306926,-0.9161446986306926
5498,2022,9,NO,BAL,13,27,15,48.0,-4.0439205,0.0,-0.567277850988612,-0.26959469999999996,-0.9959608668856174,-0.9959608668856174
5500,2022,9,NYJ,BUF,20,17,33,175.0,5.715236,1.0,1.2797812367324604,0.1731889696969697,1.0790424956212386,1.0790424956212386
5501,2022,9,PHI,HOU,29,17,30,147.0,4.8543515,2.0,1.1168466081912323,0.16181171666666666,1.0257256280183147,1.0257256280183147
5502,2022,9,SEA,ARI,31,21,32,160.0,7.3017387,2.0,1.5800494238169709,0.228179334375,1.3367421341162216,1.3367421341162216
5503,2022,9,TB,LA,16,13,20,51.0,-7.8461256,0.0,-1.2868992120493152,-0.39230628,-1.5710203339449822,-1.5710203339449822
5504,2022,9,TEN,KC,17,20,28,173.0,1.9009562,2.0,0.5578745670627082,0.06789129285714286,0.5855892622254987,0.5855892622254987
5505,2022,9,WAS,MIN,17,20,29,138.0,1.2110873,0.0,0.4273070716975975,0.04176163103448276,0.46313863937327604,0.46313863937327604
5506,2022,10,ARI,LA,27,17,25,79.0,0.2641833,2.0,0.2480920300698263,0.010567332,0.3169537644164049,0.3169537644164049
5507,2022,10,ATL,CAR,15,25,25,138.0,1.1483073,0.0,0.4154250643205123,0.045932292,0.4826834783535552,0.4826834783535552
5508,2022,10,BUF,MIN,30,33,27,175.0,-6.886154,2.0,-1.105210941374064,-0.25504274074074074,-0.9277664720591535,-0.9277664720591535
5509,2022,10,CAR,ATL,25,15,47,232.0,6.6906195,2.0,1.4643864285528996,0.14235360638297873,0.9345396899860612,0.9345396899860612
5510,2022,10,CHI,DET,30,31,35,258.0,8.061133,2.0,1.7237755893906639,0.23031808571428572,1.346764898107543,1.346764898107543
5511,2022,10,CLE,MIA,17,39,23,113.0,0.44493827,1.0,0.2823024774572875,0.019345142173913043,0.35808894367624894,0.35808894367624894
5512,2022,10,DAL,GB,28,31,31,159.0,7.2901926,1.0,1.5778641602716292,0.23516750322580646,1.3694905728134141,1.3694905728134141
5513,2022,10,DEN,TEN,10,17,24,66.0,-2.7365444,0.0,-0.31983834055814264,-0.11402268333333333,-0.2669085558186106,-0.2669085558186106
5514,2022,10,DET,CHI,31,30,30,96.0,-7.023046,2.0,-1.1311196982052834,-0.23410153333333333,-0.8296303420273887,-0.8296303420273887
5515,2022,10,GB,DAL,31,28,38,210.0,7.046053,1.0,1.5316572706851586,0.18542244736842103,1.1363718621735024,1.1363718621735024
5516,2022,10,HOU,NYG,16,24,19,101.0,-4.638092,0.0,-0.6797332531270922,-0.2441101052631579,-0.8765332018878047,-0.8765332018878047
5517,2022,10,IND,LV,25,20,28,209.0,6.998946,2.0,1.5227416013396289,0.24996235714285714,1.4388232373326086,1.4388232373326086
5518,2022,10,JAX,KC,17,27,16,75.0,-1.6667368,0.0,-0.11736204563520847,-0.10417105,-0.22074115242986003,-0.22074115242986003
5519,2022,10,KC,JAX,27,17,26,156.0,-3.3290744,0.0,-0.4319830654887621,-0.1280413230769231,-0.3326036719587984,-0.3326036719587984
5520,2022,10,LA,ARI,17,27,19,67.0,1.32516,1.0,0.44889695164223004,0.06974526315789473,0.5942774656786224,0.5942774656786224
5522,2022,10,LAC,SF,16,22,16,51.0,-0.48153237,0.0,0.10695473965650948,-0.030095773125,0.12639551749169395,0.12639551749169395
5524,2022,10,LV,IND,20,25,24,77.0,-6.299166,1.0,-0.9941151187193892,-0.26246525,-0.9625503467258543,-0.9625503467258543
5525,2022,10,MIA,CLE,39,17,30,195.0,7.8541474,2.0,1.6846006224242671,0.26180491333333333,1.4943206406870093,1.4943206406870093
5527,2022,10,MIN,BUF,33,30,24,148.0,0.55688965,2.0,0.3034908674387285,0.023203735416666666,0.37617134937729824,0.37617134937729824
5528,2022,10,NO,PIT,10,20,15,29.0,-10.913893,0.0,-1.8675177988282492,-0.7275928666666667,-3.1422634541190253,-3.1422634541190253
5530,2022,10,NYG,HOU,24,16,46,192.0,-2.3595705,1.0,-0.24849067154303306,-0.051295010869565213,0.027050187902958843,0.027050187902958843
5531,2022,10,PHI,WAS,21,32,20,94.0,4.29997,1.0,1.0119220291418605,0.2149985,1.2749731992603162,1.2749731992603162
5532,2022,10,PIT,NO,20,10,42,219.0,3.9328213,2.0,0.9424339188856128,0.09363860238095238,0.7062480793719684,0.7062480793719684
5533,2022,10,SEA,TB,16,21,14,39.0,-3.4108336,0.0,-0.447457156242897,-0.24363097142857143,-0.8742878518762784,-0.8742878518762784
5534,2022,10,SF,LAC,22,16,40,158.0,-0.4002775,2.0,0.12233337878941962,-0.0100069375,0.220537204106402,0.220537204106402
5535,2022,10,TB,SEA,21,16,38,164.0,0.70868695,1.0,0.3322206641641445,0.01864965657894737,0.35482971112795625,0.35482971112795625
5537,2022,10,TEN,DEN,17,10,23,63.0,-9.867366,0.0,-1.669447688373983,-0.4290159130434783,-1.7430515474125903,-1.7430515474125903
5538,2022,10,WAS,PHI,32,21,47,156.0,3.071281,2.0,0.7793751708726119,0.06534640425531915,0.5736632297916389,0.5736632297916389
5539,2022,11,ARI,SF,10,38,24,67.0,-4.9949613,1.0,-0.7472758408183191,-0.2081233875,-0.7078897638512531,-0.7078897638512531
5541,2022,11,ATL,CHI,27,24,30,152.0,-2.0964167,1.0,-0.1986850743320104,-0.06988055666666666,-0.060046678269643376,-0.060046678269643376
5542,2022,11,BAL,CAR,13,3,29,116.0,-2.2211542,1.0,-0.22229341926987545,-0.07659152413793104,-0.09149607674921655,-0.09149607674921655
5543,2022,11,BUF,CLE,31,23,33,172.0,0.18581358,1.0,0.2332594465849569,0.0056307145454545455,0.29381944732516646,0.29381944732516646
5544,2022,11,CAR,BAL,3,13,17,36.0,-3.9376593,0.0,-0.5471664084543986,-0.2316270176470588,-0.8180340960025305,-0.8180340960025305
5545,2022,11,CHI,ATL,24,27,41,160.0,0.26575407,2.0,0.24838932061980565,0.0064818065853658536,0.2978078935247009,0.2978078935247009
5546,2022,11,CIN,PIT,37,30,22,64.0,-2.9039266,0.0,-0.35151780113782966,-0.13199666363636364,-0.35113946160595455,-0.35113946160595455
5547,2022,11,CLE,BUF,23,31,25,81.0,-12.2794,0.0,-2.125959408376855,-0.49117600000000006,-2.0343504327955437,-2.0343504327955437
