,season,week,team,opponent,score,opponent_score,total_plays,total_possession_time_seconds,pass_percentage,run_percentage,total_plays_standardized,total_possession_time_standardized,pass_percentage_standardized
20,2014,1,MIA,NE,33,20,75.0,1827.0,0.4782608695652174,0.5217391304347826,1.0200900500741696,0.02690144759227202,-1.0508875174454322
21,2014,1,MIN,LA,34,6,59.0,1697.0,0.4629629629629629,0.5370370370370371,-0.7746026471602862,-0.4572727008243605,-1.195440536376656
22,2014,1,NE,MIA,20,33,82.0,1773.0,0.75,0.25,1.805268105114244,-0.17421704482694456,1.5168305819907721
23,2014,1,NO,ATL,34,37,72.0,1825.0,0.6,0.4,0.6835851693427092,0.01945261453970844,0.09945019110198712
24,2014,1,NYG,DET,14,35,57.0,1436.0,0.6140350877192983,0.3859649122807017,-0.9989392343145931,-1.4293454141839073,0.23207057855356972
25,2014,1,NYJ,LV,19,14,67.0,2090.0,0.5,0.5,0.12274370145694176,1.0064229940043825,-0.8454700694905358
27,2014,1,PHI,JAX,34,17,84.0,1846.0,0.6049382716049383,0.3950617283950617,2.029604692268551,0.097665361591626,0.14611292002013682
28,2014,1,PIT,CLE,30,27,70.0,1947.0,0.546875,0.453125,0.4592485821884022,0.47383143074608663,-0.40253869733779063
30,2014,1,SEA,GB,36,16,68.0,2000.0,0.4603174603174603,0.5396825396825397,0.23491199503409524,0.6712255066390215,-1.2204384268685216
31,2014,1,SF,DAL,28,17,55.0,1716.0,0.4615384615384615,0.5384615384615384,-1.2232758214689001,-0.3865087868250065,-1.208900938949199
32,2014,1,TB,CAR,14,20,55.0,1488.0,0.6909090909090909,0.3090909090909091,-1.2232758214689001,-1.2356757548172543,0.9584686098224631
33,2014,1,TEN,KC,26,10,79.0,2264.0,0.5068493150684932,0.4931506849315068,1.4687632243827835,1.6544714695774136,-0.7807495036965272
34,2014,1,WAS,HOU,6,17,63.0,1854.0,0.6349206349206349,0.365079365079365,-0.3259294728516722,0.1274606938018803,0.4294223455946141
35,2014,2,ARI,NYG,25,14,65.0,1651.0,0.55,0.45,-0.1015928856973652,-0.6285958610333228,-0.37300993919427383
36,2014,2,ATL,CIN,10,24,66.0,1621.0,0.7076923076923077,0.2923076923076923,0.010575407879788277,-0.7403283568217764,1.1170566255862435
37,2014,2,BAL,PIT,26,6,69.0,2108.0,0.4603174603174603,0.5396825396825397,0.34708028861124873,1.0734624914774547,-1.2204384268685216
38,2014,2,BUF,MIA,29,10,65.0,1723.0,0.4482758620689655,0.5517241379310345,-0.1015928856973652,-0.360437871141034,-1.334221928417703
39,2014,2,CAR,DET,24,7,65.0,1759.0,0.6290322580645161,0.3709677419354839,-0.1015928856973652,-0.2263588761948896,0.37378187966110693
40,2014,2,CHI,SF,28,20,52.0,1569.0,0.7,0.3,-1.5597807022003605,-0.9339980161884294,1.04437045169451
41,2014,2,CIN,ATL,24,10,73.0,1979.0,0.3529411764705882,0.6470588235294118,0.7957534629198627,0.5930127595871039,-2.2350586880089525
43,2014,2,CLE,NO,26,24,74.0,1690.0,0.5753424657534246,0.4246575342465753,0.9079217564970161,-0.483343616508333,-0.13354384575644335
45,2014,2,DAL,TEN,26,10,80.0,2471.0,0.4342105263157895,0.5657894736842105,1.580931517959937,2.425425690517744,-1.4671281356698274
46,2014,2,DEN,KC,24,17,47.0,1426.0,0.6,0.4,-2.120622170086128,-1.4665895794467252,0.09945019110198712
