,season,week,team,opponent,score,opponent_score,total_rushes_allowed,total_rush_yards_allowed,rushing_epa_allowed,rush_tds_allowed,ypc_allowed,epa_allowed_per_carry,rush_td_allowed_per_carry,rush_def_win,rush_def_win_pred,rush_def_value
1301,2016,8,TEN,JAX,36,22,12,50.0,1.4537785,0.0,4.166666666666667,0.1211482083333333,0.0,1,0,0.24890279652930733
1302,2016,9,ATL,TB,43,28,21,70.0,-12.640443,0.0,3.333333333333333,-0.6019258571428571,0.0,1,1,0.9596885600013024
1303,2016,9,BAL,PIT,21,14,17,37.0,-5.094391,1.0,2.176470588235294,-0.2996700588235294,0.0588235294117647,1,1,0.7995029922321363
1304,2016,9,BUF,SEA,25,31,11,34.0,0.16008928,2.0,3.090909090909091,0.0145535709090909,0.1818181818181818,1,0,0.3835896946146199
1305,2016,9,CAR,LA,13,10,17,59.0,-4.7449193,0.0,3.4705882352941178,-0.2791129,0.0,1,1,0.7793130222643776
1306,2016,9,CLE,DAL,10,35,39,171.0,5.4944534,2.0,4.384615384615385,0.1408834205128205,0.0512820512820512,0,0,0.22773639197801723
1307,2016,9,DAL,CLE,35,10,13,45.0,-0.42836905,0.0,3.4615384615384617,-0.0329514653846153,0.0,1,0,0.4517719757341958
1308,2016,9,DEN,LV,20,30,40,221.0,5.8443103,3.0,5.525,0.1461077575,0.075,0,0,0.2223505261317973
1309,2016,9,DET,MIN,22,16,25,78.0,-4.628882,1.0,3.12,-0.18515528,0.04,1,1,0.6695693227606999
1310,2016,9,GB,IND,26,31,25,88.0,-0.021094412,2.0,3.52,-0.00084377648,0.08,1,0,0.40532687198348044
1311,2016,9,IND,GB,31,26,18,117.0,0.48370317,0.0,6.5,0.0268723983333333,0.0,0,0,0.36652309998638505
1312,2016,9,JAX,KC,14,19,19,65.0,-2.8692558,0.0,3.421052631578948,-0.1510134631578947,0.0,1,1,0.623494845383537
1313,2016,9,KC,JAX,19,14,32,205.0,-8.405697,0.0,6.40625,-0.26267803125,0.0,0,1,0.762151764559809
1314,2016,9,LA,CAR,10,13,24,60.0,-4.470982,0.0,2.5,-0.1862909166666666,0.0,1,1,0.6710529221402097
1315,2016,9,LAC,TEN,43,35,19,80.0,-5.149935,2.0,4.2105263157894735,-0.2710492105263158,0.1052631578947368,1,1,0.7710057703355997
1316,2016,9,LV,DEN,30,20,12,33.0,-3.2447891,0.0,2.75,-0.2703990916666667,0.0,1,1,0.7703265291290395
1317,2016,9,MIA,NYJ,27,23,21,140.0,4.254845,1.0,6.666666666666667,0.2026116666666667,0.0476190476190476,0,0,0.1699413241161705
1318,2016,9,MIN,DET,16,22,25,97.0,-3.132051,0.0,3.88,-0.12528204,0.0,1,1,0.5871746473235874
1319,2016,9,NO,SF,41,23,17,93.0,-9.637754,0.0,5.470588235294118,-0.5669267058823529,0.0,1,1,0.9508778862125685
1320,2016,9,NYG,PHI,28,23,25,96.0,-7.608898,2.0,3.84,-0.30435592,0.08,1,1,0.8039064996445565
1321,2016,9,NYJ,MIA,23,27,31,138.0,-0.660236,1.0,4.451612903225806,-0.0212979354838709,0.032258064516129,0,0,0.43477297379172697
1322,2016,9,PHI,NYG,23,28,22,58.0,-5.242598,0.0,2.636363636363636,-0.2382999090909091,0.0,1,1,0.7350508651495076
1323,2016,9,PIT,BAL,14,21,27,52.0,-5.9475102,0.0,1.9259259259259256,-0.2202781555555555,0.0,1,1,0.7137906949018689
1324,2016,9,SEA,BUF,31,25,39,164.0,5.9807873,2.0,4.205128205128205,0.1533535205128205,0.0512820512820512,0,0,0.21503234444281188
1325,2016,9,SF,NO,23,41,40,250.0,11.640473,2.0,6.25,0.291011825,0.05,0,0,0.10826182683574453
1326,2016,9,TB,ATL,28,43,32,138.0,2.1753383,1.0,4.3125,0.067979321875,0.03125,0,0,0.31213319595857764
1327,2016,9,TEN,LAC,35,43,36,211.0,3.679475,1.0,5.861111111111111,0.1022076388888889,0.0277777777777777,0,0,0.27041745565227127
1328,2016,10,ARI,SF,23,20,28,83.0,-6.623668,1.0,2.9642857142857144,-0.2365595714285714,0.0357142857142857,1,1,0.733042428554618
1329,2016,10,ATL,PHI,15,24,36,213.0,5.3788614,2.0,5.916666666666667,0.1494128166666666,0.0555555555555555,0,0,0.2189905586780567
1330,2016,10,BAL,CLE,28,7,13,33.0,-4.019815,0.0,2.5384615384615383,-0.3092165384615385,0.0,1,1,0.8083965559709235
1331,2016,10,CAR,KC,17,20,20,91.0,4.4118385,0.0,4.55,0.220591925,0.0,1,0,0.1554692335501638
1332,2016,10,CHI,TB,10,36,31,80.0,-6.8188577,1.0,2.5806451612903225,-0.2199631516129032,0.032258064516129,1,1,0.7134101196959338
1333,2016,10,CIN,NYG,20,21,25,124.0,1.7309053,0.0,4.96,0.069236212,0.0,0,0,0.3105401404856089
1334,2016,10,CLE,BAL,7,28,32,122.0,-2.4698117,0.0,3.8125,-0.077181615625,0.0,0,1,0.516981572436841
1335,2016,10,DAL,PIT,35,30,19,48.0,-5.3479476,1.0,2.526315789473684,-0.2814709263157895,0.0526315789473684,1,1,0.7817010519344202
1336,2016,10,DEN,NO,25,23,21,80.0,-2.845148,0.0,3.809523809523809,-0.1354832380952381,0.0,1,1,0.6017116173991668
1337,2016,10,GB,TEN,25,47,30,155.0,-3.7568665,1.0,5.166666666666667,-0.1252288833333333,0.0333333333333333,0,1,0.5870984744474728
1338,2016,10,HOU,JAX,24,21,22,80.0,-9.40044,0.0,3.636363636363636,-0.4272927272727272,0.0,1,1,0.8945072958558469
1339,2016,10,JAX,HOU,21,24,33,181.0,5.81868,0.0,5.484848484848484,0.1763236363636363,0.0,0,0,0.19299871949231992
1340,2016,10,KC,CAR,20,17,28,100.0,-0.11045693,1.0,3.571428571428572,-0.0039448903571428,0.0357142857142857,1,0,0.40975317059132965
1341,2016,10,LA,NYJ,9,6,25,139.0,-0.8637886,0.0,5.56,-0.034551544,0.0,0,0,0.4541157394578984
1342,2016,10,LAC,MIA,24,31,24,107.0,-0.12845156,1.0,4.458333333333333,-0.0053521483333333,0.0416666666666666,0,0,0.4117666650438148
1343,2016,10,MIA,LAC,31,24,24,70.0,-7.2989316,0.0,2.9166666666666665,-0.30412215,0.0,1,1,0.8036885596460618
1344,2016,10,MIN,WAS,20,26,27,129.0,-3.5682986,0.0,4.777777777777778,-0.1321592074074074,0.0,0,1,0.5969931279735132
1345,2016,10,NE,SEA,24,31,26,96.0,0.11373024,0.0,3.692307692307693,0.00437424,0.0,1,0,0.39791401772072454
1346,2016,10,NO,DEN,23,25,35,105.0,-7.262297,0.0,3.0,-0.2074942,0.0,1,1,0.6981058231137424
1347,2016,10,NYG,CIN,21,20,23,78.0,-2.6889815,1.0,3.391304347826087,-0.1169122391304347,0.0434782608695652,1,1,0.5751316624945297
1348,2016,10,NYJ,LA,6,9,31,128.0,-2.9057553,0.0,4.129032258064516,-0.0937340419354838,0.0,0,1,0.5413557911088615
1349,2016,10,PHI,ATL,24,15,13,48.0,-1.6209012,0.0,3.692307692307693,-0.1246847076923076,0.0,1,1,0.5863184379430731
1350,2016,10,PIT,DAL,30,35,25,127.0,7.25617,2.0,5.08,0.2902468,0.08,0,0,0.10869920262965181
1351,2016,10,SEA,NE,31,24,28,81.0,-3.975653,3.0,2.892857142857143,-0.1419876071428571,0.1071428571428571,1,1,0.6108894435490203
1352,2016,10,SF,ARI,20,23,23,80.0,-2.9372869,1.0,3.4782608695652173,-0.1277081260869565,0.0434782608695652,1,1,0.5906467044356181
1353,2016,10,TB,CHI,36,10,20,122.0,-2.6120713,0.0,6.1,-0.130603565,0.0,0,1,0.5947786411162819
1354,2016,10,TEN,GB,47,25,14,69.0,1.8382735,1.0,4.928571428571429,0.1313052499999999,0.0714285714285714,1,0,0.23784769206014225
1355,2016,10,WAS,MIN,26,20,21,47.0,-7.0432673,1.0,2.238095238095238,-0.335393680952381,0.0476190476190476,1,1,0.8312301610674983
1356,2016,11,ARI,MIN,24,30,23,73.0,-4.8650513,1.0,3.1739130434782608,-0.2115239695652174,0.0434782608695652,1,1,0.7031025786560138
1357,2016,11,BAL,DAL,17,27,30,118.0,-4.657487,0.0,3.933333333333333,-0.1552495666666666,0.0,0,1,0.6293549289081244
1358,2016,11,BUF,CIN,16,12,27,93.0,0.5570315,1.0,3.4444444444444446,0.0206307962962962,0.037037037037037,1,0,0.3751314499181949
1359,2016,11,CAR,NO,23,20,24,108.0,0.94848776,0.0,4.5,0.0395203233333333,0.0,0,0,0.34934261055043625
1360,2016,11,CHI,NYG,16,22,26,105.0,0.45130453,1.0,4.038461538461538,0.0173578665384615,0.0384615384615384,1,0,0.37967758998641
1361,2016,11,CIN,BUF,12,16,34,183.0,4.7376003,1.0,5.382352941176471,0.1393411852941176,0.0294117647058823,0,0,0.2293437847771806
1362,2016,11,CLE,PIT,9,24,28,146.0,5.739711,1.0,5.214285714285714,0.2049896785714285,0.0357142857142857,0,0,0.1679675321889155
1363,2016,11,DAL,BAL,27,17,16,101.0,2.1371162,1.0,6.3125,0.1335697625,0.0625,1,0,0.23542953438217204
1364,2016,11,DET,JAX,26,19,26,85.0,-12.33065,0.0,3.269230769230769,-0.4742557692307692,0.0,1,1,0.9179830417911391
1365,2016,11,GB,WAS,24,42,30,153.0,3.5166237,3.0,5.1,0.1172207899999999,0.1,0,0,0.25326845484335686
1366,2016,11,HOU,LV,20,27,18,32.0,-5.0272093,0.0,1.7777777777777777,-0.2792894055555555,0.0,1,1,0.7794924202217017
1367,2016,11,IND,TEN,24,17,27,97.0,-7.9495287,0.0,3.592592592592593,-0.2944269888888889,0.0,1,1,0.7944885116208825
1368,2016,11,JAX,DET,19,26,20,15.0,-14.923418,1.0,0.75,-0.7461709,0.05,1,1,0.982409977076309
1369,2016,11,KC,TB,17,19,34,116.0,-3.9924576,0.0,3.411764705882353,-0.1174252235294117,0.0,0,1,0.5758725010854776
1370,2016,11,LA,MIA,10,14,19,98.0,-0.29117537,0.0,5.157894736842105,-0.0153250194736842,0.0,1,0,0.4261168222871986
1371,2016,11,LV,HOU,27,20,33,124.0,-5.5706205,1.0,3.757575757575758,-0.1688066818181818,0.0303030303030303,0,1,0.6478480043826161
1372,2016,11,MIA,LA,14,10,27,103.0,-2.6282792,1.0,3.814814814814815,-0.097343674074074,0.037037037037037,1,1,0.5466490016335009
1373,2016,11,MIN,ARI,30,24,28,135.0,1.9323477,1.0,4.821428571428571,0.0690124178571428,0.0357142857142857,0,0,0.310823463150126
1374,2016,11,NE,SF,30,17,27,122.0,-1.0947498,0.0,4.518518518518518,-0.0405462888888888,0.0,0,0,0.46291398609626866
1375,2016,11,NO,CAR,20,23,27,50.0,-4.3282094,1.0,1.851851851851852,-0.1603040518518518,0.037037037037037,1,1,0.6362974999623208
1376,2016,11,NYG,CHI,22,16,25,93.0,-0.85785604,1.0,3.72,-0.0343142416,0.04,1,0,0.4537680125505838
1377,2016,11,PHI,SEA,15,26,27,156.0,-1.7408029,1.0,5.777777777777778,-0.0644741814814814,0.037037037037037,0,0,0.4982081419877057
1378,2016,11,PIT,CLE,24,9,13,33.0,-4.8801184,0.0,2.5384615384615383,-0.375393723076923,0.0,1,1,0.8618606624431359
1379,2016,11,SEA,PHI,26,15,26,113.0,-0.37379596,0.0,4.346153846153846,-0.0143767676923076,0.0,0,0,0.424746597120145
1380,2016,11,SF,NE,17,30,29,172.0,3.8704166,0.0,5.931034482758621,0.1334626413793103,0.0,0,0,0.23554353924760216
1381,2016,11,TB,KC,19,17,20,83.0,0.39356768,1.0,4.15,0.019678384,0.05,1,0,0.37645213260179006
1382,2016,11,TEN,IND,17,24,24,80.0,-2.3711538,1.0,3.333333333333333,-0.098798075,0.0416666666666666,1,1,0.5487788442849834
1383,2016,11,WAS,GB,42,24,19,84.0,1.3277881,0.0,4.421052631578948,0.0698835842105263,0.0,1,0,0.30972136930438193
1384,2016,12,ARI,ATL,19,38,28,118.0,2.2038329,3.0,4.214285714285714,0.0787083178571428,0.1071428571428571,0,0,0.29868040343595026
1385,2016,12,ATL,ARI,38,19,14,58.0,-3.2370036,0.0,4.142857142857143,-0.2312145428571428,0.0,1,1,0.7268138091289581
1386,2016,12,BAL,CIN,19,14,20,64.0,-8.820113,0.0,3.2,-0.4410056499999999,0.0,1,1,0.9019158190120895
1387,2016,12,BUF,JAX,28,21,36,184.0,4.7931256,1.0,5.111111111111111,0.1331423777777777,0.0277777777777777,0,0,0.2358846111679074
1388,2016,12,CAR,LV,32,35,29,65.0,-10.4692955,1.0,2.2413793103448274,-0.3610101896551724,0.0344827586206896,1,1,0.8514226059798121
1389,2016,12,CHI,TEN,21,27,28,150.0,1.5949581,1.0,5.357142857142857,0.0569627892857142,0.0357142857142857,0,0,0.32628387114962054
1390,2016,12,CIN,BAL,14,19,30,92.0,-4.6015396,0.0,3.066666666666667,-0.1533846533333333,0.0,1,1,0.6267796459483069
1391,2016,12,CLE,NYG,13,27,25,106.0,-5.852104,0.0,4.24,-0.2340841599999999,0.0,0,1,0.7301690582697148
1392,2016,12,DAL,WAS,31,26,19,56.0,-1.5278885,0.0,2.9473684210526314,-0.0804151842105263,0.0,1,1,0.5217531691794595
1393,2016,12,DEN,KC,27,30,25,84.0,0.14922898,1.0,3.36,0.0059691592,0.04,1,0,0.3956573766742999
1394,2016,12,DET,MIN,16,13,16,82.0,2.2826455,1.0,5.125,0.14266534375,0.0625,1,0,0.22588909681319888
1395,2016,12,GB,PHI,27,13,18,81.0,4.961702,1.0,4.5,0.2756501111111111,0.0555555555555555,1,0,0.11734570339922784
1396,2016,12,HOU,LAC,13,21,18,67.0,-2.3622453,0.0,3.7222222222222223,-0.13123585,0.0,1,1,0.5956791817341114
1397,2016,12,IND,PIT,7,28,29,148.0,7.305763,1.0,5.103448275862069,0.2519228620689655,0.0344827586206896,0,0,0.13267101364368833
1398,2016,12,JAX,BUF,21,28,29,156.0,4.8615184,3.0,5.379310344827586,0.1676385655172413,0.1034482758620689,0,0,0.20112144972872828
1399,2016,12,KC,DEN,30,27,37,125.0,-7.1124372,0.0,3.3783783783783785,-0.1922280324324324,0.0,0,1,0.678753292113677
1400,2016,12,LA,NO,21,49,32,209.0,5.395913,2.0,6.53125,0.16862228125,0.0625,0,0,0.2001887315466447
1401,2016,12,LAC,HOU,21,13,27,114.0,-10.467656,1.0,4.222222222222222,-0.3876909629629629,0.037037037037037,0,1,0.8702900534052784
1402,2016,12,LV,CAR,35,32,25,129.0,4.430331,3.0,5.16,0.17721324,0.12,0,0,0.1921809692712364
1403,2016,12,MIA,SF,31,24,25,193.0,4.7897882,0.0,7.72,0.191591528,0.0,0,0,0.17932936485470594
1404,2016,12,MIN,DET,13,16,18,96.0,0.06821098,0.0,5.333333333333333,0.0037894988888888,0.0,1,0,0.39874245817190757
1405,2016,12,NE,NYJ,22,17,22,65.0,-1.2627584,0.0,2.9545454545454546,-0.057398109090909,0.0,1,0,0.4877530490542848
1406,2016,12,NO,LA,49,21,17,69.0,-4.541657,0.0,4.0588235294117645,-0.2671562941176471,0.0,1,1,0.7669173829110607
1407,2016,12,NYG,CLE,27,13,21,58.0,-8.143448,0.0,2.761904761904762,-0.387783238095238,0.0,1,1,0.8703516180415404
1408,2016,12,NYJ,NE,17,22,18,95.0,2.0587313,0.0,5.277777777777778,0.1143739611111111,0.0,1,0,0.2564644108135645
1409,2016,12,PHI,GB,13,27,25,77.0,-2.031175,1.0,3.08,-0.081247,0.04,1,1,0.5229800265992537
1410,2016,12,PIT,IND,28,7,23,91.0,-6.830809,0.0,3.9565217391304346,-0.2969916956521739,0.0,1,1,0.7969529360148402
1411,2016,12,SEA,TB,5,14,32,122.0,-7.8096633,0.0,3.8125,-0.244051978125,0.0,0,1,0.7416199101815036
1412,2016,12,SF,MIA,24,31,26,95.0,-0.35775673,1.0,3.6538461538461537,-0.0137598742307692,0.0384615384615384,1,0,0.42385580434126496
1413,2016,12,TB,SEA,14,5,22,127.0,2.9488633,0.0,5.7727272727272725,0.1340392409090909,0.0,0,0,0.23493033722802398
1414,2016,12,TEN,CHI,27,21,22,95.0,-4.5793567,0.0,4.318181818181818,-0.2081525772727272,0.0,1,1,0.698925443252715
1415,2016,12,WAS,DAL,26,31,27,167.0,6.662505,3.0,6.185185185185185,0.2467594444444444,0.1111111111111111,0,0,0.1362228832367937
1416,2016,13,ARI,WAS,31,23,17,88.0,3.0572803,1.0,5.176470588235294,0.1798400176470588,0.0588235294117647,1,0,0.18978177604381702
1417,2016,13,ATL,KC,28,29,19,126.0,5.719885,2.0,6.631578947368421,0.3010465789473684,0.1052631578947368,0,0,0.10266662980338329
1418,2016,13,BAL,MIA,38,6,16,62.0,-2.7070465,0.0,3.875,-0.16919040625,0.0,1,1,0.6483653419087398
1419,2016,13,BUF,LV,24,38,32,139.0,-0.4882195,2.0,4.34375,-0.015256859375,0.0625,0,0,0.42601829273364084
1420,2016,13,CAR,SEA,7,40,29,240.0,9.669782,3.0,8.275862068965518,0.3334407586206896,0.1034482758620689,0,0,0.08631849015648534
1421,2016,13,CHI,SF,26,6,33,142.0,0.034525055,0.0,4.303030303030303,0.0010462137878787,0.0,0,0,0.40263672073212803
1422,2016,13,CIN,PHI,32,14,18,54.0,0.07045967,1.0,3.0,0.0039144261111111,0.0555555555555555,1,0,0.39856541683830615
1423,2016,13,DAL,MIN,17,15,19,87.0,-1.6290358,0.0,4.578947368421052,-0.0857387263157894,0.0,1,1,0.529599776765321
1424,2016,13,DEN,JAX,20,10,38,154.0,1.6799517,1.0,4.052631578947368,0.0442092552631578,0.0263157894736842,0,0,0.34306871347630696
1425,2016,13,DET,NO,28,13,12,50.0,-0.3285408,1.0,4.166666666666667,-0.0273784,0.0833333333333333,1,0,0.44362600186795614
1426,2016,13,GB,HOU,21,13,27,123.0,0.42374915,0.0,4.555555555555555,0.0156944129629629,0.0,0,0,0.38199632349379997
1427,2016,13,HOU,GB,13,21,26,109.0,-8.228956,1.0,4.1923076923076925,-0.3164983076923077,0.0384615384615384,0,1,0.8149756807218034
1428,2016,13,IND,NYJ,41,10,13,37.0,-4.78979,0.0,2.8461538461538463,-0.3684453846153846,0.0,1,1,0.8568973222091967
1429,2016,13,JAX,DEN,10,20,28,104.0,-4.714002,1.0,3.7142857142857135,-0.1683572142857143,0.0357142857142857,1,1,0.6472415906132423
1430,2016,13,KC,ATL,29,28,30,128.0,2.856216,2.0,4.266666666666667,0.0952071999999999,0.0666666666666666,0,0,0.2786591177256826
1431,2016,13,LA,NE,10,26,27,135.0,3.7053254,1.0,5.0,0.137234274074074,0.037037037037037,0,0,0.2315525614984749
1432,2016,13,LAC,TB,21,28,27,85.0,-0.7283839,1.0,3.1481481481481484,-0.0269771814814814,0.037037037037037,1,0,0.4430406680924511
1433,2016,13,LV,BUF,38,24,30,212.0,14.483705,3.0,7.066666666666666,0.4827901666666667,0.1,0,0,0.0376039858952991
1434,2016,13,MIA,BAL,6,38,17,113.0,5.349945,1.0,6.647058823529412,0.3147026470588235,0.0588235294117647,0,0,0.09546441917625939
1435,2016,13,MIN,DAL,15,17,27,141.0,-2.3846385,1.0,5.222222222222222,-0.0883199444444444,0.037037037037037,0,1,0.53339933016788
1436,2016,13,NE,LA,26,10,12,37.0,-1.971386,0.0,3.083333333333333,-0.1642821666666666,0.0,1,1,0.6417221426075495
1437,2016,13,NO,DET,13,28,23,85.0,-0.81240064,0.0,3.695652173913044,-0.0353217669565217,0.0,1,0,0.455244678888143
1438,2016,13,NYG,PIT,14,24,29,118.0,-9.086656,0.0,4.068965517241379,-0.3133329655172414,0.0,0,1,0.8121374633054335
1439,2016,13,NYJ,IND,10,41,37,142.0,-5.5926614,1.0,3.8378378378378377,-0.1511530108108108,0.027027027027027,0,1,0.6236884782741302
1440,2016,13,PHI,CIN,14,32,32,81.0,-5.446014,1.0,2.53125,-0.1701879375,0.03125,1,1,0.6497085830553707
1441,2016,13,PIT,NYG,24,14,13,57.0,1.4924511,0.0,4.384615384615385,0.1148039307692307,0.0,1,0,0.2559800212700445
1442,2016,13,SEA,CAR,40,7,21,89.0,-8.030178,0.0,4.238095238095238,-0.3823894285714285,0.0,1,1,0.8667109899833374
1443,2016,13,SF,CHI,6,26,38,144.0,-4.976684,3.0,3.789473684210526,-0.1309653684210526,0.0789473684210526,0,1,0.5952940231006355
1444,2016,13,TB,LAC,28,21,25,119.0,3.9828134,1.0,4.76,0.159312536,0.04,0,0,0.20914601237338315
1445,2016,13,WAS,ARI,23,31,23,89.0,0.7429314,1.0,3.869565217391304,0.0323013652173913,0.0434782608695652,1,0,0.3591039721099744
1446,2016,14,ARI,MIA,23,26,31,83.0,-15.496811,0.0,2.677419354838709,-0.499897129032258,0.0,1,1,0.9286961680781166
1447,2016,14,ATL,LA,42,14,23,104.0,-2.7866325,2.0,4.521739130434782,-0.1211579347826087,0.0869565217391304,1,1,0.5812527225896157
1448,2016,14,BAL,NE,23,30,25,96.0,-1.8623513,1.0,3.84,-0.074494052,0.04,1,1,0.5130132894873426
1449,2016,14,BUF,PIT,20,27,39,242.0,11.532565,3.0,6.205128205128205,0.2957067948717948,0.0769230769230769,0,0,0.10561138264436418
1450,2016,14,CAR,LAC,28,16,20,58.0,-3.5785367,0.0,2.9,-0.178926835,0.0,1,1,0.6613729211338443
1451,2016,14,CHI,DET,17,20,27,115.0,-0.09264871,1.0,4.25925925925926,-0.0034314337037037,0.037037037037037,0,0,0.4090192694639586
1452,2016,14,CIN,CLE,23,10,22,169.0,6.0217633,1.0,7.681818181818182,0.2737165136363636,0.0454545454545454,0,0,0.11853480769708681
1453,2016,14,CLE,CIN,10,23,38,213.0,6.617581,1.0,5.605263157894737,0.1741468684210526,0.0263157894736842,0,0,0.1950108256971104
1454,2016,14,DAL,NYG,7,10,31,95.0,-8.846603,0.0,3.064516129032258,-0.2853742903225806,0.0,1,1,0.7856130214410978
1455,2016,14,DEN,TEN,10,13,39,183.0,6.3650584,1.0,4.6923076923076925,0.1632066256410256,0.0256410256410256,0,0,0.2053639232152983
1456,2016,14,DET,CHI,20,17,17,92.0,-0.45010993,0.0,5.411764705882353,-0.0264770547058823,0.0,1,0,0.44231125961917866
1457,2016,14,GB,SEA,38,10,26,136.0,-0.6784551,0.0,5.230769230769231,-0.0260944269230769,0.0,0,0,0.4417533850217827
1458,2016,14,HOU,IND,22,17,14,84.0,2.1648362,0.0,6.0,0.1546311571428571,0.0,1,0,0.2137602358391239
1459,2016,14,IND,HOU,17,22,39,187.0,3.017006,1.0,4.794871794871795,0.0773591282051282,0.0256410256410256,0,0,0.3003537594844925
1460,2016,14,JAX,MIN,16,25,27,87.0,-11.814707,1.0,3.2222222222222223,-0.4375817407407407,0.037037037037037,1,1,0.9001106546695024
1461,2016,14,KC,LV,21,13,31,135.0,1.106861,1.0,4.354838709677419,0.0357051935483871,0.032258064516129,0,0,0.3544862437824311
1462,2016,14,LA,ATL,14,42,25,66.0,-4.3577013,1.0,2.64,-0.174308052,0.04,1,1,0.6552312947203031
1463,2016,14,LAC,CAR,16,28,38,126.0,-3.4573333,1.0,3.3157894736842106,-0.0909824552631579,0.0263157894736842,0,1,0.5373144861260575
1464,2016,14,LV,KC,13,21,24,68.0,-5.1026516,1.0,2.833333333333333,-0.2126104833333333,0.0416666666666666,1,1,0.7044416069423168
1465,2016,14,MIA,ARI,26,23,26,176.0,-6.5363717,1.0,6.769230769230769,-0.2513989115384615,0.0384615384615384,0,1,0.7498545073443476
1466,2016,14,MIN,JAX,25,16,24,85.0,-1.6537659,0.0,3.5416666666666665,-0.0689069125,0.0,1,1,0.5047590034631891
1467,2016,14,NE,BAL,30,23,14,42.0,-2.4504147,0.0,3.0,-0.1750296214285714,0.0,1,1,0.6561942575628784
1468,2016,14,NO,TB,11,16,33,106.0,-5.439052,1.0,3.212121212121212,-0.1648197575757576,0.0303030303030303,0,1,0.6424524741396392
1469,2016,14,NYG,DAL,10,7,25,108.0,1.6225797,0.0,4.32,0.064903188,0.0,0,0,0.3160508024162226
1470,2016,14,NYJ,SF,23,17,27,248.0,7.414133,1.0,9.185185185185183,0.2745975185185185,0.037037037037037,0,0,0.11799172806629035
1471,2016,14,PHI,WAS,22,27,21,109.0,4.8792543,2.0,5.190476190476191,0.2323454428571428,0.0952380952380952,0,0,0.146563278359523
1472,2016,14,PIT,BUF,27,20,18,67.0,-3.261525,1.0,3.7222222222222223,-0.1811958333333333,0.0555555555555555,1,1,0.6643703840193397
1473,2016,14,SEA,GB,10,38,27,96.0,-4.069716,2.0,3.555555555555556,-0.1507302222222222,0.074074074074074,1,1,0.6231017059669894
1474,2016,14,SF,NYJ,17,23,41,190.0,7.740499,2.0,4.634146341463414,0.1887926585365853,0.048780487804878,0,0,0.1817773027942888
1475,2016,14,TB,NO,16,11,16,46.0,-2.8944423,0.0,2.875,-0.18090264375,0.0,1,1,0.6639838036698915
1476,2016,14,TEN,DEN,13,10,9,18.0,-10.153645,0.0,2.0,-1.1281827777777778,0.0,1,1,0.9981318500931016
1477,2016,14,WAS,PHI,27,22,26,95.0,-6.634068,0.0,3.6538461538461537,-0.2551564615384615,0.0,1,1,0.7539978429762445
1478,2016,15,ARI,NO,41,48,30,132.0,3.3515007,2.0,4.4,0.11171669,0.0666666666666666,0,0,0.25947130012530956
1479,2016,15,ATL,SF,41,13,20,107.0,-4.2606654,0.0,5.35,-0.21303327,0.0,0,1,0.7049617042030122
1480,2016,15,BAL,PHI,27,26,38,172.0,4.9986477,2.0,4.526315789473684,0.1315433605263158,0.0526315789473684,0,0,0.237592624003894
1481,2016,15,BUF,CLE,33,13,21,107.0,0.66587555,1.0,5.095238095238095,0.0317083595238095,0.0476190476190476,0,0,0.3599111659345015
1482,2016,15,CAR,WAS,26,15,12,30.0,-3.8701007,1.0,2.5,-0.3225083916666666,0.0833333333333333,1,1,0.8202732037979487
1483,2016,15,CHI,GB,27,30,23,226.0,9.925717,3.0,9.826086956521738,0.4315529130434782,0.1304347826086956,0,0,0.050238588322104843
1484,2016,15,CIN,PIT,20,24,26,102.0,-2.9793243,0.0,3.923076923076923,-0.1145893961538461,0.0,1,1,0.5717728944697523
1485,2016,15,CLE,BUF,13,33,40,280.0,9.270972,3.0,7.0,0.2317743,0.075,0,0,0.14698609926870287
1486,2016,15,DAL,TB,26,20,20,52.0,-4.848503,0.0,2.6,-0.24242515,0.0,1,1,0.7397728283698146
1487,2016,15,DEN,NE,3,16,38,137.0,-5.041135,1.0,3.6052631578947367,-0.132661447368421,0.0263157894736842,0,1,0.5977072373702635
1488,2016,15,DET,NYG,6,17,32,114.0,-4.1639924,0.0,3.5625,-0.1301247625,0.0,0,1,0.5940962750857661
1489,2016,15,GB,CHI,30,27,19,95.0,0.73709464,1.0,5.0,0.0387944547368421,0.0526315789473684,1,0,0.3503185866461648
1490,2016,15,HOU,JAX,21,20,20,67.0,-3.5382643,1.0,3.35,-0.1769132149999999,0.05,1,1,0.6587019292017775
1491,2016,15,IND,MIN,34,6,9,34.0,-7.4383163,0.0,3.7777777777777777,-0.826479588888889,0.0,1,1,0.988984997749655
1492,2016,15,JAX,HOU,20,21,29,82.0,-7.251936,1.0,2.827586206896552,-0.2500667586206896,0.0344827586206896,1,1,0.7483744656604862
1493,2016,15,KC,TEN,17,19,28,150.0,6.2546225,2.0,5.357142857142857,0.223379375,0.0714285714285714,0,0,0.15331795959176503
1494,2016,15,LA,SEA,3,24,27,75.0,-1.9588851,0.0,2.7777777777777777,-0.0725513,0.0,1,1,0.5101436965698403
1495,2016,15,LAC,LV,16,19,26,154.0,-6.405552,0.0,5.923076923076923,-0.2463673846153846,0.0,0,1,0.744234021402347
1496,2016,15,LV,LAC,19,16,22,73.0,-8.526858,0.0,3.3181818181818183,-0.3875844545454546,0.0,1,1,0.870218961599185
