,season,week,team,opponent,score,opponent_score,total_rushes_allowed,total_rush_yards_allowed,rushing_epa_allowed,rush_tds_allowed,ypc_allowed,epa_allowed_per_carry,rush_td_allowed_per_carry,rush_def_win
1576,2016,10,LAC,MIA,24,31,24,107.0,-0.12845162,1.0,4.458333333333333,-0.005352150833333333,0.041666666666666664,0
1577,2016,10,MIA,LAC,31,24,24,70.0,-7.2989316,0.0,2.9166666666666665,-0.30412215000000004,0.0,1
1578,2016,10,MIN,WAS,20,26,27,129.0,-3.5682983,0.0,4.777777777777778,-0.1321591962962963,0.0,0
1579,2016,10,NE,SEA,24,31,26,96.0,0.11373016,0.0,3.6923076923076925,0.004374236923076923,0.0,1
1580,2016,10,NO,DEN,23,25,35,105.0,-7.262297,0.0,3.0,-0.20749420000000002,0.0,1
1581,2016,10,NYG,CIN,21,20,23,78.0,-2.6889813,1.0,3.391304347826087,-0.1169122304347826,0.043478260869565216,1
1582,2016,10,NYJ,LA,6,9,31,128.0,-2.9057555,0.0,4.129032258064516,-0.09373404838709679,0.0,0
1583,2016,10,PHI,ATL,24,15,13,48.0,-1.6209012,0.0,3.6923076923076925,-0.12468470769230769,0.0,1
1584,2016,10,PIT,DAL,30,35,25,127.0,7.2561703,2.0,5.08,0.290246812,0.08,0
1585,2016,10,SEA,NE,31,24,28,81.0,-3.9756532,3.0,2.892857142857143,-0.1419876142857143,0.10714285714285714,1
1586,2016,10,SF,ARI,20,23,23,80.0,-2.937287,1.0,3.4782608695652173,-0.1277081304347826,0.043478260869565216,1
1587,2016,10,TB,CHI,36,10,20,122.0,-2.6120713,0.0,6.1,-0.130603565,0.0,0
1588,2016,10,TEN,GB,47,25,14,69.0,1.8382734,1.0,4.928571428571429,0.13130524285714287,0.07142857142857142,1
1590,2016,10,WAS,MIN,26,20,21,47.0,-7.0432673,1.0,2.238095238095238,-0.335393680952381,0.047619047619047616,1
1591,2016,11,ARI,MIN,24,30,23,73.0,-4.8650513,1.0,3.1739130434782608,-0.2115239695652174,0.043478260869565216,1
1592,2016,11,BAL,DAL,17,27,30,118.0,-4.657487,0.0,3.933333333333333,-0.15524956666666664,0.0,0
1593,2016,11,BUF,CIN,16,12,27,93.0,0.5570315,1.0,3.4444444444444446,0.020630796296296296,0.037037037037037035,1
1594,2016,11,CAR,NO,23,20,24,108.0,0.9484878,0.0,4.5,0.039520325,0.0,0
1595,2016,11,CHI,NYG,16,22,26,105.0,0.4513047,1.0,4.038461538461538,0.01735787307692308,0.038461538461538464,1
1596,2016,11,CIN,BUF,12,16,34,183.0,4.7376003,1.0,5.382352941176471,0.13934118529411765,0.029411764705882353,0
1597,2016,11,CLE,PIT,9,24,28,146.0,5.739711,1.0,5.214285714285714,0.20498967857142855,0.03571428571428571,0
1599,2016,11,DAL,BAL,27,17,16,101.0,2.1371162,1.0,6.3125,0.1335697625,0.0625,1
1600,2016,11,DET,JAX,26,19,26,85.0,-12.33065,0.0,3.269230769230769,-0.47425576923076923,0.0,1
1601,2016,11,GB,WAS,24,42,30,153.0,3.5166237,3.0,5.1,0.11722078999999999,0.1,0
1603,2016,11,HOU,LV,20,27,18,32.0,-5.0272093,0.0,1.7777777777777777,-0.27928940555555554,0.0,1
1604,2016,11,IND,TEN,24,17,27,97.0,-7.9495287,0.0,3.5925925925925926,-0.2944269888888889,0.0,1
1605,2016,11,JAX,DET,19,26,20,15.0,-14.923418,1.0,0.75,-0.7461709,0.05,1
1606,2016,11,KC,TB,17,19,34,116.0,-3.9924576,0.0,3.411764705882353,-0.11742522352941176,0.0,0
1607,2016,11,LA,MIA,10,14,19,98.0,-0.29117525,0.0,5.157894736842105,-0.015325013157894737,0.0,1
1608,2016,11,LV,HOU,27,20,33,124.0,-5.5706205,1.0,3.757575757575758,-0.16880668181818184,0.030303030303030304,0
1609,2016,11,MIA,LA,14,10,27,103.0,-2.6282792,1.0,3.814814814814815,-0.09734367407407409,0.037037037037037035,1
1610,2016,11,MIN,ARI,30,24,28,135.0,1.9323478,1.0,4.821428571428571,0.06901242142857143,0.03571428571428571,0
1611,2016,11,NE,SF,30,17,27,122.0,-1.0947498,0.0,4.518518518518518,-0.040546288888888886,0.0,0
1612,2016,11,NO,CAR,20,23,27,50.0,-4.3282094,1.0,1.8518518518518519,-0.16030405185185187,0.037037037037037035,1
1613,2016,11,NYG,CHI,22,16,25,93.0,-0.8578559,1.0,3.72,-0.034314236,0.04,1
1614,2016,11,PHI,SEA,15,26,27,156.0,-1.7408026,1.0,5.777777777777778,-0.06447417037037037,0.037037037037037035,0
1615,2016,11,PIT,CLE,24,9,13,33.0,-4.8801184,0.0,2.5384615384615383,-0.37539372307692304,0.0,1
1616,2016,11,SEA,PHI,26,15,26,113.0,-0.373796,0.0,4.346153846153846,-0.014376769230769231,0.0,0
1618,2016,11,SF,NE,17,30,29,172.0,3.8704169,0.0,5.931034482758621,0.13346265172413793,0.0,0
1619,2016,11,TB,KC,19,17,20,83.0,0.39356768,1.0,4.15,0.019678384,0.05,1
1620,2016,11,TEN,IND,17,24,24,80.0,-2.3711538,1.0,3.3333333333333335,-0.098798075,0.041666666666666664,1
1621,2016,11,WAS,GB,42,24,19,84.0,1.3277881,0.0,4.421052631578948,0.06988358421052632,0.0,1
1622,2016,12,ARI,ATL,19,38,28,118.0,2.203833,3.0,4.214285714285714,0.07870832142857143,0.10714285714285714,0
1623,2016,12,ATL,ARI,38,19,14,58.0,-3.2370036,0.0,4.142857142857143,-0.23121454285714285,0.0,1
1624,2016,12,BAL,CIN,19,14,20,64.0,-8.820113,0.0,3.2,-0.44100564999999997,0.0,1
1625,2016,12,BUF,JAX,28,21,36,184.0,4.793126,1.0,5.111111111111111,0.13314238888888888,0.027777777777777776,0
1626,2016,12,CAR,LV,32,35,29,65.0,-10.4692955,1.0,2.2413793103448274,-0.3610101896551724,0.034482758620689655,1
1627,2016,12,CHI,TEN,21,27,28,150.0,1.5949581,1.0,5.357142857142857,0.056962789285714285,0.03571428571428571,0
1628,2016,12,CIN,BAL,14,19,30,92.0,-4.6015396,0.0,3.066666666666667,-0.15338465333333332,0.0,1
1629,2016,12,CLE,NYG,13,27,25,106.0,-5.852104,0.0,4.24,-0.23408415999999999,0.0,0
1631,2016,12,DAL,WAS,31,26,19,56.0,-1.5278885,0.0,2.9473684210526314,-0.08041518421052632,0.0,1
1632,2016,12,DEN,KC,27,30,25,84.0,0.14922902,1.0,3.36,0.0059691608,0.04,1
1633,2016,12,DET,MIN,16,13,16,82.0,2.2826455,1.0,5.125,0.14266534375,0.0625,1
1634,2016,12,GB,PHI,27,13,18,81.0,4.961702,1.0,4.5,0.2756501111111111,0.05555555555555555,1
1635,2016,12,HOU,LAC,13,21,18,67.0,-2.3622453,0.0,3.7222222222222223,-0.13123585000000001,0.0,1
1636,2016,12,IND,PIT,7,28,29,148.0,7.305763,1.0,5.103448275862069,0.2519228620689655,0.034482758620689655,0
1638,2016,12,JAX,BUF,21,28,29,156.0,4.861519,3.0,5.379310344827586,0.16763858620689656,0.10344827586206896,0
1639,2016,12,KC,DEN,30,27,37,125.0,-7.1124372,0.0,3.3783783783783785,-0.19222803243243242,0.0,0
1640,2016,12,LA,NO,21,49,32,209.0,5.3959126,2.0,6.53125,0.16862226875,0.0625,0
1641,2016,12,LAC,HOU,21,13,27,114.0,-10.467656,1.0,4.222222222222222,-0.38769096296296296,0.037037037037037035,0
1642,2016,12,LV,CAR,35,32,25,129.0,4.430331,3.0,5.16,0.17721324,0.12,0
1644,2016,12,MIA,SF,31,24,25,193.0,4.7897882,0.0,7.72,0.191591528,0.0,0
1645,2016,12,MIN,DET,13,16,18,96.0,0.06821096,0.0,5.333333333333333,0.0037894977777777777,0.0,1
1646,2016,12,NE,NYJ,22,17,22,65.0,-1.2627585,0.0,2.9545454545454546,-0.05739811363636363,0.0,1
1647,2016,12,NO,LA,49,21,17,69.0,-4.541657,0.0,4.0588235294117645,-0.2671562941176471,0.0,1
1649,2016,12,NYG,CLE,27,13,21,58.0,-8.143448,0.0,2.761904761904762,-0.38778323809523807,0.0,1
1650,2016,12,NYJ,NE,17,22,18,95.0,2.0587313,0.0,5.277777777777778,0.1143739611111111,0.0,1
1651,2016,12,PHI,GB,13,27,25,77.0,-2.0311751,1.0,3.08,-0.081247004,0.04,1
1652,2016,12,PIT,IND,28,7,23,91.0,-6.830809,0.0,3.9565217391304346,-0.2969916956521739,0.0,1
1654,2016,12,SEA,TB,5,14,32,122.0,-7.809664,0.0,3.8125,-0.244052,0.0,0
1655,2016,12,SF,MIA,24,31,26,95.0,-0.3577566,1.0,3.6538461538461537,-0.01375986923076923,0.038461538461538464,1
1656,2016,12,TB,SEA,14,5,22,127.0,2.948863,0.0,5.7727272727272725,0.13403922727272727,0.0,0
1657,2016,12,TEN,CHI,27,21,22,95.0,-4.579357,0.0,4.318181818181818,-0.2081525909090909,0.0,1
1658,2016,12,WAS,DAL,26,31,27,167.0,6.662505,3.0,6.185185185185185,0.24675944444444445,0.1111111111111111,0
1659,2016,13,ARI,WAS,31,23,17,88.0,3.0572805,1.0,5.176470588235294,0.17984002941176472,0.058823529411764705,1
1660,2016,13,ATL,KC,28,29,19,126.0,5.719885,2.0,6.631578947368421,0.3010465789473684,0.10526315789473684,0
1661,2016,13,BAL,MIA,38,6,16,62.0,-2.7070467,0.0,3.875,-0.16919041875,0.0,1
1663,2016,13,BUF,LV,24,38,32,139.0,-0.48821944,2.0,4.34375,-0.0152568575,0.0625,0
1664,2016,13,CAR,SEA,7,40,29,240.0,9.669783,3.0,8.275862068965518,0.3334407931034483,0.10344827586206896,0
1666,2016,13,CHI,SF,26,6,33,142.0,0.034524888,0.0,4.303030303030303,0.0010462087272727271,0.0,0
1667,2016,13,CIN,PHI,32,14,18,54.0,0.07045972,1.0,3.0,0.003914428888888889,0.05555555555555555,1
1668,2016,13,DAL,MIN,17,15,19,87.0,-1.629036,0.0,4.578947368421052,-0.08573873684210526,0.0,1
1669,2016,13,DEN,JAX,20,10,38,154.0,1.6799517,1.0,4.052631578947368,0.044209255263157894,0.02631578947368421,0
1670,2016,13,DET,NO,28,13,12,50.0,-0.3285408,1.0,4.166666666666667,-0.0273784,0.08333333333333333,1
1671,2016,13,GB,HOU,21,13,27,123.0,0.4237491,0.0,4.555555555555555,0.015694411111111112,0.0,0
1672,2016,13,HOU,GB,13,21,26,109.0,-8.228956,1.0,4.1923076923076925,-0.3164983076923077,0.038461538461538464,0
1673,2016,13,IND,NYJ,41,10,13,37.0,-4.7897906,0.0,2.8461538461538463,-0.36844543076923075,0.0,1
1675,2016,13,JAX,DEN,10,20,28,104.0,-4.7140026,1.0,3.7142857142857144,-0.1683572357142857,0.03571428571428571,1
1676,2016,13,KC,ATL,29,28,30,128.0,2.856216,2.0,4.266666666666667,0.09520719999999999,0.06666666666666667,0
1677,2016,13,LA,NE,10,26,27,135.0,3.7053256,1.0,5.0,0.13723428148148148,0.037037037037037035,0
1678,2016,13,LAC,TB,21,28,27,85.0,-0.728384,1.0,3.1481481481481484,-0.026977185185185187,0.037037037037037035,1
1679,2016,13,LV,BUF,38,24,30,212.0,14.483705,3.0,7.066666666666666,0.4827901666666667,0.1,0
1680,2016,13,MIA,BAL,6,38,17,113.0,5.349945,1.0,6.647058823529412,0.3147026470588235,0.058823529411764705,0
1681,2016,13,MIN,DAL,15,17,27,141.0,-2.3846388,1.0,5.222222222222222,-0.08831995555555555,0.037037037037037035,0
1684,2016,13,NE,LA,26,10,12,37.0,-1.971386,0.0,3.0833333333333335,-0.16428216666666667,0.0,1
1685,2016,13,NO,DET,13,28,23,85.0,-0.8124006,0.0,3.6956521739130435,-0.035321765217391304,0.0,1
1686,2016,13,NYG,PIT,14,24,29,118.0,-9.086656,0.0,4.068965517241379,-0.3133329655172414,0.0,0
1687,2016,13,NYJ,IND,10,41,37,142.0,-5.592662,1.0,3.8378378378378377,-0.15115302702702701,0.02702702702702703,0
1689,2016,13,PHI,CIN,14,32,32,81.0,-5.446014,1.0,2.53125,-0.1701879375,0.03125,1
1690,2016,13,PIT,NYG,24,14,13,57.0,1.4924511,0.0,4.384615384615385,0.11480393076923077,0.0,1
1692,2016,13,SEA,CAR,40,7,21,89.0,-8.030178,0.0,4.238095238095238,-0.38238942857142855,0.0,1
1694,2016,13,SF,CHI,6,26,38,144.0,-4.976684,3.0,3.789473684210526,-0.13096536842105264,0.07894736842105263,0
1696,2016,13,TB,LAC,28,21,25,119.0,3.9828136,1.0,4.76,0.159312544,0.04,0
1697,2016,13,WAS,ARI,23,31,23,89.0,0.7429316,1.0,3.869565217391304,0.03230137391304348,0.043478260869565216,1
1698,2016,14,ARI,MIA,23,26,31,83.0,-15.496811,0.0,2.6774193548387095,-0.499897129032258,0.0,1
1699,2016,14,ATL,LA,42,14,23,104.0,-2.7866328,2.0,4.521739130434782,-0.12115794782608695,0.08695652173913043,1
1701,2016,14,BAL,NE,23,30,25,96.0,-1.8623514,1.0,3.84,-0.074494056,0.04,1
1702,2016,14,BUF,PIT,20,27,39,242.0,11.532565,3.0,6.205128205128205,0.29570679487179485,0.07692307692307693,0
1703,2016,14,CAR,LAC,28,16,20,58.0,-3.5785367,0.0,2.9,-0.178926835,0.0,1
1704,2016,14,CHI,DET,17,20,27,115.0,-0.092648745,1.0,4.2592592592592595,-0.003431435,0.037037037037037035,0
1705,2016,14,CIN,CLE,23,10,22,169.0,6.0217633,1.0,7.681818181818182,0.2737165136363636,0.045454545454545456,0
1706,2016,14,CLE,CIN,10,23,38,213.0,6.617581,1.0,5.605263157894737,0.17414686842105265,0.02631578947368421,0
1707,2016,14,DAL,NYG,7,10,31,95.0,-8.846603,0.0,3.064516129032258,-0.28537429032258066,0.0,1
1708,2016,14,DEN,TEN,10,13,39,183.0,6.3650584,1.0,4.6923076923076925,0.16320662564102564,0.02564102564102564,0
1710,2016,14,DET,CHI,20,17,17,92.0,-0.45010996,0.0,5.411764705882353,-0.026477056470588234,0.0,1
1711,2016,14,GB,SEA,38,10,26,136.0,-0.6784551,0.0,5.230769230769231,-0.02609442692307692,0.0,0
1713,2016,14,HOU,IND,22,17,14,84.0,2.1648362,0.0,6.0,0.15463115714285713,0.0,1
1714,2016,14,IND,HOU,17,22,39,187.0,3.017006,1.0,4.794871794871795,0.0773591282051282,0.02564102564102564,0
1715,2016,14,JAX,MIN,16,25,27,87.0,-11.814707,1.0,3.2222222222222223,-0.43758174074074074,0.037037037037037035,1
1716,2016,14,KC,LV,21,13,31,135.0,1.106861,1.0,4.354838709677419,0.0357051935483871,0.03225806451612903,0
1717,2016,14,LA,ATL,14,42,25,66.0,-4.3577013,1.0,2.64,-0.17430805200000002,0.04,1
1718,2016,14,LAC,CAR,16,28,38,126.0,-3.4573333,1.0,3.3157894736842106,-0.0909824552631579,0.02631578947368421,0
1719,2016,14,LV,KC,13,21,24,68.0,-5.1026516,1.0,2.8333333333333335,-0.21261048333333332,0.041666666666666664,1
1720,2016,14,MIA,ARI,26,23,26,176.0,-6.5363717,1.0,6.769230769230769,-0.25139891153846156,0.038461538461538464,0
1722,2016,14,MIN,JAX,25,16,24,85.0,-1.6537657,0.0,3.5416666666666665,-0.06890690416666666,0.0,1
1723,2016,14,NE,BAL,30,23,14,42.0,-2.4504147,0.0,3.0,-0.17502962142857142,0.0,1
1724,2016,14,NO,TB,11,16,33,106.0,-5.439052,1.0,3.212121212121212,-0.1648197575757576,0.030303030303030304,0
1725,2016,14,NYG,DAL,10,7,25,108.0,1.6225797,0.0,4.32,0.064903188,0.0,0
1726,2016,14,NYJ,SF,23,17,27,248.0,7.414133,1.0,9.185185185185185,0.2745975185185185,0.037037037037037035,0
1727,2016,14,PHI,WAS,22,27,21,109.0,4.8792543,2.0,5.190476190476191,0.23234544285714287,0.09523809523809523,0
1728,2016,14,PIT,BUF,27,20,18,67.0,-3.261525,1.0,3.7222222222222223,-0.18119583333333333,0.05555555555555555,1
1729,2016,14,SEA,GB,10,38,27,96.0,-4.069716,2.0,3.5555555555555554,-0.1507302222222222,0.07407407407407407,1
1730,2016,14,SF,NYJ,17,23,41,190.0,7.740499,2.0,4.634146341463414,0.18879265853658536,0.04878048780487805,0
1731,2016,14,TB,NO,16,11,16,46.0,-2.8944426,0.0,2.875,-0.1809026625,0.0,1
1732,2016,14,TEN,DEN,13,10,9,18.0,-10.153645,0.0,2.0,-1.1281827777777778,0.0,1
1734,2016,14,WAS,PHI,27,22,26,95.0,-6.634068,0.0,3.6538461538461537,-0.25515646153846155,0.0,1
1735,2016,15,ARI,NO,41,48,30,132.0,3.3515007,2.0,4.4,0.11171669,0.06666666666666667,0
1736,2016,15,ATL,SF,41,13,20,107.0,-4.260665,0.0,5.35,-0.21303325,0.0,0
1738,2016,15,BAL,PHI,27,26,38,172.0,4.9986477,2.0,4.526315789473684,0.1315433605263158,0.05263157894736842,0
1739,2016,15,BUF,CLE,33,13,21,107.0,0.66587555,1.0,5.095238095238095,0.03170835952380952,0.047619047619047616,0
1741,2016,15,CAR,WAS,26,15,12,30.0,-3.8701007,1.0,2.5,-0.32250839166666667,0.08333333333333333,1
1742,2016,15,CHI,GB,27,30,23,226.0,9.925716,3.0,9.826086956521738,0.4315528695652174,0.13043478260869565,0
1743,2016,15,CIN,PIT,20,24,26,102.0,-2.9793243,0.0,3.923076923076923,-0.11458939615384615,0.0,1
1744,2016,15,CLE,BUF,13,33,40,280.0,9.270973,3.0,7.0,0.231774325,0.075,0
1745,2016,15,DAL,TB,26,20,20,52.0,-4.848503,0.0,2.6,-0.24242515,0.0,1
1746,2016,15,DEN,NE,3,16,38,137.0,-5.041135,1.0,3.6052631578947367,-0.13266144736842103,0.02631578947368421,0
1747,2016,15,DET,NYG,6,17,32,114.0,-4.1639924,0.0,3.5625,-0.1301247625,0.0,0
1748,2016,15,GB,CHI,30,27,19,95.0,0.73709464,1.0,5.0,0.03879445473684211,0.05263157894736842,1
1749,2016,15,HOU,JAX,21,20,20,67.0,-3.5382643,1.0,3.35,-0.17691321499999998,0.05,1
1751,2016,15,IND,MIN,34,6,9,34.0,-7.4383163,0.0,3.7777777777777777,-0.826479588888889,0.0,1
1752,2016,15,JAX,HOU,20,21,29,82.0,-7.251936,1.0,2.8275862068965516,-0.25006675862068967,0.034482758620689655,1
1753,2016,15,KC,TEN,17,19,28,150.0,6.2546225,2.0,5.357142857142857,0.223379375,0.07142857142857142,0
1754,2016,15,LA,SEA,3,24,27,75.0,-1.9588852,0.0,2.7777777777777777,-0.0725513037037037,0.0,1
1757,2016,15,LAC,LV,16,19,26,154.0,-6.405552,0.0,5.923076923076923,-0.24636738461538463,0.0,0
1758,2016,15,LV,LAC,19,16,22,73.0,-8.526858,0.0,3.3181818181818183,-0.3875844545454546,0.0,1
1759,2016,15,MIA,NYJ,34,13,23,116.0,-3.3530486,0.0,5.043478260869565,-0.14578472173913043,0.0,0
1760,2016,15,MIN,IND,6,34,40,161.0,-3.887576,2.0,4.025,-0.09718940000000001,0.05,0
1761,2016,15,NE,DEN,16,3,17,58.0,-3.4512532,0.0,3.411764705882353,-0.20301489411764706,0.0,1
1762,2016,15,NO,ARI,48,41,15,116.0,5.9776225,3.0,7.733333333333333,0.39850816666666666,0.2,0
1763,2016,15,NYG,DET,17,6,19,56.0,-11.078528,0.0,2.9473684210526314,-0.5830804210526316,0.0,1
1764,2016,15,NYJ,MIA,13,34,27,67.0,-6.4668884,0.0,2.4814814814814814,-0.2395143851851852,0.0,1
1766,2016,15,PHI,BAL,26,27,23,152.0,2.7301009,1.0,6.608695652173913,0.11870003913043478,0.043478260869565216,0
1767,2016,15,PIT,CIN,24,20,28,76.0,-0.7174585,2.0,2.7142857142857144,-0.02562351785714286,0.07142857142857142,1
1768,2016,15,SEA,LA,24,3,17,47.0,-6.9030385,0.0,2.764705882352941,-0.40606108823529413,0.0,1
1769,2016,15,SF,ATL,13,41,40,249.0,-1.5918142,3.0,6.225,-0.039795355,0.075,0
1770,2016,15,TB,DAL,20,26,31,187.0,2.62677,2.0,6.032258064516129,0.08473451612903225,0.06451612903225806,0
1771,2016,15,TEN,KC,19,17,28,157.0,0.3722198,2.0,5.607142857142857,0.013293564285714285,0.07142857142857142,0
1772,2016,15,WAS,CAR,15,26,32,149.0,-3.5230057,0.0,4.65625,-0.110093928125,0.0,0
1773,2016,16,ARI,SEA,34,31,27,78.0,-8.075012,0.0,2.888888888888889,-0.29907451851851846,0.0,1
1775,2016,16,ATL,CAR,33,16,22,120.0,3.6131132,0.0,5.454545454545454,0.1642324181818182,0.0,0
1776,2016,16,BAL,PIT,27,31,21,128.0,5.162568,1.0,6.095238095238095,0.24583657142857143,0.047619047619047616,0
1777,2016,16,BUF,MIA,31,34,37,262.0,11.19564,2.0,7.081081081081081,0.30258486486486486,0.05405405405405406,0
1778,2016,16,CAR,ATL,16,33,24,152.0,5.5267177,1.0,6.333333333333333,0.23027990416666666,0.041666666666666664,0
1779,2016,16,CHI,WAS,21,41,34,209.0,15.563731,4.0,6.147058823529412,0.4577567941176471,0.11764705882352941,0
1780,2016,16,CIN,HOU,10,12,24,95.0,-3.8241696,1.0,3.9583333333333335,-0.1593404,0.041666666666666664,1
1781,2016,16,CLE,LAC,20,17,19,34.0,-5.3667517,0.0,1.7894736842105263,-0.2824606157894737,0.0,1
1783,2016,16,DAL,DET,42,21,20,90.0,5.265434,3.0,4.5,0.2632717,0.15,1
1785,2016,16,DEN,KC,10,33,36,239.0,9.448237,2.0,6.638888888888889,0.2624510277777778,0.05555555555555555,0
1786,2016,16,DET,DAL,21,42,30,164.0,3.574846,2.0,5.466666666666667,0.11916153333333333,0.06666666666666667,0
1787,2016,16,GB,MIN,38,25,21,93.0,-5.0123553,0.0,4.428571428571429,-0.23868358571428572,0.0,1
1789,2016,16,HOU,CIN,12,10,19,50.0,-3.7149029,0.0,2.6315789473684212,-0.1955212052631579,0.0,1
1790,2016,16,IND,LV,25,33,34,213.0,4.8314266,2.0,6.264705882352941,0.14210078235294119,0.058823529411764705,0
1791,2016,16,JAX,TEN,38,17,19,59.0,-3.887513,0.0,3.1052631578947367,-0.20460594736842105,0.0,1
1793,2016,16,KC,DEN,33,10,14,63.0,-0.94111615,1.0,4.5,-0.06722258214285715,0.07142857142857142,1
1795,2016,16,LA,SF,21,22,27,74.0,-3.4202414,1.0,2.740740740740741,-0.1266756074074074,0.037037037037037035,1
1796,2016,16,LAC,CLE,17,20,29,124.0,0.6051746,2.0,4.275862068965517,0.020868089655172416,0.06896551724137931,0
1797,2016,16,LV,IND,33,25,23,103.0,-5.4248295,1.0,4.478260869565218,-0.23586215217391307,0.043478260869565216,1
1799,2016,16,MIA,BUF,34,31,48,273.0,0.38316,1.0,5.6875,0.0079825,0.020833333333333332,0
1800,2016,16,MIN,GB,25,38,15,40.0,-1.3775771,1.0,2.6666666666666665,-0.09183847333333334,0.06666666666666667,1
1801,2016,16,NE,NYJ,41,3,29,111.0,-4.773602,0.0,3.8275862068965516,-0.16460696551724138,0.0,0
1803,2016,16,NO,TB,31,24,21,89.0,-1.1841978,1.0,4.238095238095238,-0.05639037142857143,0.047619047619047616,1
1804,2016,16,NYG,PHI,19,24,29,119.0,-4.7724824,1.0,4.103448275862069,-0.16456835862068966,0.034482758620689655,0
1805,2016,16,NYJ,NE,3,41,37,116.0,-4.2957215,2.0,3.135135135135135,-0.11610058108108108,0.05405405405405406,0
1807,2016,16,PHI,NYG,24,19,25,114.0,0.22145566,0.0,4.56,0.0088582264,0.0,0
1809,2016,16,PIT,BAL,31,27,26,122.0,1.1381204,1.0,4.6923076923076925,0.043773861538461536,0.038461538461538464,0
1810,2016,16,SEA,ARI,31,34,28,95.0,-4.1240344,3.0,3.392857142857143,-0.14728694285714286,0.10714285714285714,1
1811,2016,16,SF,LA,22,21,28,100.0,-2.0960555,2.0,3.5714285714285716,-0.074859125,0.07142857142857142,1
1812,2016,16,TB,NO,24,31,29,128.0,4.6106615,2.0,4.413793103448276,0.1589883275862069,0.06896551724137931,0
1813,2016,16,TEN,JAX,17,38,27,85.0,-8.552598,1.0,3.1481481481481484,-0.31676288888888887,0.037037037037037035,1
1815,2016,16,WAS,CHI,41,21,26,140.0,3.6147926,1.0,5.384615384615385,0.13903048461538461,0.038461538461538464,0
1816,2016,17,ARI,LA,44,6,22,52.0,-6.8160114,0.0,2.3636363636363638,-0.3098187,0.0,1
1818,2016,17,ATL,NO,38,32,24,132.0,6.0669546,2.0,5.5,0.252789775,0.08333333333333333,0
1819,2016,17,BAL,CIN,10,27,36,155.0,2.871296,2.0,4.305555555555555,0.07975822222222223,0.05555555555555555,0
1821,2016,17,BUF,NYJ,10,30,29,127.0,-11.308474,0.0,4.379310344827586,-0.38994737931034484,0.0,0
1823,2016,17,CAR,TB,16,17,24,113.0,0.10896903,0.0,4.708333333333333,0.0045403762499999995,0.0,0
1824,2016,17,CHI,MIN,10,38,25,127.0,-0.3779254,1.0,5.08,-0.015117016,0.04,0
1827,2016,17,CIN,BAL,27,10,16,72.0,4.0895767,1.0,4.5,0.25559854375,0.0625,1
1828,2016,17,CLE,PIT,24,27,28,69.0,-6.363029,1.0,2.4642857142857144,-0.2272510357142857,0.03571428571428571,1
1829,2016,17,DAL,PHI,13,27,30,114.0,-0.7731819,1.0,3.8,-0.02577273,0.03333333333333333,0
1832,2016,17,DEN,LV,24,6,16,57.0,-8.286353,0.0,3.5625,-0.5178970625,0.0,1
1833,2016,17,DET,GB,24,31,28,157.0,5.13898,0.0,5.607142857142857,0.183535,0.0,0
1834,2016,17,GB,DET,31,24,21,76.0,-0.7558628,1.0,3.619047619047619,-0.03599346666666666,0.047619047619047616,1
1835,2016,17,HOU,TEN,17,24,28,104.0,-2.0595603,1.0,3.7142857142857144,-0.07355572499999999,0.03571428571428571,1
1837,2016,17,IND,JAX,24,20,30,182.0,3.2726853,1.0,6.066666666666666,0.10908951,0.03333333333333333,0
1838,2016,17,JAX,IND,20,24,22,94.0,-5.1936355,1.0,4.2727272727272725,-0.2360743409090909,0.045454545454545456,1
1839,2016,17,KC,LAC,37,27,26,129.0,2.7882087,0.0,4.961538461538462,0.10723879615384616,0.0,0
1840,2016,17,LA,ARI,6,44,24,84.0,-3.2184892,1.0,3.5,-0.13410371666666668,0.041666666666666664,1
1844,2016,17,LAC,KC,27,37,31,103.0,-3.5696836,1.0,3.3225806451612905,-0.11515108387096774,0.03225806451612903,1
1845,2016,17,LV,DEN,6,24,38,148.0,-9.621214,1.0,3.8947368421052633,-0.2531898421052632,0.02631578947368421,0
1847,2016,17,MIA,NE,14,35,29,120.0,5.003864,1.0,4.137931034482759,0.17254703448275863,0.034482758620689655,0
1848,2016,17,MIN,CHI,38,10,37,183.0,-6.624421,0.0,4.945945945945946,-0.17903840540540542,0.0,0
1850,2016,17,NE,MIA,35,14,23,75.0,-6.118291,0.0,3.260869565217391,-0.26601265217391307,0.0,1
1852,2016,17,NO,ATL,32,38,21,143.0,2.6077588,1.0,6.809523809523809,0.12417899047619048,0.047619047619047616,0
1853,2016,17,NYG,WAS,19,10,15,38.0,-5.0355825,0.0,2.533333333333333,-0.33570550000000005,0.0,1
1854,2016,17,NYJ,BUF,30,10,28,68.0,-11.114231,1.0,2.4285714285714284,-0.39693682142857145,0.03571428571428571,1
1855,2016,17,PHI,DAL,27,13,20,70.0,-4.4798703,0.0,3.5,-0.223993515,0.0,1
1856,2016,17,PIT,CLE,27,24,33,231.0,0.42621386,1.0,7.0,0.012915571515151516,0.030303030303030304,0
1857,2016,17,SEA,SF,25,23,30,64.0,-11.871494,2.0,2.1333333333333333,-0.39571646666666666,0.06666666666666667,1
1859,2016,17,SF,SEA,23,25,23,90.0,-1.2904475,1.0,3.9130434782608696,-0.056106413043478257,0.043478260869565216,1
