,season,week,team,opponent,score,opponent_score,total_rushes,total_rush_yards,rushing_epa,rush_tds,qb_rush_yards,qb_rushing_epa,qb_rush_tds,rb_win,ypc,rushing_epa_per_carry
494,2014,17,JAX,HOU,17,23,14,121.0,3.9827902,0.0,61.0,4.330332,0.0,1,8.642857142857142,0.2844850142857143
495,2014,17,KC,LAC,19,7,25,111.0,1.0382522,0.0,16.0,1.4612849,0.0,1,4.44,0.041530088
496,2014,17,LA,SEA,6,20,19,42.0,-6.2498646,0.0,0.0,0.0,0.0,0,2.210526315789474,-0.3289402421052632
497,2014,17,LAC,KC,7,19,25,112.0,-3.4070117,1.0,2.0,-0.35624936,0.0,1,4.48,-0.136280468
498,2014,17,LV,DEN,14,47,18,67.0,-3.8807948,0.0,6.0,-3.9915001,0.0,0,3.7222222222222223,-0.2155997111111111
499,2014,17,MIA,NYJ,24,37,20,179.0,8.493839,2.0,0.0,0.0,0.0,1,8.95,0.42469195
500,2014,17,MIN,CHI,13,9,30,127.0,-4.2185535,0.0,24.0,2.0983193,0.0,1,4.233333333333333,-0.14061844999999998
501,2014,17,NE,BUF,9,17,25,116.0,-0.4404158,0.0,16.0,-0.08961525,0.0,1,4.64,-0.017616632
502,2014,17,NO,TB,23,20,21,72.0,-0.59491885,2.0,0.0,0.0,0.0,0,3.4285714285714284,-0.028329469047619047
503,2014,17,NYG,PHI,26,34,25,76.0,-4.839838,1.0,0.0,0.0,0.0,0,3.04,-0.19359352000000002
504,2014,17,NYJ,MIA,37,24,34,104.0,-13.737139,1.0,18.0,0.0,0.0,0,3.0588235294117645,-0.40403350000000005
505,2014,17,PHI,NYG,34,26,29,167.0,2.8675437,1.0,25.0,-0.50689113,0.0,1,5.758620689655173,0.09888081724137932
506,2014,17,PIT,CIN,27,17,17,30.0,-12.599043,0.0,4.0,0.0,0.0,0,1.7647058823529411,-0.7411201764705883
507,2014,17,SEA,LA,20,6,31,136.0,0.26463568,1.0,11.0,-1.154991,0.0,1,4.387096774193548,0.008536634838709678
508,2014,17,SF,ARI,20,17,30,209.0,3.6087258,0.0,66.0,4.432743,0.0,1,6.966666666666667,0.12029086000000001
509,2014,17,TB,NO,20,23,39,183.0,-0.3363171,1.0,6.0,0.45667505,0.0,1,4.6923076923076925,-0.008623515384615385
510,2014,17,TEN,IND,10,27,23,143.0,-2.8789756,0.0,19.0,0.99033785,0.0,1,6.217391304347826,-0.12517285217391305
511,2014,17,WAS,DAL,17,44,24,104.0,-4.135587,1.0,19.0,-1.1604412,1.0,0,4.333333333333333,-0.17231612500000001
512,2014,18,ARI,CAR,16,27,15,27.0,-3.2902355,1.0,0.0,0.0,0.0,0,1.8,-0.21934903333333333
513,2014,18,BAL,PIT,30,17,21,56.0,-5.336993,1.0,11.0,0.79606175,0.0,0,2.6666666666666665,-0.2541425238095238
514,2014,18,CAR,ARI,27,16,41,188.0,-3.7110295,1.0,35.0,2.0879152,0.0,1,4.585365853658536,-0.09051291463414635
515,2014,18,CIN,IND,10,26,21,110.0,2.020534,1.0,34.0,0.81043106,0.0,1,5.238095238095238,0.09621590476190477
516,2014,18,DAL,DET,24,20,19,75.0,0.2908029,1.0,0.0,0.0,0.0,0,3.9473684210526314,0.015305415789473684
517,2014,18,DET,DAL,20,24,22,90.0,1.2501975,1.0,9.0,1.7837638,0.0,0,4.090909090909091,0.056827159090909095
518,2014,18,IND,CIN,26,10,24,114.0,-2.2109663,1.0,18.0,2.0157855,0.0,1,4.75,-0.09212359583333334
519,2014,18,PIT,BAL,17,30,19,68.0,-0.6441311,0.0,16.0,0.0,0.0,0,3.5789473684210527,-0.03390163684210526
520,2014,19,BAL,NE,31,35,28,136.0,-0.22219153,0.0,0.0,0.0,0.0,1,4.857142857142857,-0.007935411785714285
521,2014,19,CAR,SEA,17,31,30,132.0,-1.1837249,0.0,37.0,-3.306258,0.0,1,4.4,-0.03945749666666667
522,2014,19,DAL,GB,21,26,28,145.0,0.6980641,1.0,7.0,0.37829176,0.0,1,5.178571428571429,0.024930860714285713
523,2014,19,DEN,IND,13,24,20,88.0,0.11026791,0.0,0.0,0.0,0.0,0,4.4,0.0055133955
524,2014,19,GB,DAL,26,21,26,123.0,-0.031567544,0.0,0.0,0.0,0.0,1,4.730769230769231,-0.0012141363076923078
525,2014,19,IND,DEN,24,13,28,99.0,-1.7168233,1.0,21.0,0.5029855,0.0,0,3.5357142857142856,-0.06131511785714285
526,2014,19,NE,BAL,35,31,9,20.0,0.76801527,1.0,6.0,2.3382194,1.0,0,2.2222222222222223,0.08533503
527,2014,19,SEA,CAR,31,17,25,103.0,-4.2368994,0.0,25.0,0.91121686,0.0,0,4.12,-0.16947597600000003
528,2014,20,GB,SEA,22,28,30,135.0,-3.1913042,0.0,12.0,0.70099455,0.0,1,4.5,-0.10637680666666666
529,2014,20,IND,NE,7,45,18,84.0,-0.27023876,1.0,19.0,0.7182442,0.0,0,4.666666666666667,-0.015013264444444445
530,2014,20,NE,IND,45,7,40,177.0,7.8704934,3.0,13.0,2.0326145,0.0,1,4.425,0.196762335
531,2014,20,SEA,GB,28,22,34,195.0,5.501397,2.0,26.0,0.92679936,1.0,1,5.735294117647059,0.16180579411764706
532,2014,21,NE,SEA,28,24,19,60.0,-4.86999,0.0,0.0,0.0,0.0,0,3.1578947368421053,-0.2563152631578947
533,2014,21,SEA,NE,24,28,29,162.0,2.5617661,1.0,39.0,2.4709618,0.0,1,5.586206896551724,0.08833676206896551
534,2015,1,ARI,NO,31,19,24,121.0,-6.524413,1.0,15.0,-1.2633594,0.0,1,5.041666666666667,-0.27185054166666667
535,2015,1,ATL,PHI,26,24,32,108.0,-5.2642736,0.0,10.0,0.2826781,0.0,1,3.375,-0.16450855
536,2015,1,BAL,DEN,13,19,23,73.0,-4.362853,0.0,0.0,0.0,0.0,0,3.1739130434782608,-0.18968926086956522
537,2015,1,BUF,IND,27,14,33,151.0,-0.9441705,2.0,45.0,-0.86131126,0.0,1,4.575757575757576,-0.028611227272727274
538,2015,1,CAR,JAX,20,9,33,107.0,-4.323608,0.0,37.0,-1.965411,0.0,1,3.242424242424242,-0.13101842424242424
539,2015,1,CHI,GB,23,31,33,189.0,7.547915,1.0,31.0,1.3365996,0.0,1,5.7272727272727275,0.22872469696969697
540,2015,1,CIN,LV,33,13,29,129.0,0.28995568,2.0,3.0,-1.2272394,0.0,1,4.448275862068965,0.00999847172413793
541,2015,1,CLE,NYJ,10,31,28,104.0,-8.630164,0.0,35.0,0.71053004,0.0,0,3.7142857142857144,-0.3082201428571429
542,2015,1,DAL,NYG,27,26,22,81.0,-2.4281807,0.0,0.0,0.0,0.0,0,3.6818181818181817,-0.11037185
543,2015,1,DEN,BAL,19,13,24,70.0,-4.829149,0.0,0.0,0.0,0.0,0,2.9166666666666665,-0.20121454166666666
544,2015,1,DET,LAC,28,33,16,69.0,1.3622396,1.0,-1.0,-0.013821043,0.0,0,4.3125,0.085139975
545,2015,1,GB,CHI,31,23,28,134.0,6.7088995,1.0,36.0,2.2773037,0.0,1,4.785714285714286,0.23960355357142857
546,2015,1,HOU,KC,20,27,21,98.0,-4.144401,0.0,6.0,0.6307129,0.0,0,4.666666666666667,-0.1973524285714286
547,2015,1,IND,BUF,14,27,16,65.0,0.78426653,0.0,21.0,2.4509401,0.0,0,4.0625,0.049016658125
548,2015,1,JAX,CAR,9,20,21,96.0,-0.63647676,0.0,26.0,0.91022074,0.0,0,4.571428571428571,-0.03030841714285714
549,2015,1,KC,HOU,27,20,29,100.0,-6.801944,0.0,18.0,-1.2714137,0.0,0,3.4482758620689653,-0.23454979310344826
550,2015,1,LA,SEA,34,31,26,76.0,-12.546482,2.0,11.0,-5.1348624,1.0,0,2.923076923076923,-0.48255699999999996
551,2015,1,LAC,DET,33,28,29,98.0,-5.7768154,2.0,0.0,0.0,0.0,0,3.3793103448275863,-0.19920053103448276
552,2015,1,LV,CIN,13,33,16,63.0,-7.312176,0.0,8.0,0.0,0.0,0,3.9375,-0.457011
553,2015,1,MIA,WAS,17,10,17,75.0,-5.5771136,0.0,8.0,-0.470868,0.0,0,4.411764705882353,-0.32806550588235295
554,2015,1,MIN,SF,3,20,17,71.0,0.6044982,0.0,16.0,0.6963084,0.0,0,4.176470588235294,0.03555871764705882
555,2015,1,NE,PIT,28,21,23,82.0,-0.25262734,0.0,3.0,0.74164665,0.0,0,3.5652173913043477,-0.010983797391304347
556,2015,1,NO,ARI,19,31,20,54.0,-3.7499619,0.0,3.0,0.41376823,0.0,0,2.7,-0.187498095
557,2015,1,NYG,DAL,26,27,24,99.0,2.8843637,1.0,8.0,1.7089219,0.0,0,4.125,0.12018182083333334
558,2015,1,NYJ,CLE,31,10,35,155.0,-1.5416951,2.0,0.0,-2.522742,0.0,1,4.428571428571429,-0.044048431428571434
559,2015,1,PHI,ATL,24,26,16,63.0,0.78643894,2.0,0.0,0.0,0.0,0,3.9375,0.04915243375
560,2015,1,PIT,NE,21,28,25,134.0,2.604034,1.0,0.0,0.0,0.0,1,5.36,0.10416136
561,2015,1,SEA,LA,31,34,32,127.0,1.0836554,0.0,32.0,0.64262605,0.0,1,3.96875,0.03386423125
562,2015,1,SF,MIN,20,3,37,232.0,12.611132,2.0,43.0,5.0455384,0.0,1,6.27027027027027,0.3408414054054054
563,2015,1,TB,TEN,14,42,26,92.0,-8.117987,0.0,18.0,-1.7067184,0.0,0,3.5384615384615383,-0.3122302692307692
564,2015,1,TEN,TB,42,14,29,129.0,-4.4708424,1.0,6.0,-1.0250454,0.0,1,4.448275862068965,-0.15416697931034484
565,2015,1,WAS,MIA,10,17,36,162.0,-4.407087,0.0,0.0,-0.93262804,0.0,1,4.5,-0.12241908333333333
566,2015,2,ARI,CHI,48,23,26,117.0,1.6972234,1.0,0.0,0.0,0.0,1,4.5,0.06527782307692308
567,2015,2,ATL,NYG,24,20,21,57.0,-0.27916598,2.0,0.0,0.0,0.0,0,2.7142857142857144,-0.013293618095238094
568,2015,2,BAL,LV,33,37,25,109.0,4.610679,1.0,2.0,0.052232623,0.0,1,4.36,0.18442716
569,2015,2,BUF,NE,32,40,28,160.0,7.438142,2.0,43.0,4.830168,1.0,1,5.714285714285714,0.26564792857142855
570,2015,2,CAR,HOU,24,17,32,173.0,2.794743,1.0,77.0,6.4481993,1.0,1,5.40625,0.08733571875
571,2015,2,CHI,ARI,23,48,28,109.0,-4.2653666,1.0,24.0,1.9293048,0.0,1,3.892857142857143,-0.15233452142857143
572,2015,2,CIN,LAC,24,19,34,177.0,-8.750374,0.0,12.0,-0.572069,0.0,1,5.205882352941177,-0.2573639411764706
573,2015,2,CLE,TEN,28,14,29,117.0,-2.7514677,1.0,2.0,-4.2767086,0.0,1,4.0344827586206895,-0.09487819655172414
574,2015,2,DAL,PHI,20,10,31,111.0,-2.7147355,0.0,12.0,0.98162234,0.0,1,3.5806451612903225,-0.08757211290322581
575,2015,2,DEN,KC,31,24,22,61.0,-9.926796,0.0,0.0,0.0,0.0,0,2.772727272727273,-0.45121799999999995
576,2015,2,DET,MIN,16,26,17,38.0,-8.657398,0.0,20.0,2.0126324,0.0,0,2.235294117647059,-0.509258705882353
577,2015,2,GB,SEA,27,17,28,128.0,-2.015059,0.0,24.0,-1.7588024,0.0,1,4.571428571428571,-0.07196639285714286
578,2015,2,HOU,CAR,17,24,23,61.0,-0.5522368,1.0,6.0,4.068421,1.0,0,2.652173913043478,-0.024010295652173913
579,2015,2,IND,NYJ,7,20,24,93.0,-8.580989,0.0,24.0,-0.86326456,0.0,0,3.875,-0.35754120833333336
580,2015,2,JAX,MIA,23,20,32,124.0,-3.3011804,0.0,28.0,2.851724,0.0,1,3.875,-0.1031618875
581,2015,2,KC,DEN,24,31,28,147.0,-1.7445056,2.0,15.0,-1.419793,0.0,1,5.25,-0.06230377142857143
582,2015,2,LA,WAS,10,24,13,67.0,-1.8661473,0.0,1.0,-1.130438,0.0,0,5.153846153846154,-0.1435497923076923
583,2015,2,LAC,CIN,19,24,25,131.0,1.3301728,0.0,5.0,-0.8096466,0.0,1,5.24,0.053206911999999995
584,2015,2,LV,BAL,37,33,18,98.0,2.2460358,1.0,24.0,1.8216835,0.0,0,5.444444444444445,0.12477976666666667
585,2015,2,MIA,JAX,20,23,16,42.0,-5.9681497,0.0,17.0,0.5501175,0.0,0,2.625,-0.37300935625
586,2015,2,MIN,DET,26,16,41,201.0,-0.11302957,2.0,23.0,5.545029,1.0,1,4.902439024390244,-0.002756818780487805
587,2015,2,NE,BUF,40,32,12,60.0,3.1998177,1.0,0.0,0.0,0.0,0,5.0,0.266651475
588,2015,2,NO,TB,19,26,26,105.0,2.1567054,2.0,0.0,0.0,0.0,0,4.038461538461538,0.08295020769230768
589,2015,2,NYG,ATL,20,24,23,97.0,-5.017809,0.0,23.0,-0.4941653,0.0,0,4.217391304347826,-0.21816560869565216
590,2015,2,NYJ,IND,20,7,27,101.0,-6.120727,0.0,6.0,0.35986045,0.0,0,3.740740740740741,-0.22669359259259259
591,2015,2,PHI,DAL,10,20,17,7.0,-12.140095,0.0,9.0,-4.4908185,0.0,0,0.4117647058823529,-0.7141232352941177
592,2015,2,PIT,SF,43,18,21,88.0,2.119591,3.0,0.0,0.0,0.0,0,4.190476190476191,0.10093290476190475
593,2015,2,SEA,GB,17,27,25,119.0,-0.8782177,0.0,78.0,4.309857,0.0,1,4.76,-0.035128708
594,2015,2,SF,PIT,18,43,31,111.0,-6.3687253,0.0,51.0,-5.80608,0.0,1,3.5806451612903225,-0.20544275161290323
595,2015,2,TB,NO,26,19,35,139.0,-5.413484,1.0,23.0,1.6091604,1.0,1,3.9714285714285715,-0.15467097142857145
596,2015,2,TEN,CLE,14,28,30,166.0,0.803601,0.0,19.0,2.6267893,0.0,1,5.533333333333333,0.0267867
597,2015,2,WAS,LA,24,10,37,182.0,-1.7561201,2.0,0.0,0.0,0.0,1,4.918918918918919,-0.047462705405405405
598,2015,3,ARI,SF,47,7,34,142.0,4.985959,2.0,1.0,1.8600311,0.0,1,4.176470588235294,0.1466458529411765
599,2015,3,ATL,DAL,39,28,31,159.0,7.7847424,3.0,18.0,2.5531583,0.0,1,5.129032258064516,0.25112072258064516
600,2015,3,BAL,CIN,24,28,18,36.0,-5.490774,0.0,0.0,0.0,0.0,0,2.0,-0.305043
601,2015,3,BUF,MIA,41,14,33,153.0,-5.115813,1.0,12.0,-0.22307245,0.0,1,4.636363636363637,-0.15502463636363636
602,2015,3,CAR,NO,27,22,30,119.0,4.1478767,1.0,33.0,4.588745,1.0,1,3.966666666666667,0.13826255666666667
603,2015,3,CHI,SEA,0,26,27,98.0,-3.7146747,0.0,13.0,-0.6204376,0.0,0,3.6296296296296298,-0.13758054444444445
604,2015,3,CIN,BAL,28,24,29,88.0,-6.992677,1.0,12.0,3.1354482,1.0,0,3.0344827586206895,-0.24112679310344826
605,2015,3,CLE,LV,20,27,14,39.0,-4.8244214,0.0,0.0,0.0,0.0,0,2.7857142857142856,-0.3446015285714286
606,2015,3,DAL,ATL,28,39,21,127.0,3.571723,4.0,0.0,0.0,0.0,1,6.0476190476190474,0.1700820476190476
607,2015,3,DEN,DET,24,12,18,42.0,-3.1553435,1.0,0.0,0.0,0.0,0,2.3333333333333335,-0.1752968611111111
608,2015,3,DET,DEN,12,24,19,29.0,-5.730887,1.0,0.0,0.0,0.0,0,1.5263157894736843,-0.3016256315789474
609,2015,3,GB,KC,38,28,32,123.0,-2.694346,0.0,16.0,1.2924362,0.0,1,3.84375,-0.0841983125
610,2015,3,HOU,TB,19,9,45,187.0,-3.864525,1.0,0.0,0.0,0.0,1,4.155555555555556,-0.08587833333333333
611,2015,3,IND,TEN,35,33,20,136.0,7.8989954,2.0,24.0,-0.6232996,0.0,1,6.8,0.39494977
612,2015,3,JAX,NE,17,51,20,57.0,-7.7623234,0.0,7.0,-1.3628559,0.0,0,2.85,-0.38811617
613,2015,3,KC,GB,28,38,18,75.0,1.1441234,3.0,33.0,-1.1124032,0.0,0,4.166666666666667,0.0635624111111111
614,2015,3,LA,PIT,6,12,18,71.0,-3.8268523,0.0,10.0,0.0,0.0,0,3.9444444444444446,-0.21260290555555555
615,2015,3,LAC,MIN,14,31,28,90.0,-4.14299,0.0,0.0,0.0,0.0,0,3.2142857142857144,-0.14796392857142857
616,2015,3,LV,CLE,27,20,29,156.0,3.2645624,1.0,0.0,0.0,0.0,1,5.379310344827586,0.1125711172413793
617,2015,3,MIA,BUF,14,41,19,103.0,3.787362,0.0,0.0,0.0,0.0,0,5.421052631578948,0.19933484210526314
618,2015,3,MIN,LAC,31,14,30,164.0,3.5506043,3.0,0.0,0.0,0.0,1,5.466666666666667,0.11835347666666667
619,2015,3,NE,JAX,51,17,30,127.0,7.957877,4.0,4.0,0.67325926,0.0,1,4.233333333333333,0.26526256666666664
620,2015,3,NO,CAR,22,27,25,70.0,0.26572233,2.0,0.0,-0.947,0.0,0,2.8,0.0106288932
621,2015,3,NYG,WAS,32,21,31,84.0,-6.03215,1.0,0.0,0.0,0.0,0,2.7096774193548385,-0.19458548387096772
622,2015,3,NYJ,PHI,17,24,16,47.0,-1.4395224,0.0,13.0,1.5716841,0.0,0,2.9375,-0.08997015
623,2015,3,PHI,NYJ,24,17,35,125.0,-8.71929,1.0,0.0,0.0,0.0,1,3.5714285714285716,-0.24912257142857144
624,2015,3,PIT,LA,12,6,20,64.0,-6.020815,1.0,0.0,0.0,0.0,0,3.2,-0.30104074999999997
625,2015,3,SEA,CHI,26,0,27,161.0,-0.76117563,0.0,30.0,-0.7077619,0.0,1,5.962962962962963,-0.02819169
626,2015,3,SF,ARI,7,47,29,103.0,-3.367209,1.0,46.0,5.8110275,1.0,0,3.5517241379310347,-0.11611065517241378
627,2015,3,TB,HOU,9,19,20,57.0,-5.2168245,0.0,0.0,0.0,0.0,0,2.85,-0.260841225
628,2015,3,TEN,IND,33,35,28,88.0,-2.547113,2.0,0.0,0.0,0.0,0,3.142857142857143,-0.09096832142857143
629,2015,3,WAS,NYG,21,32,20,88.0,-7.7201304,0.0,0.0,0.0,0.0,0,4.4,-0.38600652
630,2015,4,ARI,LA,22,24,20,114.0,0.1675232,0.0,0.0,0.0,0.0,1,5.7,0.00837616
631,2015,4,ATL,HOU,48,21,35,136.0,1.2026739,4.0,0.0,0.0,0.0,1,3.8857142857142857,0.03436211142857143
632,2015,4,BAL,PIT,23,20,39,191.0,-2.0762093,1.0,0.0,0.0,0.0,1,4.897435897435898,-0.05323613589743589
633,2015,4,BUF,NYG,10,24,24,55.0,-8.464053,0.0,15.0,-2.7020535,0.0,0,2.2916666666666665,-0.352668875
634,2015,4,CAR,TB,37,23,30,136.0,3.4431944,0.0,54.0,1.1012874,0.0,1,4.533333333333333,0.11477314666666666
635,2015,4,CHI,LV,22,20,29,98.0,-16.700268,0.0,0.0,0.0,0.0,0,3.3793103448275863,-0.5758713103448276
636,2015,4,CIN,KC,36,21,27,126.0,5.4392285,4.0,16.0,0.9632164,0.0,1,4.666666666666667,0.2014529074074074
637,2015,4,CLE,LAC,27,30,21,100.0,-1.7091336,0.0,0.0,0.0,0.0,0,4.761904761904762,-0.08138731428571429
638,2015,4,DAL,NO,20,26,27,116.0,-3.3553298,1.0,6.0,1.9558909,0.0,1,4.296296296296297,-0.12427147407407407
639,2015,4,DEN,MIN,23,20,22,146.0,1.8605196,1.0,0.0,0.0,0.0,1,6.636363636363637,0.08456907272727272
640,2015,4,DET,SEA,10,13,18,53.0,-3.5282464,0.0,0.0,0.0,0.0,0,2.9444444444444446,-0.1960136888888889
641,2015,4,GB,SF,17,3,33,162.0,4.2152762,1.0,33.0,1.7508371,0.0,1,4.909090909090909,0.12773564242424243
642,2015,4,HOU,ATL,21,48,17,54.0,-9.063124,1.0,0.0,0.0,0.0,0,3.176470588235294,-0.5331249411764706
643,2015,4,IND,JAX,16,13,22,63.0,-13.682435,0.0,4.0,-0.035614993,0.0,0,2.8636363636363638,-0.6219288636363637
644,2015,4,JAX,IND,13,16,28,142.0,-1.2690315,0.0,31.0,0.5475562,0.0,1,5.071428571428571,-0.04532255357142857
645,2015,4,KC,CIN,21,36,23,113.0,2.4810934,0.0,25.0,1.4580437,0.0,1,4.913043478260869,0.10787362608695651
646,2015,4,LA,ARI,24,22,25,165.0,2.8827765,0.0,0.0,0.0,0.0,1,6.6,0.11531105999999999
647,2015,4,LAC,CLE,30,27,21,91.0,-2.8939385,0.0,-1.0,-0.17887048,0.0,0,4.333333333333333,-0.13780659523809524
648,2015,4,LV,CHI,20,22,22,70.0,-9.420708,0.0,0.0,-5.617699,0.0,0,3.1818181818181817,-0.428214
649,2015,4,MIA,NYJ,14,27,11,59.0,0.76239896,0.0,4.0,-0.081410505,0.0,0,5.363636363636363,0.06930899636363635
650,2015,4,MIN,DEN,20,23,21,113.0,2.6101685,1.0,23.0,4.4519343,0.0,1,5.380952380952381,0.1242937380952381
651,2015,4,NO,DAL,26,20,25,103.0,-1.2371526,1.0,0.0,0.0,0.0,0,4.12,-0.049486103999999996
652,2015,4,NYG,BUF,24,10,27,96.0,0.06380439,0.0,0.0,1.3127924,0.0,0,3.5555555555555554,0.0023631255555555558
653,2015,4,NYJ,MIA,27,14,39,211.0,5.1320333,2.0,38.0,3.759365,0.0,1,5.410256410256411,0.13159059743589743
654,2015,4,PHI,WAS,20,23,18,87.0,-4.7938004,0.0,14.0,2.2969263,0.0,0,4.833333333333333,-0.26632224444444447
655,2015,4,PIT,BAL,20,23,32,168.0,1.3597932,1.0,34.0,-2.1420703,0.0,1,5.25,0.0424935375
656,2015,4,SEA,DET,13,10,28,114.0,-5.023114,0.0,44.0,3.2653375,0.0,1,4.071428571428571,-0.17939692857142855
657,2015,4,SF,GB,3,17,19,77.0,-4.802831,0.0,57.0,-0.87251335,0.0,0,4.052631578947368,-0.25278057894736844
658,2015,4,TB,CAR,23,37,30,141.0,0.97148085,1.0,12.0,3.024012,0.0,1,4.7,0.032382694999999996
659,2015,4,WAS,PHI,23,20,32,127.0,-3.671644,1.0,1.0,0.85286903,1.0,1,3.96875,-0.114738875
660,2015,5,ARI,DET,42,17,21,191.0,8.261526,3.0,0.0,0.0,0.0,1,9.095238095238095,0.393406
661,2015,5,ATL,WAS,25,19,32,176.0,7.312295,1.0,20.0,2.1237783,0.0,1,5.5,0.22850921875
662,2015,5,BAL,CLE,30,33,31,181.0,7.838939,3.0,2.0,2.0441966,2.0,1,5.838709677419355,0.252869
663,2015,5,BUF,TEN,14,13,25,130.0,4.214817,1.0,79.0,9.400879,1.0,1,5.2,0.16859268
664,2015,5,CHI,KC,18,17,25,88.0,-2.2328784,0.0,16.0,1.619031,0.0,0,3.52,-0.089315136
665,2015,5,CIN,SEA,27,24,31,109.0,-11.543015,1.0,18.0,0.22920632,1.0,1,3.5161290322580645,-0.3723553225806452
666,2015,5,CLE,BAL,33,30,25,83.0,-1.3175987,1.0,12.0,0.6453923,1.0,0,3.32,-0.052703948
667,2015,5,DAL,NE,6,30,23,103.0,0.8830418,0.0,19.0,3.6222217,0.0,0,4.478260869565218,0.03839312173913043
668,2015,5,DEN,LV,16,10,18,43.0,-6.833248,0.0,0.0,0.0,0.0,0,2.388888888888889,-0.3796248888888889
669,2015,5,DET,ARI,17,42,18,56.0,-7.251891,0.0,2.0,0.6017869,0.0,0,3.111111111111111,-0.4028828333333333
670,2015,5,GB,LA,24,10,26,88.0,-7.6538763,0.0,41.0,1.0144626,0.0,0,3.3846153846153846,-0.2943798576923077
671,2015,5,HOU,IND,20,27,28,82.0,-7.097149,0.0,14.0,0.014707803,0.0,0,2.9285714285714284,-0.25346960714285716
672,2015,5,IND,HOU,27,20,27,113.0,0.09322372,1.0,0.0,0.0,0.0,1,4.185185185185185,0.0034527303703703704
673,2015,5,JAX,TB,31,38,17,55.0,-7.766898,0.0,21.0,1.6524028,0.0,0,3.235294117647059,-0.4568763529411765
674,2015,5,KC,CHI,17,18,25,117.0,1.3941056,0.0,21.0,1.3003893,0.0,1,4.68,0.055764224
675,2015,5,LA,GB,10,24,36,191.0,-0.47193283,0.0,2.0,0.4987242,0.0,1,5.305555555555555,-0.013109245277777778
676,2015,5,LAC,PIT,20,24,19,52.0,-7.4047837,0.0,0.0,0.0,0.0,0,2.736842105263158,-0.38972545789473684
677,2015,5,LV,DEN,10,16,24,66.0,-2.5000017,0.0,0.0,0.0,0.0,0,2.75,-0.1041667375
678,2015,5,NE,DAL,30,6,21,111.0,-1.6962781,1.0,3.0,0.3716933,1.0,1,5.285714285714286,-0.08077514761904762
679,2015,5,NO,PHI,17,39,20,97.0,0.68973505,0.0,0.0,0.0,0.0,0,4.85,0.0344867525
680,2015,5,NYG,SF,30,27,21,84.0,-4.098713,0.0,11.0,0.1770476,0.0,0,4.0,-0.19517680952380953
681,2015,5,PHI,NO,39,17,34,186.0,4.5510945,2.0,3.0,-0.41356742,0.0,1,5.470588235294118,0.13385572058823528
682,2015,5,PIT,LAC,24,20,27,155.0,5.056731,1.0,24.0,1.3725741,0.0,1,5.7407407407407405,0.18728633333333333
683,2015,5,SEA,CIN,24,27,30,200.0,6.928102,1.0,21.0,1.0060008,0.0,1,6.666666666666667,0.23093673333333334
684,2015,5,SF,NYG,27,30,26,125.0,5.628363,1.0,24.0,3.5149086,0.0,1,4.8076923076923075,0.21647550000000002
685,2015,5,TB,JAX,38,31,38,185.0,-3.23241,2.0,11.0,-0.53825563,0.0,1,4.868421052631579,-0.08506342105263158
686,2015,5,TEN,BUF,13,14,28,97.0,-2.8899658,1.0,47.0,2.7094524,0.0,0,3.4642857142857144,-0.10321306428571429
687,2015,5,WAS,ATL,19,25,24,51.0,-4.4290943,1.0,1.0,1.619601,0.0,0,2.125,-0.18454559583333333
688,2015,6,ARI,PIT,13,25,19,56.0,-5.0300827,0.0,0.0,-1.3659486,0.0,0,2.9473684210526314,-0.2647411947368421
689,2015,6,ATL,NO,21,31,21,150.0,-6.650689,1.0,10.0,-3.952578,0.0,1,7.142857142857143,-0.31669947619047617
690,2015,6,BAL,SF,20,25,22,77.0,-2.661952,0.0,0.0,0.0,0.0,0,3.5,-0.12099781818181818
691,2015,6,BUF,CIN,21,34,23,112.0,5.5603356,2.0,22.0,3.15852,1.0,1,4.869565217391305,0.24175372173913043
692,2015,6,CAR,SEA,27,23,32,136.0,4.1442847,3.0,31.0,1.4697287,1.0,1,4.25,0.129508896875
693,2015,6,CHI,DET,34,37,31,91.0,-3.8213806,2.0,12.0,1.4917674,0.0,0,2.935483870967742,-0.12327034193548386
694,2015,6,CIN,BUF,34,21,26,114.0,0.32566524,1.0,0.0,-2.5302792,0.0,1,4.384615384615385,0.012525586153846155
695,2015,6,CLE,DEN,23,26,32,110.0,-4.1015134,0.0,13.0,1.4331388,0.0,1,3.4375,-0.12817229375
696,2015,6,DEN,CLE,26,23,33,152.0,-0.46521688,0.0,0.0,0.0,0.0,1,4.606060606060606,-0.014097481212121211
697,2015,6,DET,CHI,37,34,32,155.0,1.8664057,0.0,37.0,-0.2848506,0.0,1,4.84375,0.058325178125
698,2015,6,GB,LAC,27,20,16,134.0,5.1176147,1.0,15.0,1.9566344,0.0,1,8.375,0.31985091875
699,2015,6,HOU,JAX,31,20,28,98.0,-2.5271978,0.0,8.0,1.6747642,0.0,0,3.5,-0.0902570642857143
700,2015,6,IND,NE,27,34,21,121.0,-0.6638752,0.0,36.0,4.3748465,0.0,1,5.761904761904762,-0.031613104761904764
701,2015,6,JAX,HOU,20,31,21,83.0,-0.5848291,0.0,37.0,4.972271,0.0,0,3.9523809523809526,-0.02784900476190476
702,2015,6,KC,MIN,10,16,18,57.0,-11.752709,0.0,10.0,0.09204228,0.0,0,3.1666666666666665,-0.6529282777777777
