,season,week,team,opponent,score,opponent_score,total_rushes_allowed,total_rush_yards_allowed,rushing_epa_allowed,rush_tds_allowed,rushing_epa_allowed_standardized,rushing_epa_per_attempt_allowed,rushing_epa_per_attempt_allowed_standardized,rush_def_value
779,2015,5,BAL,CLE,30,33,25,83.0,-1.3175987,1.0,-0.05128269743798787,-0.052703948,0.02044752957724925,0.05128269743798787
780,2015,5,BUF,TEN,14,13,28,97.0,-2.8899658,1.0,-0.3488755212940894,-0.10321306428571429,-0.21625177372324064,0.3488755212940894
782,2015,5,CHI,KC,18,17,25,117.0,1.3941056,0.0,0.46194588645933043,0.055764224,0.5287585559956482,-0.46194588645933043
783,2015,5,CIN,SEA,27,24,30,200.0,6.928102,1.0,1.5093333673380003,0.23093673333333334,1.3496640472351729,-1.5093333673380003
784,2015,5,CLE,BAL,33,30,31,181.0,7.838939,3.0,1.6817222165466996,0.252869,1.4524445475004062,-1.6817222165466996
785,2015,5,DAL,NE,6,30,21,111.0,-1.6962781,1.0,-0.12295315657067653,-0.08077514761904762,-0.1111016615638522,0.12295315657067653
786,2015,5,DEN,LV,16,10,24,66.0,-2.5000017,0.0,-0.27506927228169065,-0.1041667375,-0.22072094289501665,0.27506927228169065
787,2015,5,DET,ARI,17,42,21,191.0,8.261526,3.0,1.7617028130975168,0.393406,2.111038726811942,-1.7617028130975168
789,2015,5,GB,LA,24,10,36,191.0,-0.47193283,0.0,0.10877158905276024,-0.013109245277777778,0.20599895549658856,-0.10877158905276024
790,2015,5,HOU,IND,20,27,27,113.0,0.09322372,1.0,0.21573549947499687,0.0034527303703703704,0.28361282771365437,-0.21573549947499687
792,2015,5,IND,HOU,27,20,28,82.0,-7.097149,0.0,-1.145144744281488,-0.25346960714285716,-0.9203943449264729,1.145144744281488
793,2015,5,JAX,TB,31,38,38,185.0,-3.23241,2.0,-0.41368795376685197,-0.08506342105263158,-0.1311976642012693,0.41368795376685197
794,2015,5,KC,CHI,17,18,25,88.0,-2.2328784,0.0,-0.2245123907717936,-0.089315136,-0.1511223439399054,0.2245123907717936
795,2015,5,LA,GB,10,24,26,88.0,-7.6538763,0.0,-1.250513299324889,-0.2943798576923077,-1.1121107817797193,1.250513299324889
797,2015,5,LAC,PIT,20,24,27,155.0,5.056731,1.0,1.1551498052598974,0.18728633333333333,1.1451065330956915,-1.1551498052598974
798,2015,5,LV,DEN,10,16,18,43.0,-6.833248,0.0,-1.0951977288495007,-0.3796248888888889,-1.5115919245485183,1.0951977288495007
799,2015,5,NE,DAL,30,6,23,103.0,0.8830418,0.0,0.36521979786804026,0.03839312173913043,0.4473528988574273,-0.36521979786804026
800,2015,5,NO,PHI,17,39,34,186.0,4.5510945,2.0,1.0594509103391656,0.13385572058823528,0.8947163116524393,-1.0594509103391656
801,2015,5,NYG,SF,30,27,26,125.0,5.628363,1.0,1.2633392866389666,0.21647550000000002,1.2818948184982617,-1.2633392866389666
802,2015,5,PHI,NO,39,17,20,97.0,0.68973505,0.0,0.32863374770014664,0.0344867525,0.429046601988041,-0.32863374770014664
803,2015,5,PIT,LAC,24,20,19,52.0,-7.4047837,0.0,-1.203368984084728,-0.38972545789473684,-1.5589259074497186,1.203368984084728
804,2015,5,SEA,CIN,24,27,31,109.0,-11.543015,1.0,-1.9865880798904756,-0.3723553225806452,-1.4775247816841584,1.9865880798904756
805,2015,5,SF,NYG,27,30,21,84.0,-4.098713,0.0,-0.5776481104535521,-0.19517680952380953,-0.6472186174832363,0.5776481104535521
806,2015,5,TB,JAX,38,31,17,55.0,-7.766898,0.0,-1.2719042625802366,-0.4568763529411765,-1.8736130618157931,1.2719042625802366
807,2015,5,TEN,BUF,13,14,25,130.0,4.214817,1.0,0.9958056134970541,0.16859268,1.0575030459328731,-0.9958056134970541
808,2015,5,WAS,ATL,19,25,32,176.0,7.312295,1.0,1.582047353642946,0.22850921875,1.3382880610196053,-1.582047353642946
809,2015,6,ARI,PIT,13,25,31,142.0,-3.7336063,0.0,-0.5085464777230132,-0.12043891290322581,-0.29697673322283685,0.5085464777230132
810,2015,6,ATL,NO,21,31,31,82.0,-7.8219914,2.0,-1.2823314716472756,-0.25232230322580645,-0.9150177702047205,1.2823314716472756
811,2015,6,BAL,SF,20,25,25,65.0,-6.9884152,0.0,-1.124565327050865,-0.279536608,-1.0425513216416662,1.124565327050865
812,2015,6,BUF,CIN,21,34,26,114.0,0.32566524,1.0,0.2597283611408283,0.012525586153846155,0.32613067005218555,-0.2597283611408283
813,2015,6,CAR,SEA,27,23,26,115.0,-4.8811407,1.0,-0.725733674382125,-0.1877361807692308,-0.6123498299882449,0.725733674382125
814,2015,6,CHI,DET,34,37,32,155.0,1.8664057,0.0,0.5513353938247028,0.058325178125,0.5407598757919215,-0.5513353938247028
815,2015,6,CIN,BUF,34,21,23,112.0,5.5603356,2.0,1.2504641342234852,0.24175372173913043,1.400355364124948,-1.2504641342234852
816,2015,6,CLE,DEN,23,26,33,152.0,-0.46521688,0.0,0.11004267805314469,-0.014097481212121211,0.20136781612300664,-0.11004267805314469
817,2015,6,DEN,CLE,26,23,32,110.0,-4.1015134,0.0,-0.5781781259594264,-0.12817229375,-0.3332174357572925,0.5781781259594264
818,2015,6,DET,CHI,37,34,31,91.0,-3.8213806,2.0,-0.525159011652903,-0.12327034193548386,-0.31024557117852714,0.525159011652903
819,2015,6,GB,LAC,27,20,21,60.0,-9.337854,0.0,-1.5692300157034644,-0.44465971428571427,-1.816362607421294,1.5692300157034644
820,2015,6,HOU,JAX,31,20,21,83.0,-0.5848291,0.0,0.08740436520781918,-0.02784900476190476,0.13692447830767715,-0.08740436520781918
821,2015,6,IND,NE,27,34,23,118.0,2.82863,1.0,0.7334500199956271,0.12298391304347826,0.8437680975339351,-0.7334500199956271
822,2015,6,JAX,HOU,20,31,28,98.0,-2.5271978,0.0,-0.280216520781658,-0.0902570642857143,-0.15553647321760683,0.280216520781658
823,2015,6,KC,MIN,10,16,32,89.0,-6.4008827,0.0,-1.0133664500314752,-0.200027584375,-0.6699506530478552,1.0133664500314752
824,2015,6,LAC,GB,20,27,16,134.0,5.1176147,1.0,1.1666729109073048,0.31985091875,1.7663398334953273,-1.1666729109073048
825,2015,6,MIA,TEN,38,10,18,63.0,-0.0044796467,0.0,0.19724374853687238,-0.0002488692611111111,0.26626613629833007,-0.19724374853687238
826,2015,6,MIN,KC,16,10,18,57.0,-11.752709,0.0,-2.0262756500550263,-0.6529282777777777,-2.7923651096054023,2.0262756500550263
827,2015,6,NE,IND,34,27,21,121.0,-0.6638752,0.0,0.07244376719364565,-0.031613104761904764,0.11928489335605193,-0.07244376719364565
828,2015,6,NO,ATL,31,21,21,150.0,-6.650689,1.0,-1.0606458431414203,-0.31669947619047617,-1.2167065169053295,1.0606458431414203
829,2015,6,NYG,PHI,7,27,35,161.0,1.0050763,1.0,0.38831656163450895,0.028716465714285714,0.40200548619625875,-0.38831656163450895
830,2015,6,NYJ,WAS,34,20,17,34.0,-7.0568266,0.0,-1.1375131569246582,-0.4151074470588235,-1.6778727351379144,1.1375131569246582
831,2015,6,PHI,NYG,27,7,23,81.0,-6.6378727,0.0,-1.058220176191007,-0.2886031608695652,-1.0850396268304487,1.058220176191007
832,2015,6,PIT,ARI,25,13,19,56.0,-5.0300827,0.0,-0.7539230649962987,-0.2647411947368421,-0.9732160358761773,0.7539230649962987
834,2015,6,SEA,CAR,23,27,32,136.0,4.1442847,3.0,0.9824563731510397,0.129508896875,0.8743459266575261,-0.9824563731510397
835,2015,6,SF,BAL,25,20,22,77.0,-2.661952,0.0,-0.30572066857543323,-0.12099781818181818,-0.29959591367543953,0.30572066857543323
836,2015,6,TEN,MIA,10,38,32,180.0,7.970257,2.0,1.706576014647115,0.24907053125,1.4346439013428336,-1.706576014647115
838,2015,6,WAS,NYJ,20,34,39,223.0,2.6256473,2.0,0.6950326587528639,0.06732428974358974,0.5829321331403637,-0.6950326587528639
840,2015,7,ARI,BAL,26,18,16,55.0,-3.4238238,1.0,-0.44991573624018605,-0.2139889875,-0.7353775429995895,0.44991573624018605
841,2015,7,ATL,TEN,10,7,16,77.0,-1.4179224,0.0,-0.07027038369948008,-0.08862015,-0.14786545262798745,0.07027038369948008
842,2015,7,BAL,ARI,18,26,27,151.0,0.17540479,1.0,0.23128943512324085,0.006496473703703704,0.2978766275859416,-0.23128943512324085
843,2015,7,BUF,JAX,31,34,28,124.0,-2.9191594,1.0,-0.35440082506222687,-0.10425569285714285,-0.22113781162305884,0.35440082506222687
844,2015,7,CAR,PHI,27,16,30,177.0,5.2148633,1.0,1.1850785907832402,0.17382877666666668,1.0820408031568014,-1.1850785907832402
845,2015,7,CLE,LA,6,24,24,160.0,2.742124,2.0,0.7170775298688012,0.11425516666666667,0.8028628444229766,-0.7170775298688012
847,2015,7,DAL,NYG,20,27,21,136.0,1.2988025,1.0,0.44390842011241916,0.0618477380952381,0.5572675392020885,-0.44390842011241916
848,2015,7,DET,MIN,19,28,34,141.0,-8.820372,0.0,-1.4712891915316135,-0.25942270588235294,-0.9482921667008012,1.4712891915316135
849,2015,7,HOU,MIA,26,44,32,250.0,0.48074722,1.0,0.2890798302458455,0.015023350625,0.3378358661357299,-0.2890798302458455
850,2015,7,IND,NO,21,27,32,187.0,5.3268642,3.0,1.2062763531285758,0.16646450625,1.0475298513697786,-1.2062763531285758
851,2015,7,JAX,BUF,34,31,29,117.0,3.6145945,0.0,0.8822049735975237,0.12464118965517242,0.851534541459527,-0.8822049735975237
852,2015,7,KC,PIT,23,13,23,149.0,1.8147838,0.0,0.5415652154777904,0.07890364347826087,0.6371960989987763,-0.5415652154777904
853,2015,7,LA,CLE,24,6,24,82.0,-5.5369735,0.0,-0.8498593540210934,-0.23070722916666667,-0.8137237198070513,0.8498593540210934
854,2015,7,LAC,LV,29,37,25,131.0,0.13678575,1.0,0.2239802328585714,0.00547143,0.2930729971057179,-0.2239802328585714
855,2015,7,LV,LAC,37,29,21,90.0,1.33572,0.0,0.45089558174579825,0.0636057142857143,0.5655058884369227,-0.45089558174579825
856,2015,7,MIA,HOU,44,26,25,71.0,-4.8441834,1.0,-0.7187389800330146,-0.193767336,-0.6406134454739102,0.7187389800330146
858,2015,7,MIN,DET,28,19,17,77.0,-1.6296161,0.0,-0.11033642551347275,-0.09585977058823529,-0.18179226179451102,0.11033642551347275
859,2015,7,NE,NYJ,30,23,29,89.0,-1.1425415,0.0,-0.01815063401314115,-0.03939798275862069,0.08280286132685277,0.01815063401314115
860,2015,7,NO,IND,27,21,13,75.0,0.25501472,0.0,0.24635674597939303,0.01961651692307692,0.3593606787368484,-0.24635674597939303
862,2015,7,NYG,DAL,27,20,41,233.0,12.215534,1.0,2.5100550307632363,0.2979398536585366,1.6636586895136427,-2.5100550307632363
863,2015,7,NYJ,NE,23,30,9,16.0,2.3294055,1.0,0.6389646872173271,0.25882283333333334,1.4803458117790254,-0.6389646872173271
864,2015,7,PHI,CAR,16,27,32,205.0,5.4077635,2.0,1.2215876955847884,0.168992609375,1.0593772225448024,-1.2215876955847884
865,2015,7,PIT,KC,13,23,27,140.0,0.7266153,1.0,0.33561385924154113,0.026911677777777778,0.39354776452953893,-0.33561385924154113
866,2015,7,SEA,SF,20,3,15,61.0,-3.2427816,0.0,-0.4156509264924362,-0.21618543999999998,-0.7456707101486979,0.4156509264924362
867,2015,7,SF,SEA,3,20,38,179.0,2.5511131,1.0,0.68092600194743,0.06713455526315788,0.5820429863361263,-0.68092600194743
868,2015,7,TB,WAS,30,31,18,51.0,0.6251228,1.0,0.31640496096631304,0.03472904444444444,0.43018204720392855,-0.31640496096631304
869,2015,7,TEN,ATL,7,10,29,130.0,-2.637689,0.0,-0.30112855094258495,-0.09095479310344827,-0.15880621811110474,0.30112855094258495
870,2015,7,WAS,TB,31,30,30,190.0,1.7820578,0.0,0.5353713547988721,0.05940192666666667,0.5458058090488137,-0.5353713547988721
871,2015,8,ARI,CLE,34,20,20,39.0,-9.623693,0.0,-1.623329109469929,-0.48118465,-1.9875282795301095,1.623329109469929
872,2015,8,ATL,TB,20,23,31,118.0,-3.4756384,1.0,-0.459722385801204,-0.11211736774193548,-0.25797973452424583,0.459722385801204
873,2015,8,BAL,LAC,29,26,26,81.0,-3.2496393,0.0,-0.41694884369520524,-0.12498612692307692,-0.31828620108936134,0.41694884369520524
874,2015,8,CAR,IND,29,26,35,136.0,-10.550742,0.0,-1.7987863101217203,-0.30144977142857143,-1.1452422989953848,1.7987863101217203
875,2015,8,CHI,MIN,20,23,25,147.0,2.623273,0.0,0.6945832887287254,0.10493092000000001,0.75916691679444,-0.6945832887287254
876,2015,8,CIN,PIT,16,10,19,116.0,2.711623,0.0,0.7113047820668185,0.14271699999999998,0.9362426502098398,-0.7113047820668185
877,2015,8,CLE,ARI,20,34,36,121.0,-12.194207,0.0,-2.1098354221634743,-0.33872797222222223,-1.319937973856134,2.1098354221634743
879,2015,8,DAL,SEA,12,13,30,114.0,-0.33205235,0.0,0.13524595820328938,-0.011068411666666667,0.21556285067879055,-0.13524595820328938
881,2015,8,DEN,GB,29,10,21,90.0,1.9012924,1.0,0.5579381976915736,0.09053773333333333,0.6917165730386241,-0.5579381976915736
882,2015,8,DET,KC,10,45,31,207.0,12.164983,4.0,2.5004875354634746,0.39241880645161287,2.1064124723393003,-2.5004875354634746
884,2015,8,GB,DEN,10,29,34,160.0,2.08439,3.0,0.5925920211055047,0.06130558823529412,0.5547268791476283,-0.5925920211055047
885,2015,8,HOU,TEN,20,6,20,86.0,-1.2093608,0.0,-0.03079713633126265,-0.06046804,-0.015937093680962203,0.03079713633126265
886,2015,8,IND,CAR,26,29,36,140.0,-8.715872,1.0,-1.4515110811317185,-0.24210755555555552,-0.8671487153738693,1.4515110811317185
887,2015,8,KC,DET,45,10,14,81.0,1.193024,0.0,0.42388833541447385,0.085216,0.6667774993627843,-0.42388833541447385
889,2015,8,LA,SF,27,6,20,39.0,-6.932619,0.0,-1.1140051030939788,-0.34663095,-1.3569734532222288,1.1140051030939788
890,2015,8,LAC,BAL,26,29,24,73.0,-3.655679,1.0,-0.49379762851185793,-0.15231995833333334,-0.4463798864894888,0.49379762851185793
891,2015,8,LV,NYJ,34,20,21,74.0,-3.1232963,0.0,-0.39303663506119635,-0.14872839523809522,-0.4295488558772376,0.39303663506119635
892,2015,8,MIA,NE,7,36,26,95.0,-1.6154335,0.0,-0.10765216686698902,-0.06213205769230769,-0.023735128123317295,0.10765216686698902
893,2015,8,MIN,CHI,23,20,25,97.0,-0.6078447,1.0,0.08304833575595484,-0.024313788,0.15349145484762788,-0.08304833575595484
894,2015,8,NE,MIA,36,7,13,15.0,-5.2436843,1.0,-0.7943502040048555,-0.4033603307692308,-1.622822588827537,0.7943502040048555
895,2015,8,NO,NYG,52,49,21,87.0,-2.1419852,0.0,-0.20730956068375792,-0.10199929523809524,-0.2105637255239023,0.20730956068375792
896,2015,8,NYG,NO,49,52,26,103.0,1.1765625,0.0,0.42077276254990087,0.045252403846153845,0.4794973396092676,-0.42077276254990087
897,2015,8,NYJ,LV,20,34,23,120.0,1.0292426,0.0,0.3928903774178293,0.04474967826086956,0.47714143230898937,-0.3928903774178293
899,2015,8,PIT,CIN,10,16,21,80.0,-6.5237384,0.0,-1.0366186375707704,-0.3106542095238095,-1.1883767714357896,1.0366186375707704
900,2015,8,SEA,DAL,13,12,29,130.0,1.8554866,0.0,0.5492687989417602,0.06398229655172415,0.5672706542169381,-0.5492687989417602
901,2015,8,SF,LA,6,27,38,200.0,-1.5634092,2.0,-0.09780582860022105,-0.04114234736842105,0.07462829961988908,0.09780582860022105
902,2015,8,TB,ATL,23,20,27,101.0,-12.966125,0.0,-2.255931875978461,-0.4802268518518518,-1.9830397798088564,2.255931875978461
903,2015,8,TEN,HOU,6,20,22,57.0,-7.4883623,0.0,-1.2191874221504566,-0.3403801045454546,-1.3276803102624417,1.2191874221504566
904,2015,9,ATL,SF,16,17,35,137.0,-2.6808338,0.0,-0.30929431761800485,-0.07659525142857142,-0.09151354383560915,0.30929431761800485
905,2015,9,BUF,MIA,33,17,24,108.0,3.5582352,2.0,0.8715381749615353,0.1482598,0.9622177017413794,-0.8715381749615353
906,2015,9,CAR,GB,37,29,19,71.0,-6.4618697,0.0,-1.0249091066722253,-0.34009840526315793,-1.3263601916628074,1.0249091066722253
907,2015,9,CHI,LAC,22,19,19,77.0,-1.4287667,0.0,-0.07232282161918899,-0.07519824736842105,-0.08496680708664188,0.07232282161918899
908,2015,9,CIN,CLE,31,10,17,69.0,-0.9652021,0.0,0.015413368201702169,-0.05677659411764706,0.0013620145351032115,-0.015413368201702169
909,2015,9,CLE,CIN,10,31,34,155.0,-0.8118453,1.0,0.04443832246940172,-0.02387780294117647,0.15553459809110096,-0.04443832246940172
910,2015,9,DAL,PHI,27,33,34,173.0,10.970373,2.0,2.274390612355164,0.3226580294117647,1.7794947090264797,-2.274390612355164
911,2015,9,DEN,IND,24,27,39,121.0,-1.9416218,1.0,-0.16938793919764972,-0.04978517435897436,0.03412568786088578,0.16938793919764972
912,2015,9,GB,CAR,29,37,36,130.0,-3.9349213,1.0,-0.5466482030354998,-0.10930336944444445,-0.2447925816796557,0.5466482030354998
913,2015,9,IND,DEN,27,24,14,35.0,-4.5964913,0.0,-0.6718597293250547,-0.32832080714285716,-1.2711671992956688,0.6718597293250547
914,2015,9,JAX,NYJ,23,28,25,30.0,-8.245611,2.0,-1.3625075024258337,-0.32982444,-1.2782136272650706,1.3625075024258337
915,2015,9,LA,MIN,18,21,35,148.0,1.5902703,2.0,0.49907284428863435,0.04543629428571429,0.4803590996662316,-0.49907284428863435
916,2015,9,LAC,CHI,19,22,27,113.0,2.504044,1.0,0.6720175057156244,0.09274237037037036,0.7020480951295128,-0.6720175057156244
917,2015,9,LV,PIT,35,38,30,195.0,5.6687026,2.0,1.2709741293402832,0.1889567533333333,1.1529345704737881,-1.2709741293402832
918,2015,9,MIA,BUF,17,33,33,270.0,13.952256,3.0,2.8387543556429136,0.4227956363636364,2.2487664671306735,-2.8387543556429136
920,2015,9,MIN,LA,21,18,37,160.0,-1.3631005,1.0,-0.059894559866638004,-0.03684055405405406,0.09478766005481642,0.059894559866638004
922,2015,9,NE,WAS,27,10,15,37.0,-7.6474943,0.0,-1.2493054151088878,-0.5098329533333333,-2.1217819338879274,1.2493054151088878
923,2015,9,NO,TEN,28,34,28,112.0,-8.695894,0.0,-1.447729960657373,-0.31056764285714283,-1.1879710967537551,1.447729960657373
924,2015,9,NYG,TB,32,18,23,136.0,-6.6285043,1.0,-1.056447073325262,-0.2881958391304348,-1.083130807612034,1.056447073325262
925,2015,9,NYJ,JAX,28,23,19,98.0,-0.56436753,0.0,0.09127700817829935,-0.02970355421052631,0.12823356081187484,-0.09127700817829935
926,2015,9,PHI,DAL,33,27,29,134.0,2.8184307,0.0,0.7315196574941759,0.09718726551724138,0.7228780692386753,-0.7315196574941759
927,2015,9,PIT,LV,38,35,24,140.0,-0.513183,1.0,0.10096440803578005,-0.021382625,0.16722767299952626,-0.10096440803578005
929,2015,9,SF,ATL,17,16,14,17.0,-4.4831634,0.0,-0.6504108133672722,-0.3202259571428571,-1.2332325550923626,0.6504108133672722
931,2015,9,TB,NYG,18,32,33,115.0,-4.735501,0.0,-0.6981692909830094,-0.1435000303030303,-0.40504733162703804,0.6981692909830094
932,2015,9,TEN,NO,34,28,25,63.0,-6.495938,1.0,-1.0313570167060695,-0.25983752,-0.9502360972200138,1.0313570167060695
933,2015,9,WAS,NE,10,27,35,163.0,1.3118341,1.0,0.44637483564818253,0.037480974285714286,0.44307833056940554,-0.44637483564818253
934,2015,10,ARI,SEA,39,32,18,115.0,5.9072247,2.0,1.3161178272026257,0.32817915000000003,1.80536816500383,-1.3161178272026257
935,2015,10,BAL,JAX,20,22,22,90.0,-3.380413,0.0,-0.4416996252837481,-0.15365513636363637,-0.45263688983453115,0.4416996252837481
936,2015,10,BUF,NYJ,22,17,24,128.0,-5.9666257,0.0,-0.9311771400991576,-0.24860940416666666,-0.8976181266324175,0.9311771400991576
937,2015,10,CAR,TEN,27,10,21,64.0,-6.0285583,1.0,-0.9428987649810002,-0.28707420476190476,-1.0778745272984536,0.9428987649810002
938,2015,10,CHI,LA,37,13,21,94.0,-8.513037,1.0,-1.4131216742134154,-0.4053827142857143,-1.6323000219041761,1.4131216742134154
939,2015,10,CIN,HOU,6,10,23,84.0,-7.1281023,0.0,-1.1510030962876228,-0.3099174913043478,-1.1849243117196278,1.1510030962876228
940,2015,10,CLE,PIT,9,30,19,62.0,-2.797609,0.0,-0.33139568410192655,-0.14724257894736842,-0.42258592112981214,0.33139568410192655
941,2015,10,DAL,TB,6,10,25,85.0,0.17139179,1.0,0.23052991783104199,0.006855671599999999,0.29955992553396726,-0.23052991783104199
942,2015,10,DEN,KC,13,29,30,108.0,-1.5656037,1.0,-0.09822116891861886,-0.052186790000000004,0.02287107105447157,0.09822116891861886
944,2015,10,DET,GB,18,16,17,48.0,-2.1381383,0.0,-0.20658148017756311,-0.12577284117647058,-0.3219729556669209,0.20658148017756311
945,2015,10,GB,DET,16,18,26,45.0,-7.578258,0.0,-1.236201461184675,-0.29147146153846154,-1.0984812551920227,1.236201461184675
946,2015,10,HOU,CIN,10,6,20,74.0,-1.1536533,0.0,-0.02025370011018948,-0.057682665,-0.0028840773066275472,0.02025370011018948
948,2015,10,JAX,BAL,22,20,21,89.0,-0.76491857,0.0,0.05331987315500996,-0.03642469380952381,0.09673649300595878,-0.05331987315500996
949,2015,10,KC,DEN,29,13,17,69.0,-1.954579,1.0,-0.17184027347586522,-0.11497523529411766,-0.27137247049491897,0.17184027347586522
950,2015,10,LA,CHI,13,37,35,155.0,-5.065982,1.0,-0.7607175178066234,-0.14474234285714285,-0.41086914237455774,0.7607175178066234
952,2015,10,LV,MIN,14,30,33,263.0,12.88979,1.0,2.6376675628760737,0.390599696969697,2.097887636059031,-2.6376675628760737
953,2015,10,MIA,PHI,20,19,35,83.0,-4.9156566,1.0,-0.7322662990783138,-0.14044733142857144,-0.39074156368045115,0.7322662990783138
954,2015,10,MIN,LV,30,14,19,84.0,-0.40216738,0.0,0.12197569213599803,-0.021166704210526317,0.16823953589072013,-0.12197569213599803
955,2015,10,NE,NYG,27,26,23,80.0,-3.647337,0.0,-0.4922187864357246,-0.15857986956521739,-0.47571551412011803,0.4922187864357246
956,2015,10,NO,WAS,14,47,31,209.0,4.494086,0.0,1.0486612413752192,0.14497051612903228,0.9468032328718101,-1.0486612413752192
957,2015,10,NYG,NE,26,27,22,78.0,1.1586381,1.0,0.41738031506615086,0.052665368181818176,0.5142364841969032,-0.41738031506615086
958,2015,10,NYJ,BUF,17,22,32,149.0,-6.82542,0.0,-1.0937161685795451,-0.213294375,-0.732122402009124,1.0937161685795451
959,2015,10,PHI,MIA,19,20,24,101.0,-2.0697162,0.0,-0.19363162517667645,-0.08623817499999999,-0.13670287714775375,0.19363162517667645
961,2015,10,PIT,CLE,30,9,14,15.0,-4.0093803,0.0,-0.5607406271720144,-0.2863843071428572,-1.0746414815081946,0.5607406271720144
963,2015,10,SEA,ARI,32,39,30,119.0,-1.9418325,1.0,-0.1694278171676139,-0.06472775,-0.035899240386492726,0.1694278171676139
964,2015,10,TB,DAL,10,6,21,42.0,-6.938666,0.0,-1.1151495837981718,-0.33041266666666663,-1.2809702156281528,1.1151495837981718
965,2015,10,TEN,CAR,10,27,32,121.0,4.2071667,2.0,0.994357685477989,0.131473959375,0.8835547380344829,-0.994357685477989
966,2015,10,WAS,NO,47,14,25,158.0,-4.4277835,0.0,-0.6399293801028213,-0.17711134,-0.5625589686013697,0.6399293801028213
967,2015,11,ARI,CIN,34,31,28,99.0,-4.27815,2.0,-0.6116091132844225,-0.15279107142857143,-0.44858764915925725,0.6116091132844225
968,2015,11,ATL,IND,21,24,27,74.0,-11.876635,0.0,-2.049730407082944,-0.4398753703703704,-1.7939418850885982,2.049730407082944
969,2015,11,BAL,LA,16,13,29,82.0,-16.211937,1.0,-2.8702479340961995,-0.5590323103448276,-2.352343352970733,2.8702479340961995
970,2015,11,BUF,NE,13,20,22,85.0,-3.375433,1.0,-0.4407570894962699,-0.15342877272727273,-0.45157608895421575,0.4407570894962699
971,2015,11,CAR,WAS,44,16,12,14.0,-9.381143,0.0,-1.577423074278594,-0.7817619166666666,-3.3961141911408457,1.577423074278594
972,2015,11,CHI,DEN,15,17,35,171.0,-1.3219922,0.0,-0.05211422976374803,-0.037771205714285716,0.09042637607696584,0.05211422976374803
973,2015,11,CIN,ARI,31,34,24,83.0,-2.9746237,0.0,-0.36489823222636936,-0.12394265416666667,-0.31339620711167604,0.36489823222636936
974,2015,11,DAL,MIA,24,14,14,70.0,-1.1923952,0.0,-0.027586155376234343,-0.08517108571428571,-0.1317022097621035,0.027586155376234343
975,2015,11,DEN,CHI,17,15,26,86.0,-2.2119174,1.0,-0.22054522357473902,-0.08507374615384615,-0.13124605040248835,0.22054522357473902
976,2015,11,DET,LV,18,13,21,52.0,-3.412195,1.0,-0.44771482054431705,-0.1624854761904762,-0.49401823717579757,0.44771482054431705
977,2015,11,GB,MIN,30,13,18,94.0,-2.2468026,1.0,-0.2271477435452885,-0.12482236666666667,-0.31751877648463556,0.2271477435452885
978,2015,11,HOU,NYJ,24,17,20,71.0,-2.3696663,1.0,-0.2504014451982987,-0.118483315,-0.28781227549185956,0.2504014451982987
980,2015,11,IND,ATL,24,21,24,100.0,-9.5425625,0.0,-1.6079740091273582,-0.39760677083333335,-1.595859859552669,1.6079740091273582
981,2015,11,JAX,TEN,19,13,26,104.0,-2.8522036,1.0,-0.3417284881788462,-0.10970013846153846,-0.2466519480044618,0.3417284881788462
983,2015,11,KC,LAC,33,3,24,53.0,-10.490986,0.0,-1.7874766377288387,-0.4371244166666666,-1.7810501761662874,1.7874766377288387
984,2015,11,LA,BAL,13,16,28,96.0,-7.2998614,0.0,-1.1835109474071115,-0.26070933571428573,-0.9543216601312822,1.1835109474071115
985,2015,11,LAC,KC,3,33,31,153.0,5.537389,3.0,1.2461211640024112,0.17862545161290322,1.1045193120166807,-1.2461211640024112
986,2015,11,LV,DET,13,18,29,111.0,-2.680801,1.0,-0.3092881097517742,-0.09244141379310346,-0.165772922488251,0.3092881097517742
987,2015,11,MIA,DAL,14,24,37,167.0,1.6989894,0.0,0.5196494793353063,0.04591863243243244,0.4826194659462041,-0.5196494793353063
988,2015,11,MIN,GB,13,30,32,126.0,-4.840601,0.0,-0.7180609599115162,-0.15126878125,-0.44145378796376955,0.7180609599115162
990,2015,11,NE,BUF,20,13,29,95.0,-5.6392403,1.0,-0.869214799577495,-0.19445656206896553,-0.6438433441998718,0.869214799577495
991,2015,11,NYJ,HOU,17,24,34,128.0,-3.9021566,0.0,-0.540447017831486,-0.11476931176470588,-0.2704074574531301,0.540447017831486
992,2015,11,PHI,TB,17,45,39,286.0,7.4959397,0.0,1.6168047235085499,0.19220358205128205,1.1681500830780318,-1.6168047235085499
993,2015,11,SEA,SF,29,13,16,59.0,-2.3254514,0.0,-0.2420331468870995,-0.1453407125,-0.4136732634520138,0.2420331468870995
994,2015,11,SF,SEA,13,29,40,259.0,6.7235703,1.0,1.4706228358272042,0.1680892575,1.0551438727028024,-1.4706228358272042
995,2015,11,TB,PHI,45,17,28,136.0,2.6974251,0.0,0.7086176276778551,0.0963366107142857,0.7188916720491094,-0.7086176276778551
996,2015,11,TEN,JAX,13,19,23,90.0,-8.161124,0.0,-1.3465171367477864,-0.3548314782608695,-1.3954033341780512,1.3465171367477864
997,2015,11,WAS,CAR,16,44,39,142.0,-3.0812404,0.0,-0.38507695818878535,-0.0790061641025641,-0.10281172903893633,0.38507695818878535
