,season,week,team,opponent,qb
1489,2016,7,SEA,ARI,R. Wilson
1490,2016,7,SF,TB,C. Kaepernick
1491,2016,7,TB,SF,J. Winston
1493,2016,7,TEN,IND,M. Mariota
1494,2016,7,WAS,DET,K. Cousins
1495,2016,8,ARI,CAR,C. Palmer
1496,2016,8,ATL,GB,M. Ryan
1498,2016,8,BUF,NE,T. Taylor
1499,2016,8,CAR,ARI,C. Newton
1500,2016,8,CHI,MIN,J. Cutler
1501,2016,8,CIN,WAS,A. Dalton
1502,2016,8,CLE,NYJ,J. McCown
1505,2016,8,DAL,PHI,D. Prescott
1506,2016,8,DEN,LAC,T. Siemian
1507,2016,8,DET,HOU,M. Stafford
1508,2016,8,GB,ATL,A. Rodgers
1509,2016,8,HOU,DET,B. Osweiler
1510,2016,8,IND,KC,A. Luck
1511,2016,8,JAX,TEN,B. Bortles
1513,2016,8,KC,IND,N. Foles
1514,2016,8,LAC,DEN,P. Rivers
1515,2016,8,LV,TB,D. Carr
1516,2016,8,MIN,CHI,S. Bradford
1517,2016,8,NE,BUF,T. Brady
1518,2016,8,NO,SEA,D. Brees
1519,2016,8,NYJ,CLE,R. Fitzpatrick
1520,2016,8,PHI,DAL,C. Wentz
1523,2016,8,SEA,NO,R. Wilson
1525,2016,8,TB,LV,J. Winston
1527,2016,8,TEN,JAX,M. Mariota
1528,2016,8,WAS,CIN,K. Cousins
1529,2016,9,ATL,TB,M. Ryan
1530,2016,9,BAL,PIT,J. Flacco
1532,2016,9,BUF,SEA,T. Taylor
1533,2016,9,CAR,LA,C. Newton
1534,2016,9,CLE,DAL,C. Kessler
1535,2016,9,DAL,CLE,D. Prescott
1537,2016,9,DEN,LV,T. Siemian
1538,2016,9,DET,MIN,M. Stafford
1539,2016,9,GB,IND,A. Rodgers
1540,2016,9,IND,GB,A. Luck
1541,2016,9,JAX,KC,B. Bortles
1542,2016,9,KC,JAX,N. Foles
1543,2016,9,LA,CAR,C. Keenum
1544,2016,9,LAC,TEN,P. Rivers
1545,2016,9,LV,DEN,D. Carr
1547,2016,9,MIA,NYJ,R. Tannehill
1548,2016,9,MIN,DET,S. Bradford
1549,2016,9,NO,SF,D. Brees
1550,2016,9,NYG,PHI,E. Manning
1552,2016,9,NYJ,MIA,R. Fitzpatrick
1553,2016,9,PHI,NYG,C. Wentz
1554,2016,9,PIT,BAL,B. Roethlisberger
1555,2016,9,SEA,BUF,R. Wilson
1556,2016,9,SF,NO,C. Kaepernick
1557,2016,9,TB,ATL,J. Winston
1559,2016,9,TEN,LAC,M. Mariota
1560,2016,10,ARI,SF,C. Palmer
1561,2016,10,ATL,PHI,M. Ryan
1562,2016,10,BAL,CLE,J. Flacco
1563,2016,10,CAR,KC,C. Newton
1564,2016,10,CHI,TB,J. Cutler
1565,2016,10,CIN,NYG,A. Dalton
1566,2016,10,CLE,BAL,C. Kessler
1568,2016,10,DAL,PIT,D. Prescott
1569,2016,10,DEN,NO,T. Siemian
1570,2016,10,GB,TEN,A. Rodgers
1572,2016,10,HOU,JAX,B. Osweiler
1573,2016,10,JAX,HOU,B. Bortles
1574,2016,10,KC,CAR,A. Smith
1575,2016,10,LA,NYJ,C. Keenum
1576,2016,10,LAC,MIA,P. Rivers
1577,2016,10,MIA,LAC,R. Tannehill
1578,2016,10,MIN,WAS,S. Bradford
1579,2016,10,NE,SEA,T. Brady
1580,2016,10,NO,DEN,D. Brees
1581,2016,10,NYG,CIN,E. Manning
1582,2016,10,NYJ,LA,B. Petty
1583,2016,10,PHI,ATL,C. Wentz
1584,2016,10,PIT,DAL,B. Roethlisberger
1585,2016,10,SEA,NE,R. Wilson
1586,2016,10,SF,ARI,C. Kaepernick
1587,2016,10,TB,CHI,J. Winston
1589,2016,10,TEN,GB,M. Mariota
1590,2016,10,WAS,MIN,K. Cousins
1591,2016,11,ARI,MIN,C. Palmer
1592,2016,11,BAL,DAL,J. Flacco
1593,2016,11,BUF,CIN,T. Taylor
1594,2016,11,CAR,NO,C. Newton
1595,2016,11,CHI,NYG,J. Cutler
1596,2016,11,CIN,BUF,A. Dalton
1598,2016,11,CLE,PIT,J. McCown
1599,2016,11,DAL,BAL,D. Prescott
1600,2016,11,DET,JAX,M. Stafford
1601,2016,11,GB,WAS,A. Rodgers
1603,2016,11,HOU,LV,B. Osweiler
1604,2016,11,IND,TEN,A. Luck
1605,2016,11,JAX,DET,B. Bortles
1606,2016,11,KC,TB,A. Smith
1607,2016,11,LA,MIA,J. Goff
1608,2016,11,LV,HOU,D. Carr
1609,2016,11,MIA,LA,R. Tannehill
1610,2016,11,MIN,ARI,S. Bradford
1611,2016,11,NE,SF,T. Brady
1612,2016,11,NO,CAR,D. Brees
1613,2016,11,NYG,CHI,E. Manning
1614,2016,11,PHI,SEA,C. Wentz
1615,2016,11,PIT,CLE,B. Roethlisberger
1617,2016,11,SEA,PHI,R. Wilson
1618,2016,11,SF,NE,C. Kaepernick
1619,2016,11,TB,KC,J. Winston
1620,2016,11,TEN,IND,M. Mariota
1621,2016,11,WAS,GB,K. Cousins
1622,2016,12,ARI,ATL,C. Palmer
1623,2016,12,ATL,ARI,M. Ryan
1624,2016,12,BAL,CIN,J. Flacco
1625,2016,12,BUF,JAX,T. Taylor
1626,2016,12,CAR,LV,C. Newton
1627,2016,12,CHI,TEN,M. Barkley
1628,2016,12,CIN,BAL,A. Dalton
1630,2016,12,CLE,NYG,J. McCown
1631,2016,12,DAL,WAS,D. Prescott
1632,2016,12,DEN,KC,T. Siemian
1633,2016,12,DET,MIN,M. Stafford
1634,2016,12,GB,PHI,A. Rodgers
1635,2016,12,HOU,LAC,B. Osweiler
1637,2016,12,IND,PIT,S. Tolzien
1638,2016,12,JAX,BUF,B. Bortles
1639,2016,12,KC,DEN,A. Smith
1640,2016,12,LA,NO,J. Goff
1641,2016,12,LAC,HOU,P. Rivers
1642,2016,12,LV,CAR,D. Carr
1644,2016,12,MIA,SF,R. Tannehill
1645,2016,12,MIN,DET,S. Bradford
1646,2016,12,NE,NYJ,T. Brady
1647,2016,12,NO,LA,D. Brees
1649,2016,12,NYG,CLE,E. Manning
1650,2016,12,NYJ,NE,R. Fitzpatrick
1651,2016,12,PHI,GB,C. Wentz
1652,2016,12,PIT,IND,B. Roethlisberger
1654,2016,12,SEA,TB,R. Wilson
1655,2016,12,SF,MIA,C. Kaepernick
1656,2016,12,TB,SEA,J. Winston
1657,2016,12,TEN,CHI,M. Mariota
1658,2016,12,WAS,DAL,K. Cousins
1659,2016,13,ARI,WAS,C. Palmer
1660,2016,13,ATL,KC,M. Ryan
1661,2016,13,BAL,MIA,J. Flacco
1663,2016,13,BUF,LV,T. Taylor
1664,2016,13,CAR,SEA,C. Newton
1666,2016,13,CHI,SF,M. Barkley
1667,2016,13,CIN,PHI,A. Dalton
1668,2016,13,DAL,MIN,D. Prescott
1669,2016,13,DEN,JAX,P. Lynch
1670,2016,13,DET,NO,M. Stafford
1671,2016,13,GB,HOU,A. Rodgers
1672,2016,13,HOU,GB,B. Osweiler
1673,2016,13,IND,NYJ,A. Luck
1675,2016,13,JAX,DEN,B. Bortles
1676,2016,13,KC,ATL,A. Smith
1677,2016,13,LA,NE,J. Goff
1678,2016,13,LAC,TB,P. Rivers
1679,2016,13,LV,BUF,D. Carr
1680,2016,13,MIA,BAL,R. Tannehill
1682,2016,13,MIN,DAL,S. Bradford
1684,2016,13,NE,LA,T. Brady
1685,2016,13,NO,DET,D. Brees
1686,2016,13,NYG,PIT,E. Manning
1687,2016,13,NYJ,IND,B. Petty
1689,2016,13,PHI,CIN,C. Wentz
1690,2016,13,PIT,NYG,B. Roethlisberger
1692,2016,13,SEA,CAR,R. Wilson
1694,2016,13,SF,CHI,B. Gabbert
1696,2016,13,TB,LAC,J. Winston
1697,2016,13,WAS,ARI,K. Cousins
1698,2016,14,ARI,MIA,C. Palmer
1699,2016,14,ATL,LA,M. Ryan
1701,2016,14,BAL,NE,J. Flacco
1702,2016,14,BUF,PIT,T. Taylor
1703,2016,14,CAR,LAC,C. Newton
1704,2016,14,CHI,DET,M. Barkley
1705,2016,14,CIN,CLE,A. Dalton
1706,2016,14,CLE,CIN,R. Griffin
1707,2016,14,DAL,NYG,D. Prescott
1709,2016,14,DEN,TEN,T. Siemian
1710,2016,14,DET,CHI,M. Stafford
1711,2016,14,GB,SEA,A. Rodgers
1713,2016,14,HOU,IND,B. Osweiler
1714,2016,14,IND,HOU,A. Luck
1715,2016,14,JAX,MIN,B. Bortles
1716,2016,14,KC,LV,A. Smith
1717,2016,14,LA,ATL,J. Goff
1718,2016,14,LAC,CAR,P. Rivers
1719,2016,14,LV,KC,D. Carr
1721,2016,14,MIA,ARI,R. Tannehill
1722,2016,14,MIN,JAX,S. Bradford
1723,2016,14,NE,BAL,T. Brady
1724,2016,14,NO,TB,D. Brees
1725,2016,14,NYG,DAL,E. Manning
1726,2016,14,NYJ,SF,B. Petty
1727,2016,14,PHI,WAS,C. Wentz
1728,2016,14,PIT,BUF,B. Roethlisberger
1729,2016,14,SEA,GB,R. Wilson
1730,2016,14,SF,NYJ,C. Kaepernick
1731,2016,14,TB,NO,J. Winston
1733,2016,14,TEN,DEN,M. Mariota
1734,2016,14,WAS,PHI,K. Cousins
1735,2016,15,ARI,NO,C. Palmer
1736,2016,15,ATL,SF,M. Ryan
1738,2016,15,BAL,PHI,J. Flacco
1740,2016,15,BUF,CLE,T. Taylor
1741,2016,15,CAR,WAS,C. Newton
1742,2016,15,CHI,GB,M. Barkley
1743,2016,15,CIN,PIT,A. Dalton
1744,2016,15,CLE,BUF,R. Griffin
1745,2016,15,DAL,TB,D. Prescott
1746,2016,15,DEN,NE,T. Siemian
1747,2016,15,DET,NYG,M. Stafford
1748,2016,15,GB,CHI,A. Rodgers
1750,2016,15,HOU,JAX,T. Savage
1751,2016,15,IND,MIN,A. Luck
1752,2016,15,JAX,HOU,B. Bortles
1753,2016,15,KC,TEN,A. Smith
1755,2016,15,LA,SEA,J. Goff
1757,2016,15,LAC,LV,P. Rivers
1758,2016,15,LV,LAC,D. Carr
1759,2016,15,MIA,NYJ,M. Moore
1760,2016,15,MIN,IND,S. Bradford
1761,2016,15,NE,DEN,T. Brady
1762,2016,15,NO,ARI,D. Brees
1763,2016,15,NYG,DET,E. Manning
1764,2016,15,NYJ,MIA,B. Petty
1766,2016,15,PHI,BAL,C. Wentz
1767,2016,15,PIT,CIN,B. Roethlisberger
1768,2016,15,SEA,LA,R. Wilson
1769,2016,15,SF,ATL,C. Kaepernick
1770,2016,15,TB,DAL,J. Winston
1771,2016,15,TEN,KC,M. Mariota
1772,2016,15,WAS,CAR,K. Cousins
1773,2016,16,ARI,SEA,C. Palmer
1775,2016,16,ATL,CAR,M. Ryan
1776,2016,16,BAL,PIT,J. Flacco
1777,2016,16,BUF,MIA,T. Taylor
1778,2016,16,CAR,ATL,C. Newton
1779,2016,16,CHI,WAS,M. Barkley
1780,2016,16,CIN,HOU,A. Dalton
1782,2016,16,CLE,LAC,R. Griffin
1784,2016,16,DAL,DET,D. Prescott
1785,2016,16,DEN,KC,T. Siemian
1786,2016,16,DET,DAL,M. Stafford
1787,2016,16,GB,MIN,A. Rodgers
1789,2016,16,HOU,CIN,T. Savage
1790,2016,16,IND,LV,A. Luck
1791,2016,16,JAX,TEN,B. Bortles
1793,2016,16,KC,DEN,A. Smith
1795,2016,16,LA,SF,J. Goff
1796,2016,16,LAC,CLE,P. Rivers
1797,2016,16,LV,IND,D. Carr
1799,2016,16,MIA,BUF,M. Moore
1800,2016,16,MIN,GB,S. Bradford
1802,2016,16,NE,NYJ,T. Brady
1803,2016,16,NO,TB,D. Brees
1804,2016,16,NYG,PHI,E. Manning
1806,2016,16,NYJ,NE,R. Fitzpatrick
1808,2016,16,PHI,NYG,C. Wentz
1809,2016,16,PIT,BAL,B. Roethlisberger
1810,2016,16,SEA,ARI,R. Wilson
1811,2016,16,SF,LA,C. Kaepernick
1812,2016,16,TB,NO,J. Winston
1813,2016,16,TEN,JAX,M. Cassel
1815,2016,16,WAS,CHI,K. Cousins
1816,2016,17,ARI,LA,C. Palmer
1818,2016,17,ATL,NO,M. Ryan
1819,2016,17,BAL,CIN,J. Flacco
1822,2016,17,BUF,NYJ,E. Manuel
1823,2016,17,CAR,TB,C. Newton
1826,2016,17,CHI,MIN,M. Barkley
1827,2016,17,CIN,BAL,A. Dalton
1828,2016,17,CLE,PIT,R. Griffin
1830,2016,17,DAL,PHI,M. Sanchez
1832,2016,17,DEN,LV,T. Siemian
1833,2016,17,DET,GB,M. Stafford
1834,2016,17,GB,DET,A. Rodgers
1835,2016,17,HOU,TEN,B. Osweiler
1837,2016,17,IND,JAX,A. Luck
1838,2016,17,JAX,IND,B. Bortles
1839,2016,17,KC,LAC,A. Smith
1840,2016,17,LA,ARI,J. Goff
1844,2016,17,LAC,KC,P. Rivers
1845,2016,17,LV,DEN,C. Cook
1847,2016,17,MIA,NE,M. Moore
1848,2016,17,MIN,CHI,S. Bradford
1851,2016,17,NE,MIA,T. Brady
1852,2016,17,NO,ATL,D. Brees
1853,2016,17,NYG,WAS,E. Manning
1854,2016,17,NYJ,BUF,R. Fitzpatrick
1855,2016,17,PHI,DAL,C. Wentz
1856,2016,17,PIT,CLE,L. Jones
1857,2016,17,SEA,SF,R. Wilson
1859,2016,17,SF,SEA,C. Kaepernick
1860,2016,17,TB,CAR,J. Winston
1861,2016,17,TEN,HOU,M. Cassel
1862,2016,17,WAS,NYG,K. Cousins
1863,2016,18,DET,SEA,M. Stafford
1864,2016,18,GB,NYG,A. Rodgers
1865,2016,18,HOU,LV,B. Osweiler
1866,2016,18,LV,HOU,C. Cook
1867,2016,18,MIA,PIT,M. Moore
1868,2016,18,NYG,GB,E. Manning
1869,2016,18,PIT,MIA,B. Roethlisberger
1870,2016,18,SEA,DET,R. Wilson
1871,2016,19,ATL,SEA,M. Ryan
1872,2016,19,DAL,GB,D. Prescott
1873,2016,19,GB,DAL,A. Rodgers
1874,2016,19,HOU,NE,B. Osweiler
1875,2016,19,KC,PIT,A. Smith
1876,2016,19,NE,HOU,T. Brady
1877,2016,19,PIT,KC,B. Roethlisberger
1878,2016,19,SEA,ATL,R. Wilson
1879,2016,20,ATL,GB,M. Ryan
1880,2016,20,GB,ATL,A. Rodgers
1881,2016,20,NE,PIT,T. Brady
1882,2016,20,PIT,NE,B. Roethlisberger
1883,2016,21,ATL,NE,M. Ryan
1885,2016,21,NE,ATL,T. Brady
1886,2017,1,ARI,DET,C. Palmer
1887,2017,1,ATL,CHI,M. Ryan
1888,2017,1,BAL,CIN,J. Flacco
1889,2017,1,BUF,NYJ,T. Taylor
1890,2017,1,CAR,SF,C. Newton
1891,2017,1,CHI,ATL,M. Glennon
1892,2017,1,CIN,BAL,A. Dalton
1893,2017,1,CLE,PIT,D. Kizer
1894,2017,1,DAL,NYG,D. Prescott
1895,2017,1,DEN,LAC,T. Siemian
1896,2017,1,DET,ARI,M. Stafford
1897,2017,1,GB,SEA,A. Rodgers
1898,2017,1,HOU,JAX,D. Watson
1901,2017,1,IND,LA,S. Tolzien
1902,2017,1,JAX,HOU,B. Bortles
1903,2017,1,KC,NE,A. Smith
1904,2017,1,LA,IND,J. Goff
1906,2017,1,LAC,DEN,P. Rivers
1907,2017,1,LV,TEN,D. Carr
1908,2017,1,MIN,NO,S. Bradford
1909,2017,1,NE,KC,T. Brady
1910,2017,1,NO,MIN,D. Brees
1911,2017,1,NYG,DAL,E. Manning
1912,2017,1,NYJ,BUF,J. McCown
1913,2017,1,PHI,WAS,C. Wentz
1914,2017,1,PIT,CLE,B. Roethlisberger
1915,2017,1,SEA,GB,R. Wilson
1916,2017,1,SF,CAR,B. Hoyer
1917,2017,1,TEN,LV,M. Mariota
1918,2017,1,WAS,PHI,K. Cousins
1919,2017,2,ARI,IND,C. Palmer
1920,2017,2,ATL,GB,M. Ryan
1921,2017,2,BAL,CLE,J. Flacco
1922,2017,2,BUF,CAR,T. Taylor
1923,2017,2,CAR,BUF,C. Newton
1924,2017,2,CHI,TB,M. Glennon
1925,2017,2,CIN,HOU,A. Dalton
1926,2017,2,CLE,BAL,D. Kizer
1928,2017,2,DAL,DEN,D. Prescott
1929,2017,2,DEN,DAL,T. Siemian
1930,2017,2,DET,NYG,M. Stafford
1931,2017,2,GB,ATL,A. Rodgers
1932,2017,2,HOU,CIN,D. Watson
1933,2017,2,IND,ARI,J. Brissett
1934,2017,2,JAX,TEN,B. Bortles
1935,2017,2,KC,PHI,A. Smith
1936,2017,2,LA,WAS,J. Goff
1938,2017,2,LAC,MIA,P. Rivers
1939,2017,2,LV,NYJ,D. Carr
1940,2017,2,MIA,LAC,J. Cutler
1942,2017,2,MIN,PIT,C. Keenum
1944,2017,2,NE,NO,T. Brady
1945,2017,2,NO,NE,D. Brees
1946,2017,2,NYG,DET,E. Manning
1947,2017,2,NYJ,LV,J. McCown
1948,2017,2,PHI,KC,C. Wentz
1949,2017,2,PIT,MIN,B. Roethlisberger
1950,2017,2,SEA,SF,R. Wilson
1951,2017,2,SF,SEA,B. Hoyer
1952,2017,2,TB,CHI,J. Winston
1954,2017,2,TEN,JAX,M. Mariota
1955,2017,2,WAS,LA,K. Cousins
1956,2017,3,ARI,DAL,C. Palmer
1957,2017,3,ATL,DET,M. Ryan
1958,2017,3,BAL,JAX,J. Flacco
1960,2017,3,BUF,DEN,T. Taylor
1961,2017,3,CAR,NO,C. Newton
1963,2017,3,CHI,PIT,M. Glennon
1964,2017,3,CIN,GB,A. Dalton
1965,2017,3,CLE,IND,D. Kizer
1966,2017,3,DAL,ARI,D. Prescott
1967,2017,3,DEN,BUF,T. Siemian
1968,2017,3,DET,ATL,M. Stafford
1969,2017,3,GB,CIN,A. Rodgers
1970,2017,3,HOU,NE,D. Watson
1971,2017,3,IND,CLE,J. Brissett
1972,2017,3,JAX,BAL,B. Bortles
1974,2017,3,KC,LAC,A. Smith
1975,2017,3,LA,SF,J. Goff
1976,2017,3,LAC,KC,P. Rivers
1977,2017,3,LV,WAS,D. Carr
1978,2017,3,MIA,NYJ,J. Cutler
1980,2017,3,MIN,TB,C. Keenum
1981,2017,3,NE,HOU,T. Brady
1982,2017,3,NO,CAR,D. Brees
1983,2017,3,NYG,PHI,E. Manning
1984,2017,3,NYJ,MIA,J. McCown
1985,2017,3,PHI,NYG,C. Wentz
1986,2017,3,PIT,CHI,B. Roethlisberger
1987,2017,3,SEA,TEN,R. Wilson
1988,2017,3,SF,LA,B. Hoyer
1989,2017,3,TB,MIN,J. Winston
1990,2017,3,TEN,SEA,M. Mariota
1991,2017,3,WAS,LV,K. Cousins
1992,2017,4,ARI,SF,C. Palmer
1993,2017,4,ATL,BUF,M. Ryan
1994,2017,4,BAL,PIT,J. Flacco
1995,2017,4,BUF,ATL,T. Taylor
1996,2017,4,CAR,NE,C. Newton
1997,2017,4,CHI,GB,M. Glennon
1998,2017,4,CIN,CLE,A. Dalton
1999,2017,4,CLE,CIN,D. Kizer
2001,2017,4,DAL,LA,D. Prescott
2002,2017,4,DEN,LV,T. Siemian
2003,2017,4,DET,MIN,M. Stafford
2004,2017,4,GB,CHI,A. Rodgers
2006,2017,4,HOU,TEN,D. Watson
2007,2017,4,IND,SEA,J. Brissett
2008,2017,4,JAX,NYJ,B. Bortles
2009,2017,4,KC,WAS,A. Smith
2010,2017,4,LA,DAL,J. Goff
2011,2017,4,LAC,PHI,P. Rivers
2012,2017,4,LV,DEN,D. Carr
2014,2017,4,MIA,NO,J. Cutler
2015,2017,4,MIN,DET,C. Keenum
2016,2017,4,NE,CAR,T. Brady
2017,2017,4,NO,MIA,D. Brees
2018,2017,4,NYG,TB,E. Manning
2019,2017,4,NYJ,JAX,J. McCown
2021,2017,4,PHI,LAC,C. Wentz
2022,2017,4,PIT,BAL,B. Roethlisberger
2023,2017,4,SEA,IND,R. Wilson
2024,2017,4,SF,ARI,B. Hoyer
2025,2017,4,TB,NYG,J. Winston
2026,2017,4,TEN,HOU,M. Cassel
2028,2017,4,WAS,KC,K. Cousins
2029,2017,5,ARI,PHI,C. Palmer
2030,2017,5,BAL,LV,J. Flacco
2031,2017,5,BUF,CIN,T. Taylor
2032,2017,5,CAR,DET,C. Newton
2033,2017,5,CHI,MIN,M. Trubisky
2035,2017,5,CIN,BUF,A. Dalton
2037,2017,5,CLE,NYJ,K. Hogan
2038,2017,5,DAL,GB,D. Prescott
2039,2017,5,DET,CAR,M. Stafford
2040,2017,5,GB,DAL,A. Rodgers
2041,2017,5,HOU,KC,D. Watson
2042,2017,5,IND,SF,J. Brissett
2043,2017,5,JAX,PIT,B. Bortles
2044,2017,5,KC,HOU,A. Smith
2045,2017,5,LA,SEA,J. Goff
2046,2017,5,LAC,NYG,P. Rivers
2047,2017,5,LV,BAL,E. Manuel
2048,2017,5,MIA,TEN,J. Cutler
2050,2017,5,MIN,CHI,C. Keenum
2052,2017,5,NE,TB,T. Brady
2053,2017,5,NYG,LAC,E. Manning
2054,2017,5,NYJ,CLE,J. McCown
2055,2017,5,PHI,ARI,C. Wentz
2056,2017,5,PIT,JAX,B. Roethlisberger
2057,2017,5,SEA,LA,R. Wilson
2059,2017,5,SF,IND,B. Hoyer
2060,2017,5,TB,NE,J. Winston
2061,2017,5,TEN,MIA,M. Cassel
2062,2017,6,ARI,TB,C. Palmer
2063,2017,6,ATL,MIA,M. Ryan
2064,2017,6,BAL,CHI,J. Flacco
2065,2017,6,CAR,PHI,C. Newton
2066,2017,6,CHI,BAL,M. Trubisky
2068,2017,6,CLE,HOU,K. Hogan
2070,2017,6,DEN,NYG,T. Siemian
2071,2017,6,DET,NO,M. Stafford
2073,2017,6,GB,MIN,B. Hundley
2074,2017,6,HOU,CLE,D. Watson
2075,2017,6,IND,TEN,J. Brissett
2076,2017,6,JAX,LA,B. Bortles
2077,2017,6,KC,PIT,A. Smith
2078,2017,6,LA,JAX,J. Goff
2079,2017,6,LAC,LV,P. Rivers
2080,2017,6,LV,LAC,D. Carr
2081,2017,6,MIA,ATL,J. Cutler
2082,2017,6,MIN,GB,C. Keenum
2083,2017,6,NE,NYJ,T. Brady
2084,2017,6,NO,DET,D. Brees
2085,2017,6,NYG,DEN,E. Manning
2086,2017,6,NYJ,NE,J. McCown
2087,2017,6,PHI,CAR,C. Wentz
2088,2017,6,PIT,KC,B. Roethlisberger
2090,2017,6,SF,WAS,C. Beathard
2092,2017,6,TB,ARI,R. Fitzpatrick
2093,2017,6,TEN,IND,M. Mariota
2094,2017,6,WAS,SF,K. Cousins
2095,2017,7,ARI,LA,C. Palmer
2097,2017,7,ATL,NE,M. Ryan
2098,2017,7,BAL,MIN,J. Flacco
2099,2017,7,BUF,TB,T. Taylor
2100,2017,7,CAR,CHI,C. Newton
2101,2017,7,CHI,CAR,M. Trubisky
2102,2017,7,CIN,PIT,A. Dalton
2104,2017,7,CLE,TEN,D. Kizer
2106,2017,7,DAL,SF,D. Prescott
2107,2017,7,DEN,LAC,T. Siemian
2108,2017,7,GB,NO,B. Hundley
2109,2017,7,IND,JAX,J. Brissett
2110,2017,7,JAX,IND,B. Bortles
2112,2017,7,KC,LV,A. Smith
2113,2017,7,LA,ARI,J. Goff
2114,2017,7,LAC,DEN,P. Rivers
2115,2017,7,LV,KC,D. Carr
2117,2017,7,MIA,NYJ,M. Moore
2118,2017,7,MIN,BAL,C. Keenum
2119,2017,7,NE,ATL,T. Brady
2120,2017,7,NO,GB,D. Brees
2121,2017,7,NYG,SEA,E. Manning
2122,2017,7,NYJ,MIA,J. McCown
2123,2017,7,PHI,WAS,C. Wentz
2124,2017,7,PIT,CIN,B. Roethlisberger
2126,2017,7,SEA,NYG,R. Wilson
2127,2017,7,SF,DAL,C. Beathard
2128,2017,7,TB,BUF,J. Winston
2129,2017,7,TEN,CLE,M. Mariota
2130,2017,7,WAS,PHI,K. Cousins
2131,2017,8,ATL,NYJ,M. Ryan
2132,2017,8,BAL,MIA,J. Flacco
2134,2017,8,BUF,LV,T. Taylor
2135,2017,8,CAR,TB,C. Newton
2136,2017,8,CHI,NO,M. Trubisky
2137,2017,8,CIN,IND,A. Dalton
2138,2017,8,CLE,MIN,D. Kizer
2139,2017,8,DAL,WAS,D. Prescott
2140,2017,8,DEN,KC,T. Siemian
2141,2017,8,DET,PIT,M. Stafford
2142,2017,8,HOU,SEA,D. Watson
2143,2017,8,IND,CIN,J. Brissett
2144,2017,8,KC,DEN,A. Smith
2146,2017,8,LAC,NE,P. Rivers
2147,2017,8,LV,BUF,D. Carr
2148,2017,8,MIA,BAL,M. Moore
2149,2017,8,MIN,CLE,C. Keenum
2150,2017,8,NE,LAC,T. Brady
2151,2017,8,NO,CHI,D. Brees
2152,2017,8,NYJ,ATL,J. McCown
2153,2017,8,PHI,SF,C. Wentz
2154,2017,8,PIT,DET,B. Roethlisberger
2155,2017,8,SEA,HOU,R. Wilson
2156,2017,8,SF,PHI,C. Beathard
2157,2017,8,TB,CAR,J. Winston
2158,2017,8,WAS,DAL,K. Cousins
2159,2017,9,ARI,SF,D. Stanton
2160,2017,9,ATL,CAR,M. Ryan
2161,2017,9,BAL,TEN,J. Flacco
2163,2017,9,BUF,NYJ,T. Taylor
2164,2017,9,CAR,ATL,C. Newton
2165,2017,9,CIN,JAX,A. Dalton
2166,2017,9,DAL,KC,D. Prescott
2167,2017,9,DEN,PHI,B. Osweiler
2168,2017,9,DET,GB,M. Stafford
2169,2017,9,GB,DET,B. Hundley
2170,2017,9,HOU,IND,T. Savage
2171,2017,9,IND,HOU,J. Brissett
2172,2017,9,JAX,CIN,B. Bortles
2173,2017,9,KC,DAL,A. Smith
2174,2017,9,LA,NYG,J. Goff
2175,2017,9,LV,MIA,D. Carr
2176,2017,9,MIA,LV,J. Cutler
2177,2017,9,NO,TB,D. Brees
2178,2017,9,NYG,LA,E. Manning
2180,2017,9,NYJ,BUF,J. McCown
2181,2017,9,PHI,DEN,C. Wentz
2183,2017,9,SEA,WAS,R. Wilson
2184,2017,9,SF,ARI,C. Beathard
2186,2017,9,TB,NO,R. Fitzpatrick
2187,2017,9,TEN,BAL,M. Mariota
2188,2017,9,WAS,SEA,K. Cousins
2189,2017,10,ARI,SEA,D. Stanton
2190,2017,10,ATL,DAL,M. Ryan
2192,2017,10,BUF,NO,T. Taylor
2193,2017,10,CAR,MIA,C. Newton
2194,2017,10,CHI,GB,M. Trubisky
2195,2017,10,CIN,TEN,A. Dalton
2197,2017,10,CLE,DET,D. Kizer
2198,2017,10,DAL,ATL,D. Prescott
2199,2017,10,DEN,NE,B. Osweiler
2200,2017,10,DET,CLE,M. Stafford
2201,2017,10,GB,CHI,B. Hundley
2202,2017,10,HOU,LA,T. Savage
2203,2017,10,IND,PIT,J. Brissett
2204,2017,10,JAX,LAC,B. Bortles
2205,2017,10,LA,HOU,J. Goff
2207,2017,10,LAC,JAX,P. Rivers
2208,2017,10,MIA,CAR,J. Cutler
2209,2017,10,MIN,WAS,C. Keenum
2211,2017,10,NE,DEN,T. Brady
2212,2017,10,NO,BUF,D. Brees
2213,2017,10,NYG,SF,E. Manning
2214,2017,10,NYJ,TB,J. McCown
2215,2017,10,PIT,IND,B. Roethlisberger
2216,2017,10,SEA,ARI,R. Wilson
2217,2017,10,SF,NYG,C. Beathard
2218,2017,10,TB,NYJ,R. Fitzpatrick
2219,2017,10,TEN,CIN,M. Mariota
2220,2017,10,WAS,MIN,K. Cousins
2221,2017,11,ARI,HOU,B. Gabbert
2222,2017,11,ATL,SEA,M. Ryan
2223,2017,11,BAL,GB,J. Flacco
2225,2017,11,BUF,LAC,T. Taylor
2226,2017,11,CHI,DET,M. Trubisky
2227,2017,11,CIN,DEN,A. Dalton
2228,2017,11,CLE,JAX,D. Kizer
2230,2017,11,DAL,PHI,D. Prescott
